maint_id,vehicle_id,fleet_id,maintenance_type,maintenance_date,odometer_km,workshop,parts_cost_pkr,labour_cost_pkr,total_cost_pkr,currency,status,next_due_km,next_due_date,technician_name,remarks
MN00292,VH00077,FL001,Body Repair / Dent,2026-04-27,135479,Honda Authorized Workshop Lahore,11447.0,13784.0,25231.0,PKR,Completed,185479,2026-08-05,Tech-10,Warranty covered – no cost to fleet
MN00293,VH00075,FL003,AC Service,2024-05-05,60237,Honda Authorized Workshop Lahore,2012.0,3424.0,5436.0,PKR,In Progress,75237,2025-02-11,Tech-17,
MN00294,VH00009,FL002,Transmission Service,2026-03-18,107332,Official Toyota Service Center Islamabad,2086.0,4357.0,6443.0,PKR,Completed,137332,2026-08-11,Tech-6,Minor wear observed
MN00295,VH00108,FL001,Battery Replace,2026-06-21,167784,City Motors Rawalpindi,3902.0,7793.0,11695.0,PKR,Completed,217784,2027-05-06,Tech-2,Customer-reported issue resolved
MN00296,VH00057,FL003,Brake Pad Replace,2025-07-12,143208,Workshop In-House (Fleet Mechanic),3058.0,6508.0,9566.0,PKR,Completed,168208,2026-05-05,Tech-1,Warranty covered – no cost to fleet
MN00297,VH00040,FL003,Glass Replace,2026-03-15,105820,Fast Lube Islamabad,11926.0,17698.0,29624.0,PKR,Scheduled,155820,2026-09-11,Tech-8,Warranty covered – no cost to fleet
MN00298,VH00092,FL004,Transmission Service,2024-12-04,221717,Official Toyota Service Center Islamabad,4262.0,7657.0,11919.0,PKR,Completed,251717,2025-03-06,Tech-9,Minor wear observed
MN00299,VH00012,FL001,Glass Replace,2022-12-13,101710,Honda Authorized Workshop Lahore,5863.0,10277.0,16140.0,PKR,Completed,151710,2023-10-10,Tech-2,Customer-reported issue resolved
MN00300,VH00106,FL001,Battery Replace,2023-04-18,47116,Al-Hamd Auto Workshop,5672.0,7918.0,13590.0,PKR,Scheduled,97116,2024-01-12,Tech-15,
MN00301,VH00026,FL003,AC Service,2023-06-10,176147,CarPro Workshop F-10,1367.0,3001.0,4368.0,PKR,Completed,191147,2023-12-26,Tech-5,Warranty covered – no cost to fleet
MN00302,VH00082,FL001,Brake Pad Replace,2024-04-19,137318,City Motors Rawalpindi,5627.0,3795.0,9422.0,PKR,Completed,162318,2024-08-12,Tech-19,Warranty covered – no cost to fleet
MN00303,VH00062,FL001,Tyre Rotation,2025-08-23,216934,CarPro Workshop F-10,395.0,857.0,1252.0,PKR,Completed,226934,2026-07-08,Tech-16,Replaced as per schedule
MN00304,VH00029,FL004,Periodic Inspection,2023-09-26,110055,CarPro Workshop F-10,887.0,903.0,1790.0,PKR,Completed,115055,2024-03-21,Tech-13,Replaced as per schedule
MN00305,VH00095,FL004,Accident Repair,2023-07-07,206359,City Motors Rawalpindi,30102.0,43734.0,73836.0,PKR,Scheduled,256359,2024-04-07,Tech-11,
MN00306,VH00065,FL001,Oil Change,2024-10-31,81959,Official Toyota Service Center Islamabad,1648.0,1297.0,2945.0,PKR,Scheduled,86959,2025-03-06,Tech-6,Replaced as per schedule
MN00307,VH00016,FL001,Engine Tune-Up,2026-05-25,60454,Official Toyota Service Center Islamabad,3562.0,2767.0,6329.0,PKR,Completed,80454,2027-03-02,Tech-11,Replaced as per schedule
MN00308,VH00104,FL003,Body Repair / Dent,2026-05-16,91429,Honda Authorized Workshop Lahore,14469.0,12986.0,27455.0,PKR,Completed,141429,2026-08-25,Tech-19,Warranty covered – no cost to fleet
MN00309,VH00117,FL001,Brake Pad Replace,2022-01-21,117442,Official Toyota Service Center Islamabad,4050.0,7649.0,11699.0,PKR,Completed,142442,2022-07-23,Tech-20,Warranty covered – no cost to fleet
MN00310,VH00113,FL004,Body Repair / Dent,2024-12-18,103689,Official Toyota Service Center Islamabad,10019.0,13512.0,23531.0,PKR,Completed,153689,2025-10-21,Tech-15,Warranty covered – no cost to fleet
MN00311,VH00110,FL002,Tyre Rotation,2024-02-18,166327,National Auto Parts & Repair,461.0,539.0,1000.0,PKR,Completed,176327,2024-11-07,Tech-15,
MN00312,VH00065,FL001,Suspension Repair,2024-07-26,80087,Official Toyota Service Center Islamabad,6252.0,5863.0,12115.0,PKR,Completed,140087,2025-06-21,Tech-17,Replaced as per schedule
MN00313,VH00097,FL002,Battery Replace,2026-03-16,183481,Fast Lube Islamabad,4861.0,10714.0,15575.0,PKR,Completed,233481,2027-03-15,Tech-2,Urgent – advised immediate action
MN00314,VH00018,FL003,Tyre Rotation,2026-04-08,203067,Workshop In-House (Fleet Mechanic),466.0,384.0,850.0,PKR,Completed,213067,2026-08-15,Tech-20,Minor wear observed
MN00315,VH00085,FL002,Suspension Repair,2024-11-28,142520,Fast Lube Islamabad,6858.0,12290.0,19148.0,PKR,In Progress,202520,2025-11-28,Tech-12,Urgent – advised immediate action
MN00316,VH00067,FL001,Accident Repair,2022-06-08,53083,Fast Lube Islamabad,52743.0,66338.0,119081.0,PKR,Scheduled,103083,2023-05-04,Tech-4,Warranty covered – no cost to fleet
MN00317,VH00099,FL001,Battery Replace,2024-01-18,57848,Honda Authorized Workshop Lahore,4985.0,3666.0,8651.0,PKR,Warranty Claim,107848,2024-08-10,Tech-18,Warranty covered – no cost to fleet
MN00318,VH00080,FL002,AC Service,2023-11-05,160142,Premier Auto Care Karachi,2198.0,3113.0,5311.0,PKR,Completed,175142,2024-06-30,Tech-19,Minor wear observed
MN00319,VH00032,FL001,Oil Change,2024-04-21,218614,Al-Hamd Auto Workshop,2233.0,2321.0,4554.0,PKR,Completed,223614,2024-08-20,Tech-2,Urgent – advised immediate action
MN00320,VH00101,FL004,Battery Replace,2026-01-31,138793,CarPro Workshop F-10,5857.0,4835.0,10692.0,PKR,In Progress,188793,2027-01-17,Tech-16,Urgent – advised immediate action
MN00321,VH00083,FL003,Engine Tune-Up,2025-01-17,218314,Al-Hamd Auto Workshop,2258.0,2422.0,4680.0,PKR,Completed,238314,2025-11-25,Tech-9,Warranty covered – no cost to fleet
MN00322,VH00075,FL003,Suspension Repair,2024-01-23,86485,Honda Authorized Workshop Lahore,5147.0,8897.0,14044.0,PKR,Completed,146485,2024-09-04,Tech-2,
MN00323,VH00023,FL001,Battery Replace,2026-01-31,57082,Bilal Tyre & Battery,5331.0,6942.0,12273.0,PKR,Completed,107082,2026-08-01,Tech-12,Replaced as per schedule
MN00324,VH00037,FL004,Accident Repair,2023-05-08,110498,Workshop In-House (Fleet Mechanic),51769.0,42730.0,94499.0,PKR,Completed,160498,2024-01-04,Tech-18,
MN00325,VH00100,FL002,Brake Pad Replace,2024-11-21,223915,Official Toyota Service Center Islamabad,5605.0,5424.0,11029.0,PKR,Scheduled,248915,2025-05-03,Tech-10,Replaced as per schedule
MN00326,VH00028,FL003,Transmission Service,2025-08-04,69607,Al-Hamd Auto Workshop,3754.0,8467.0,12221.0,PKR,Completed,99607,2025-11-11,Tech-4,Urgent – advised immediate action
MN00327,VH00024,FL001,Transmission Service,2022-04-25,108087,Honda Authorized Workshop Lahore,3680.0,6463.0,10143.0,PKR,Completed,138087,2022-12-12,Tech-11,Urgent – advised immediate action
MN00328,VH00071,FL002,Tyre Replacement,2024-06-03,153285,Bilal Tyre & Battery,8029.0,17706.0,25735.0,PKR,Completed,193285,2025-01-24,Tech-6,Minor wear observed
MN00329,VH00012,FL001,Suspension Repair,2026-01-25,88192,Workshop In-House (Fleet Mechanic),7599.0,7956.0,15555.0,PKR,Warranty Claim,148192,2026-07-04,Tech-14,Minor wear observed
MN00330,VH00021,FL003,Transmission Service,2026-01-21,175952,Bilal Tyre & Battery,3716.0,3357.0,7073.0,PKR,Scheduled,205952,2026-10-03,Tech-4,Customer-reported issue resolved
MN00331,VH00033,FL001,Glass Replace,2024-09-05,151064,Pak Euro Motors,8851.0,18331.0,27182.0,PKR,In Progress,201064,2025-03-08,Tech-8,Minor wear observed
MN00332,VH00085,FL002,Glass Replace,2022-04-15,99391,CarPro Workshop F-10,10198.0,18572.0,28770.0,PKR,Completed,149391,2022-10-11,Tech-7,Minor wear observed
MN00333,VH00048,FL003,Glass Replace,2026-03-08,67867,Pak Euro Motors,10714.0,7867.0,18581.0,PKR,Scheduled,117867,2026-09-08,Tech-1,Warranty covered – no cost to fleet
MN00334,VH00046,FL001,Transmission Service,2022-07-07,107506,National Auto Parts & Repair,4921.0,4175.0,9096.0,PKR,Completed,137506,2023-04-26,Tech-3,Customer-reported issue resolved
MN00335,VH00064,FL001,Battery Replace,2023-07-22,129902,Premier Auto Care Karachi,9688.0,8019.0,17707.0,PKR,Completed,179902,2024-05-28,Tech-1,Replaced as per schedule
MN00336,VH00024,FL001,Oil Change,2023-04-04,160072,Pak Euro Motors,2173.0,2469.0,4642.0,PKR,Completed,165072,2024-02-19,Tech-11,Replaced as per schedule
MN00337,VH00003,FL001,Engine Tune-Up,2024-10-01,119790,Honda Authorized Workshop Lahore,3259.0,2835.0,6094.0,PKR,Completed,139790,2025-03-12,Tech-10,Warranty covered – no cost to fleet
MN00338,VH00083,FL003,Accident Repair,2026-03-20,153863,CarPro Workshop F-10,64546.0,53247.0,117793.0,PKR,Warranty Claim,203863,2026-12-23,Tech-14,
MN00339,VH00014,FL004,Transmission Service,2023-01-15,122481,Workshop In-House (Fleet Mechanic),3072.0,3779.0,6851.0,PKR,Completed,152481,2024-01-04,Tech-19,
MN00340,VH00104,FL003,Glass Replace,2024-03-25,68797,Al-Hamd Auto Workshop,17284.0,11612.0,28896.0,PKR,Completed,118797,2025-03-10,Tech-6,Warranty covered – no cost to fleet
MN00341,VH00002,FL002,Accident Repair,2024-04-30,152479,City Motors Rawalpindi,51131.0,37539.0,88670.0,PKR,Scheduled,202479,2025-03-10,Tech-13,Warranty covered – no cost to fleet
MN00342,VH00016,FL001,Tyre Rotation,2025-02-05,62374,Premier Auto Care Karachi,426.0,665.0,1091.0,PKR,Completed,72374,2025-08-14,Tech-14,Minor wear observed
MN00343,VH00077,FL001,Glass Replace,2026-03-02,161517,Premier Auto Care Karachi,9834.0,14289.0,24123.0,PKR,Completed,211517,2026-09-14,Tech-20,
MN00344,VH00098,FL001,Tyre Replacement,2026-06-24,158245,Premier Auto Care Karachi,14139.0,11862.0,26001.0,PKR,Completed,198245,2026-11-29,Tech-17,Replaced as per schedule
MN00345,VH00040,FL003,Suspension Repair,2025-05-26,138755,Official Toyota Service Center Islamabad,7925.0,8887.0,16812.0,PKR,Completed,198755,2026-02-08,Tech-4,Replaced as per schedule
MN00346,VH00119,FL003,Periodic Inspection,2023-09-01,71351,Workshop In-House (Fleet Mechanic),778.0,1096.0,1874.0,PKR,Completed,76351,2023-12-19,Tech-7,Minor wear observed
MN00347,VH00013,FL003,Engine Tune-Up,2022-02-09,158664,Al-Hamd Auto Workshop,1856.0,4045.0,5901.0,PKR,In Progress,178664,2022-08-22,Tech-7,Replaced as per schedule
MN00348,VH00047,FL003,Glass Replace,2024-10-24,169028,Official Toyota Service Center Islamabad,8865.0,6159.0,15024.0,PKR,Completed,219028,2025-06-02,Tech-10,Minor wear observed
MN00349,VH00045,FL001,Body Repair / Dent,2022-04-18,233888,Workshop In-House (Fleet Mechanic),12782.0,17791.0,30573.0,PKR,Completed,283888,2023-01-27,Tech-14,Customer-reported issue resolved
MN00350,VH00093,FL002,Tyre Rotation,2024-02-12,117298,Fast Lube Islamabad,358.0,821.0,1179.0,PKR,Completed,127298,2024-09-22,Tech-13,Replaced as per schedule
MN00351,VH00105,FL003,Transmission Service,2025-09-09,84039,City Motors Rawalpindi,2859.0,4270.0,7129.0,PKR,Completed,114039,2026-03-22,Tech-4,Urgent – advised immediate action
MN00352,VH00037,FL004,Periodic Inspection,2022-02-08,51913,National Auto Parts & Repair,1196.0,1185.0,2381.0,PKR,Completed,56913,2022-11-28,Tech-19,Replaced as per schedule
MN00353,VH00024,FL001,Suspension Repair,2024-06-27,115086,Workshop In-House (Fleet Mechanic),8151.0,6350.0,14501.0,PKR,In Progress,175086,2024-09-30,Tech-13,
MN00354,VH00061,FL004,Transmission Service,2023-07-17,241075,Bilal Tyre & Battery,4562.0,5776.0,10338.0,PKR,Scheduled,271075,2023-10-21,Tech-8,
MN00355,VH00078,FL002,Periodic Inspection,2024-08-17,145687,Premier Auto Care Karachi,1271.0,1118.0,2389.0,PKR,In Progress,150687,2024-11-20,Tech-7,Urgent – advised immediate action
MN00356,VH00103,FL004,Tyre Replacement,2024-04-01,142369,Bilal Tyre & Battery,4861.0,9844.0,14705.0,PKR,Completed,182369,2024-12-15,Tech-12,Minor wear observed
MN00357,VH00059,FL002,Suspension Repair,2024-11-09,161568,Premier Auto Care Karachi,7982.0,10431.0,18413.0,PKR,Completed,221568,2025-10-27,Tech-15,Replaced as per schedule
MN00358,VH00032,FL001,Glass Replace,2023-06-13,163500,Pak Euro Motors,11996.0,10546.0,22542.0,PKR,Completed,213500,2024-01-10,Tech-4,Urgent – advised immediate action
MN00359,VH00119,FL003,Brake Pad Replace,2022-09-15,97390,National Auto Parts & Repair,3141.0,7227.0,10368.0,PKR,Completed,122390,2023-03-18,Tech-7,
MN00360,VH00107,FL001,Tyre Replacement,2024-12-29,204516,National Auto Parts & Repair,10164.0,8267.0,18431.0,PKR,Completed,244516,2025-11-24,Tech-2,Urgent – advised immediate action
MN00361,VH00012,FL001,Battery Replace,2024-03-13,66450,Official Toyota Service Center Islamabad,5897.0,8199.0,14096.0,PKR,Scheduled,116450,2025-01-31,Tech-9,Replaced as per schedule
MN00362,VH00078,FL002,Accident Repair,2024-09-13,160094,Pak Euro Motors,56826.0,57481.0,114307.0,PKR,Completed,210094,2025-01-03,Tech-3,Urgent – advised immediate action
MN00363,VH00102,FL001,Transmission Service,2023-09-01,72616,Al-Hamd Auto Workshop,6768.0,5374.0,12142.0,PKR,Completed,102616,2023-12-31,Tech-1,Customer-reported issue resolved
MN00364,VH00047,FL003,AC Service,2023-05-16,201370,Al-Hamd Auto Workshop,3474.0,2823.0,6297.0,PKR,Completed,216370,2024-01-19,Tech-11,Minor wear observed
MN00365,VH00095,FL004,Tyre Replacement,2023-06-30,166780,Official Toyota Service Center Islamabad,11248.0,7847.0,19095.0,PKR,Completed,206780,2024-04-04,Tech-16,
MN00366,VH00015,FL002,Glass Replace,2023-10-21,180969,Premier Auto Care Karachi,8976.0,15032.0,24008.0,PKR,Completed,230969,2024-03-23,Tech-20,Customer-reported issue resolved
MN00367,VH00064,FL001,Glass Replace,2025-10-05,165444,Pak Euro Motors,9914.0,7176.0,17090.0,PKR,Completed,215444,2026-06-05,Tech-1,Urgent – advised immediate action
MN00368,VH00101,FL004,Glass Replace,2022-03-28,114611,CarPro Workshop F-10,9128.0,18193.0,27321.0,PKR,In Progress,164611,2022-11-17,Tech-12,Warranty covered – no cost to fleet
MN00369,VH00036,FL001,Transmission Service,2023-02-08,73586,Premier Auto Care Karachi,3960.0,3023.0,6983.0,PKR,Scheduled,103586,2023-07-01,Tech-15,
MN00370,VH00057,FL003,Tyre Replacement,2022-03-16,147643,CarPro Workshop F-10,13136.0,10683.0,23819.0,PKR,Completed,187643,2022-11-17,Tech-19,
MN00371,VH00027,FL002,Body Repair / Dent,2024-08-01,52400,Fast Lube Islamabad,13399.0,21314.0,34713.0,PKR,Completed,102400,2025-02-26,Tech-6,Replaced as per schedule
MN00372,VH00076,FL001,Body Repair / Dent,2024-08-24,206155,Pak Euro Motors,11402.0,13431.0,24833.0,PKR,In Progress,256155,2025-01-24,Tech-15,Warranty covered – no cost to fleet
MN00373,VH00107,FL001,Periodic Inspection,2022-01-06,185683,Bilal Tyre & Battery,1375.0,1218.0,2593.0,PKR,Completed,190683,2022-08-19,Tech-11,Customer-reported issue resolved
MN00374,VH00079,FL002,Body Repair / Dent,2023-11-29,173653,CarPro Workshop F-10,14145.0,10001.0,24146.0,PKR,In Progress,223653,2024-05-03,Tech-8,Urgent – advised immediate action
MN00375,VH00076,FL001,Brake Pad Replace,2025-04-13,166177,Official Toyota Service Center Islamabad,7041.0,4858.0,11899.0,PKR,In Progress,191177,2026-01-11,Tech-20,Minor wear observed
MN00376,VH00065,FL001,Oil Change,2022-10-19,86921,Official Toyota Service Center Islamabad,1028.0,2054.0,3082.0,PKR,Completed,91921,2023-08-10,Tech-15,Minor wear observed
MN00377,VH00082,FL001,Tyre Replacement,2022-12-20,163212,Fast Lube Islamabad,12589.0,11489.0,24078.0,PKR,Completed,203212,2023-05-28,Tech-20,
MN00378,VH00105,FL003,AC Service,2023-07-10,59498,Pak Euro Motors,2369.0,4240.0,6609.0,PKR,Completed,74498,2023-10-17,Tech-13,Replaced as per schedule
MN00379,VH00081,FL001,Engine Tune-Up,2024-05-14,30295,Bilal Tyre & Battery,1550.0,2782.0,4332.0,PKR,Completed,50295,2025-01-02,Tech-7,
MN00380,VH00060,FL003,Suspension Repair,2023-04-29,68148,Workshop In-House (Fleet Mechanic),6928.0,9434.0,16362.0,PKR,Scheduled,128148,2023-11-22,Tech-17,Urgent – advised immediate action
MN00381,VH00067,FL001,Brake Pad Replace,2026-03-02,82339,Premier Auto Care Karachi,5519.0,5773.0,11292.0,PKR,Completed,107339,2026-11-19,Tech-4,Urgent – advised immediate action
MN00382,VH00068,FL002,Periodic Inspection,2022-04-20,141059,Official Toyota Service Center Islamabad,631.0,1361.0,1992.0,PKR,In Progress,146059,2022-12-29,Tech-16,Replaced as per schedule
MN00383,VH00035,FL002,Oil Change,2023-10-04,96823,Pak Euro Motors,1060.0,2077.0,3137.0,PKR,Completed,101823,2024-04-20,Tech-3,
MN00384,VH00118,FL003,Accident Repair,2024-01-02,202552,City Motors Rawalpindi,63178.0,42872.0,106050.0,PKR,Completed,252552,2024-07-27,Tech-13,Replaced as per schedule
MN00385,VH00111,FL003,Suspension Repair,2025-12-28,209351,Workshop In-House (Fleet Mechanic),8179.0,11118.0,19297.0,PKR,Completed,269351,2026-05-28,Tech-17,Replaced as per schedule
MN00386,VH00025,FL001,Accident Repair,2022-03-11,76829,Premier Auto Care Karachi,41048.0,56838.0,97886.0,PKR,In Progress,126829,2022-06-10,Tech-10,Customer-reported issue resolved
MN00387,VH00059,FL002,Glass Replace,2026-04-25,121905,Honda Authorized Workshop Lahore,9735.0,7998.0,17733.0,PKR,Completed,171905,2026-12-12,Tech-16,Warranty covered – no cost to fleet
MN00388,VH00004,FL002,Battery Replace,2023-07-13,237440,City Motors Rawalpindi,8966.0,6049.0,15015.0,PKR,Completed,287440,2024-06-04,Tech-7,
MN00389,VH00116,FL004,Tyre Rotation,2024-12-31,40004,Bilal Tyre & Battery,692.0,506.0,1198.0,PKR,Completed,50004,2025-11-10,Tech-3,Customer-reported issue resolved
MN00390,VH00119,FL003,Brake Pad Replace,2022-01-18,56367,Workshop In-House (Fleet Mechanic),4464.0,3839.0,8303.0,PKR,Completed,81367,2023-01-06,Tech-6,Customer-reported issue resolved
MN00391,VH00057,FL003,Periodic Inspection,2023-08-18,129734,City Motors Rawalpindi,742.0,1666.0,2408.0,PKR,In Progress,134734,2024-04-14,Tech-18,Replaced as per schedule
MN00392,VH00065,FL001,Accident Repair,2024-12-30,41556,CarPro Workshop F-10,37458.0,26909.0,64367.0,PKR,Warranty Claim,91556,2025-09-27,Tech-16,
MN00393,VH00079,FL002,Battery Replace,2025-03-24,99374,City Motors Rawalpindi,9723.0,7994.0,17717.0,PKR,Completed,149374,2025-12-12,Tech-5,Customer-reported issue resolved
MN00394,VH00117,FL001,Suspension Repair,2023-02-09,112083,Honda Authorized Workshop Lahore,6354.0,12030.0,18384.0,PKR,Completed,172083,2023-11-09,Tech-16,Urgent – advised immediate action
MN00395,VH00103,FL004,Oil Change,2025-06-06,115042,Honda Authorized Workshop Lahore,1282.0,2870.0,4152.0,PKR,Completed,120042,2025-11-12,Tech-14,Minor wear observed
MN00396,VH00117,FL001,Periodic Inspection,2023-09-28,147234,Premier Auto Care Karachi,939.0,1113.0,2052.0,PKR,Completed,152234,2024-03-12,Tech-10,Minor wear observed
MN00397,VH00013,FL003,Tyre Rotation,2023-09-27,229573,Bilal Tyre & Battery,409.0,570.0,979.0,PKR,Completed,239573,2024-06-18,Tech-3,Customer-reported issue resolved
MN00398,VH00119,FL003,Accident Repair,2023-07-01,54506,Pak Euro Motors,32507.0,56593.0,89100.0,PKR,Completed,104506,2024-01-09,Tech-17,Warranty covered – no cost to fleet
MN00399,VH00105,FL003,Glass Replace,2023-08-20,61295,Workshop In-House (Fleet Mechanic),5799.0,11487.0,17286.0,PKR,Completed,111295,2023-11-23,Tech-18,Replaced as per schedule
MN00400,VH00029,FL004,Accident Repair,2023-07-10,159838,Bilal Tyre & Battery,34946.0,31829.0,66775.0,PKR,Completed,209838,2024-06-24,Tech-10,Replaced as per schedule
MN00401,VH00080,FL002,AC Service,2022-02-24,190524,Official Toyota Service Center Islamabad,2482.0,1809.0,4291.0,PKR,In Progress,205524,2022-07-31,Tech-5,Replaced as per schedule
MN00402,VH00018,FL003,Glass Replace,2025-03-10,177557,Al-Hamd Auto Workshop,13652.0,13331.0,26983.0,PKR,Completed,227557,2026-02-18,Tech-8,Urgent – advised immediate action
MN00403,VH00085,FL002,Suspension Repair,2025-12-26,104768,Pak Euro Motors,7347.0,10336.0,17683.0,PKR,Completed,164768,2026-05-08,Tech-7,Warranty covered – no cost to fleet
MN00404,VH00025,FL001,Brake Pad Replace,2024-06-28,52476,Workshop In-House (Fleet Mechanic),3837.0,3026.0,6863.0,PKR,In Progress,77476,2025-03-12,Tech-6,
MN00405,VH00118,FL003,Battery Replace,2025-08-25,179294,Al-Hamd Auto Workshop,4656.0,4081.0,8737.0,PKR,Completed,229294,2026-06-23,Tech-16,
MN00406,VH00048,FL003,Transmission Service,2025-08-09,61413,Official Toyota Service Center Islamabad,3477.0,6355.0,9832.0,PKR,Completed,91413,2026-05-23,Tech-17,Customer-reported issue resolved
MN00407,VH00092,FL004,Suspension Repair,2026-01-01,216219,City Motors Rawalpindi,5167.0,6923.0,12090.0,PKR,Scheduled,276219,2026-11-26,Tech-14,Minor wear observed
MN00408,VH00040,FL003,Battery Replace,2025-03-05,146913,Pak Euro Motors,4100.0,7718.0,11818.0,PKR,Completed,196913,2025-11-20,Tech-5,Minor wear observed
MN00409,VH00115,FL001,Transmission Service,2023-02-01,183968,Pak Euro Motors,4058.0,3090.0,7148.0,PKR,Completed,213968,2024-01-18,Tech-2,Minor wear observed
MN00410,VH00005,FL003,Accident Repair,2022-09-18,85381,Official Toyota Service Center Islamabad,47581.0,41492.0,89073.0,PKR,Completed,135381,2023-07-30,Tech-19,Urgent – advised immediate action
MN00411,VH00028,FL003,Periodic Inspection,2026-01-07,96388,Official Toyota Service Center Islamabad,1026.0,1448.0,2474.0,PKR,Completed,101388,2026-04-24,Tech-4,Customer-reported issue resolved
MN00412,VH00107,FL001,Engine Tune-Up,2025-03-30,183612,National Auto Parts & Repair,1887.0,3117.0,5004.0,PKR,Completed,203612,2025-12-01,Tech-15,Warranty covered – no cost to fleet
MN00413,VH00103,FL004,Suspension Repair,2022-04-25,135366,Bilal Tyre & Battery,4921.0,6086.0,11007.0,PKR,Completed,195366,2022-11-09,Tech-6,
MN00414,VH00068,FL002,Oil Change,2022-08-16,133975,Workshop In-House (Fleet Mechanic),915.0,1726.0,2641.0,PKR,Completed,138975,2023-01-26,Tech-9,Urgent – advised immediate action
MN00415,VH00093,FL002,Engine Tune-Up,2024-07-31,63205,Al-Hamd Auto Workshop,2098.0,3956.0,6054.0,PKR,Completed,83205,2025-06-22,Tech-16,Replaced as per schedule
MN00416,VH00026,FL003,Tyre Replacement,2024-12-02,233501,City Motors Rawalpindi,7674.0,13211.0,20885.0,PKR,Completed,273501,2025-04-20,Tech-1,Warranty covered – no cost to fleet
MN00417,VH00058,FL003,Periodic Inspection,2022-11-19,153297,Workshop In-House (Fleet Mechanic),1046.0,1323.0,2369.0,PKR,Completed,158297,2023-08-11,Tech-11,Customer-reported issue resolved
MN00418,VH00065,FL001,Periodic Inspection,2025-01-06,104488,Workshop In-House (Fleet Mechanic),678.0,1062.0,1740.0,PKR,Completed,109488,2025-04-12,Tech-9,Replaced as per schedule
MN00419,VH00117,FL001,Accident Repair,2025-08-19,108931,National Auto Parts & Repair,34051.0,40102.0,74153.0,PKR,Completed,158931,2026-07-09,Tech-8,Warranty covered – no cost to fleet
MN00420,VH00081,FL001,Transmission Service,2024-05-06,38428,CarPro Workshop F-10,3402.0,5094.0,8496.0,PKR,Completed,68428,2024-09-24,Tech-13,
MN00421,VH00112,FL001,Tyre Rotation,2022-08-05,175957,National Auto Parts & Repair,506.0,741.0,1247.0,PKR,Scheduled,185957,2023-05-13,Tech-7,Minor wear observed
MN00422,VH00082,FL001,Accident Repair,2024-10-06,153865,City Motors Rawalpindi,19533.0,44121.0,63654.0,PKR,Scheduled,203865,2025-07-22,Tech-20,Minor wear observed
MN00423,VH00111,FL003,Body Repair / Dent,2025-09-11,212106,Pak Euro Motors,11338.0,21818.0,33156.0,PKR,Completed,262106,2026-04-06,Tech-3,Customer-reported issue resolved
MN00424,VH00010,FL002,Tyre Replacement,2024-07-18,100030,Premier Auto Care Karachi,12638.0,9865.0,22503.0,PKR,In Progress,140030,2024-12-13,Tech-11,Customer-reported issue resolved
MN00425,VH00114,FL003,Tyre Rotation,2025-07-22,128759,National Auto Parts & Repair,433.0,350.0,783.0,PKR,In Progress,138759,2026-07-06,Tech-3,Replaced as per schedule
MN00426,VH00072,FL003,Tyre Replacement,2022-05-28,158357,Official Toyota Service Center Islamabad,8339.0,5647.0,13986.0,PKR,Warranty Claim,198357,2022-10-14,Tech-19,Customer-reported issue resolved
MN00427,VH00105,FL003,Tyre Rotation,2024-02-18,115440,National Auto Parts & Repair,216.0,499.0,715.0,PKR,Completed,125440,2024-08-15,Tech-2,Warranty covered – no cost to fleet
MN00428,VH00072,FL003,AC Service,2024-12-10,209256,Pak Euro Motors,2734.0,2733.0,5467.0,PKR,Completed,224256,2025-09-03,Tech-19,Customer-reported issue resolved
MN00429,VH00039,FL002,Accident Repair,2022-12-05,56124,City Motors Rawalpindi,66507.0,45156.0,111663.0,PKR,Scheduled,106124,2023-04-15,Tech-3,
MN00430,VH00071,FL002,Oil Change,2023-09-17,229147,Premier Auto Care Karachi,2229.0,2949.0,5178.0,PKR,Scheduled,234147,2024-07-20,Tech-11,Replaced as per schedule
MN00431,VH00104,FL003,Tyre Replacement,2024-07-28,90063,Premier Auto Care Karachi,10473.0,14814.0,25287.0,PKR,Completed,130063,2025-01-02,Tech-5,Minor wear observed
MN00432,VH00004,FL002,Accident Repair,2022-09-02,225237,Fast Lube Islamabad,46040.0,35352.0,81392.0,PKR,Completed,275237,2023-08-16,Tech-15,Minor wear observed
MN00433,VH00113,FL004,Accident Repair,2023-02-11,142144,Official Toyota Service Center Islamabad,28760.0,48687.0,77447.0,PKR,Completed,192144,2023-11-08,Tech-3,Warranty covered – no cost to fleet
MN00434,VH00003,FL001,Battery Replace,2022-08-25,114351,City Motors Rawalpindi,10237.0,7131.0,17368.0,PKR,Completed,164351,2023-02-25,Tech-10,Replaced as per schedule
MN00435,VH00081,FL001,Oil Change,2022-09-16,88579,Fast Lube Islamabad,1458.0,1455.0,2913.0,PKR,Completed,93579,2023-03-20,Tech-9,
MN00436,VH00117,FL001,AC Service,2026-05-05,117166,National Auto Parts & Repair,1267.0,2032.0,3299.0,PKR,Completed,132166,2027-04-30,Tech-4,Replaced as per schedule
MN00437,VH00071,FL002,Tyre Rotation,2023-03-04,228007,Official Toyota Service Center Islamabad,719.0,616.0,1335.0,PKR,Completed,238007,2023-08-26,Tech-6,
MN00438,VH00067,FL001,Periodic Inspection,2022-07-29,98027,Fast Lube Islamabad,1096.0,1397.0,2493.0,PKR,Completed,103027,2023-04-23,Tech-12,Minor wear observed
