payment_id,invoice_id,booking_id,customer_id,payment_date,amount_pkr,payment_type,payment_method,reference_no,notes
PAY0014922,INV010031,BK010347,CU00096,2026-06-26,331197.0,Full,Cash,REF00014922,
PAY0014923,INV010032,BK010348,CU01662,2023-12-23,2636.0,Full,Bank Transfer,REF00014923,
PAY0014924,INV010033,BK010349,CU01442,2026-02-09,67934.0,Partial,EasyPaisa,REF00014924,
PAY0014925,INV010034,BK010350,CU00062,2023-05-29,29925.0,Advance,JazzCash,REF00014925,Advance 50%
PAY0014926,INV010034,BK010350,CU00062,2023-06-05,29925.0,Final,JazzCash,REF00014926,Final settlement
PAY0014927,INV010035,BK010351,CU00126,2023-07-17,5739.0,Advance,Cash,REF00014927,Advance 20%
PAY0014928,INV010035,BK010351,CU00126,2023-07-24,774.0,Final,Cash,REF00014928,Final settlement
PAY0014929,INV010036,BK010352,CU00445,2025-11-29,4479.0,Full,JazzCash,REF00014929,
PAY0014930,INV010037,BK010353,CU01086,2023-08-21,121253.0,Advance,JazzCash,REF00014930,Advance 50%
PAY0014931,INV010037,BK010353,CU01086,2023-08-28,5066.0,Final,JazzCash,REF00014931,Final settlement
PAY0014932,INV010038,BK010354,CU00151,2022-05-24,18174.0,Full,Bank Transfer,REF00014932,
PAY0014933,INV010039,BK010355,CU00959,2025-03-06,6069.0,Partial,Cash,REF00014933,
PAY0014934,INV010040,BK010356,CU01331,2024-02-09,16752.0,Full,Cash,REF00014934,
PAY0014935,INV010041,BK010357,CU00350,2023-06-08,5648.0,Advance,Cash,REF00014935,Advance 20%
PAY0014936,INV010041,BK010357,CU00350,2023-06-15,22593.0,Final,Cash,REF00014936,Final settlement
PAY0014937,INV010042,BK010358,CU01027,2025-06-21,41674.0,Advance,Cash,REF00014937,Advance 50%
PAY0014938,INV010042,BK010358,CU01027,2025-06-28,41675.0,Final,Cash,REF00014938,Final settlement
PAY0014939,INV010043,BK010359,CU00261,2025-02-03,12122.0,Advance,Cash,REF00014939,Advance 50%
PAY0014940,INV010043,BK010359,CU00261,2025-02-10,12123.0,Final,Cash,REF00014940,Final settlement
PAY0014941,INV010044,BK010360,CU00410,2023-08-29,3265.0,Advance,Bank Transfer,REF00014941,Advance 20%
PAY0014942,INV010044,BK010360,CU00410,2023-09-05,13061.0,Final,Bank Transfer,REF00014942,Final settlement
PAY0014943,INV010045,BK010361,CU00169,2026-04-23,26443.0,Full,JazzCash,REF00014943,
PAY0014944,INV010046,BK010362,CU01546,2026-03-06,86466.0,Partial,Bank Transfer,REF00014944,
PAY0014945,INV010047,BK010363,CU01707,2024-11-18,20410.0,Advance,JazzCash,REF00014945,Advance 20%
PAY0014946,INV010047,BK010363,CU01707,2024-11-25,135.0,Final,JazzCash,REF00014946,Final settlement
PAY0014947,INV010048,BK010364,CU01414,2026-01-27,10091.0,Advance,Card (POS),REF00014947,Advance 20%
PAY0014948,INV010048,BK010364,CU01414,2026-02-03,40363.0,Final,Card (POS),REF00014948,Final settlement
PAY0014949,INV010049,BK010365,CU01060,2023-05-14,3560.0,Advance,Cash,REF00014949,Advance 20%
PAY0014950,INV010049,BK010365,CU01060,2023-05-21,14241.0,Final,Cash,REF00014950,Final settlement
PAY0014951,INV010050,BK010366,CU00350,2026-06-28,2680.0,Advance,JazzCash,REF00014951,Advance 50%
PAY0014952,INV010051,BK010367,CU00143,2023-11-13,49766.0,Full,Cash,REF00014952,
PAY0014953,INV010052,BK010368,CU00824,2026-04-06,11368.0,Advance,Cash,REF00014953,Advance 50%
PAY0014954,INV010052,BK010368,CU00824,2026-04-13,11367.0,Final,Cash,REF00014954,Final settlement
PAY0014955,INV010053,BK010369,CU01823,2022-04-12,53650.0,Advance,Cash,REF00014955,Advance 50%
PAY0014956,INV010053,BK010369,CU01823,2022-04-19,53651.0,Final,Cash,REF00014956,Final settlement
PAY0014957,INV010054,BK010370,CU01291,2023-12-09,8340.0,Advance,Bank Transfer,REF00014957,Advance 50%
PAY0014958,INV010054,BK010370,CU01291,2023-12-16,8340.0,Final,Bank Transfer,REF00014958,Final settlement
PAY0014959,INV010055,BK010371,CU01698,2024-01-01,17216.0,Advance,Cash,REF00014959,Advance 20%
PAY0014960,INV010055,BK010371,CU01698,2024-01-08,7458.0,Final,Cash,REF00014960,Final settlement
PAY0014961,INV010056,BK010372,CU00585,2025-06-15,16192.0,Advance,Bank Transfer,REF00014961,Advance 20%
PAY0014962,INV010056,BK010372,CU00585,2025-06-22,64768.0,Final,Bank Transfer,REF00014962,Final settlement
PAY0014963,INV010057,BK010373,CU01516,2022-06-14,23313.0,Full,EasyPaisa,REF00014963,
PAY0014964,INV010058,BK010374,CU00700,2024-09-27,1906.0,Advance,JazzCash,REF00014964,Advance 20%
PAY0014965,INV010058,BK010374,CU00700,2024-10-04,7622.0,Final,JazzCash,REF00014965,Final settlement
PAY0014966,INV010059,BK010375,CU00094,2022-10-27,14306.0,Advance,Cash,REF00014966,Advance 50%
PAY0014967,INV010059,BK010375,CU00094,2022-11-03,14305.0,Final,Cash,REF00014967,Final settlement
PAY0014968,INV010060,BK010376,CU01087,2025-02-28,11453.0,Full,Card (POS),REF00014968,
PAY0014969,INV010061,BK010377,CU01481,2026-01-04,160253.0,Partial,JazzCash,REF00014969,
PAY0014970,INV010062,BK010378,CU01161,2025-05-12,6834.0,Partial,Cash,REF00014970,
PAY0014971,INV010063,BK010379,CU01142,2023-08-15,12019.0,Advance,Card (POS),REF00014971,Advance 50%
PAY0014972,INV010063,BK010379,CU01142,2023-08-22,12019.0,Final,Card (POS),REF00014972,Final settlement
PAY0014973,INV010064,BK010380,CU00035,2023-12-07,8020.0,Full,JazzCash,REF00014973,
PAY0014974,INV010065,BK010381,CU00537,2022-02-03,8661.0,Partial,JazzCash,REF00014974,
PAY0014975,INV010066,BK010382,CU01188,2026-01-05,19988.0,Advance,JazzCash,REF00014975,Advance 50%
PAY0014976,INV010066,BK010382,CU01188,2026-01-12,19988.0,Final,JazzCash,REF00014976,Final settlement
PAY0014977,INV010067,BK010383,CU00198,2024-03-22,6886.0,Full,JazzCash,REF00014977,
PAY0014978,INV010068,BK010384,CU01530,2024-11-13,2302.0,Advance,JazzCash,REF00014978,Advance 20%
PAY0014979,INV010068,BK010384,CU01530,2024-11-20,9208.0,Final,JazzCash,REF00014979,Final settlement
PAY0014980,INV010069,BK010385,CU00412,2025-04-27,61396.0,Full,Bank Transfer,REF00014980,
PAY0014981,INV010070,BK010386,CU00117,2023-06-09,31687.0,Partial,Cash,REF00014981,
PAY0014982,INV010071,BK010387,CU01877,2026-04-15,16268.0,Full,Cash,REF00014982,
PAY0014983,INV010072,BK010388,CU01435,2022-05-31,36032.0,Advance,Bank Transfer,REF00014983,Advance 20%
PAY0014984,INV010072,BK010388,CU01435,2022-06-07,144127.0,Final,Bank Transfer,REF00014984,Final settlement
PAY0014985,INV010073,BK010389,CU00557,2022-01-22,64495.0,Advance,EasyPaisa,REF00014985,Advance 50%
PAY0014986,INV010073,BK010389,CU00557,2022-01-29,64495.0,Final,EasyPaisa,REF00014986,Final settlement
PAY0014987,INV010074,BK010390,CU00110,2025-12-17,1362.0,Advance,EasyPaisa,REF00014987,Advance 20%
PAY0014988,INV010074,BK010390,CU00110,2025-12-24,5446.0,Final,EasyPaisa,REF00014988,Final settlement
PAY0014989,INV010075,BK010391,CU00264,2024-06-17,103961.0,Full,Bank Transfer,REF00014989,
PAY0014990,INV010076,BK010392,CU00119,2024-09-23,5620.0,Advance,EasyPaisa,REF00014990,Advance 20%
PAY0014991,INV010076,BK010392,CU00119,2024-09-30,22479.0,Final,EasyPaisa,REF00014991,Final settlement
PAY0014992,INV010077,BK010393,CU00666,2026-04-30,19962.0,Full,Bank Transfer,REF00014992,
PAY0014993,INV010078,BK010394,CU00587,2022-08-30,54187.0,Advance,Bank Transfer,REF00014993,Advance 50%
PAY0014994,INV010078,BK010394,CU00587,2022-09-06,54187.0,Final,Bank Transfer,REF00014994,Final settlement
PAY0014995,INV010079,BK010395,CU01657,2024-03-12,23483.0,Advance,Cash,REF00014995,Advance 50%
PAY0014996,INV010079,BK010395,CU01657,2024-03-19,23483.0,Final,Cash,REF00014996,Final settlement
PAY0014997,INV010080,BK010396,CU00914,2023-04-12,20500.0,Full,EasyPaisa,REF00014997,
PAY0014998,INV010081,BK010397,CU01365,2023-08-28,234633.0,Full,Card (POS),REF00014998,
PAY0014999,INV010082,BK010398,CU01755,2023-02-25,6822.0,Advance,Cash,REF00014999,Advance 20%
PAY0015000,INV010082,BK010398,CU01755,2023-03-04,27288.0,Final,Cash,REF00015000,Final settlement
PAY0015001,INV010083,BK010399,CU00945,2023-12-17,16934.0,Advance,JazzCash,REF00015001,Advance 50%
PAY0015002,INV010083,BK010399,CU00945,2023-12-24,16935.0,Final,JazzCash,REF00015002,Final settlement
PAY0015003,INV010084,BK010400,CU00488,2022-10-22,800242.0,Full,Cash,REF00015003,
PAY0015004,INV010085,BK010401,CU01236,2023-06-06,18384.0,Full,Bank Transfer,REF00015004,
PAY0015005,INV010086,BK010402,CU01462,2025-09-09,27486.0,Full,Cash,REF00015005,
PAY0015006,INV010087,BK010403,CU00500,2022-12-10,7033.0,Advance,Bank Transfer,REF00015006,Advance 20%
PAY0015007,INV010087,BK010403,CU00500,2022-12-17,28133.0,Final,Bank Transfer,REF00015007,Final settlement
PAY0015008,INV010088,BK010404,CU00066,2026-05-30,2807.0,Advance,Cash,REF00015008,Advance 20%
PAY0015009,INV010088,BK010404,CU00066,2026-06-06,11228.0,Final,Cash,REF00015009,Final settlement
PAY0015010,INV010089,BK010405,CU01617,2026-01-15,3346.0,Advance,Bank Transfer,REF00015010,Advance 20%
PAY0015011,INV010089,BK010405,CU01617,2026-01-22,13386.0,Final,Bank Transfer,REF00015011,Final settlement
PAY0015012,INV010090,BK010406,CU01865,2025-12-14,3610.0,Advance,Card (POS),REF00015012,Advance 20%
PAY0015013,INV010090,BK010406,CU01865,2025-12-21,14438.0,Final,Card (POS),REF00015013,Final settlement
PAY0015014,INV010091,BK010407,CU00515,2026-02-11,243591.0,Full,Cash,REF00015014,
PAY0015015,INV010092,BK010408,CU00511,2025-04-11,20892.0,Full,JazzCash,REF00015015,
PAY0015016,INV010093,BK010409,CU01591,2022-01-19,37739.0,Full,Cash,REF00015016,
PAY0015017,INV010094,BK010410,CU00517,2026-02-08,8589.0,Advance,EasyPaisa,REF00015017,Advance 20%
PAY0015018,INV010094,BK010410,CU00517,2026-02-15,34356.0,Final,EasyPaisa,REF00015018,Final settlement
PAY0015019,INV010095,BK010411,CU00510,2026-04-10,6238.0,Advance,Bank Transfer,REF00015019,Advance 50%
PAY0015020,INV010095,BK010411,CU00510,2026-04-17,6238.0,Final,Bank Transfer,REF00015020,Final settlement
PAY0015021,INV010096,BK010412,CU01522,2026-03-21,30951.0,Advance,JazzCash,REF00015021,Advance 20%
PAY0015022,INV010096,BK010412,CU01522,2026-03-28,123804.0,Final,JazzCash,REF00015022,Final settlement
PAY0015023,INV010097,BK010413,CU00169,2022-06-12,96593.0,Advance,Cash,REF00015023,Advance 50%
PAY0015024,INV010097,BK010413,CU00169,2022-06-19,96593.0,Final,Cash,REF00015024,Final settlement
PAY0015025,INV010098,BK010414,CU00776,2022-11-20,73573.0,Full,Bank Transfer,REF00015025,
PAY0015026,INV010099,BK010415,CU00602,2026-04-17,4244.0,Advance,Cash,REF00015026,Advance 50%
PAY0015027,INV010099,BK010415,CU00602,2026-04-24,4243.0,Final,Cash,REF00015027,Final settlement
PAY0015028,INV010100,BK010416,CU01067,2026-05-28,51372.0,Partial,Cash,REF00015028,
PAY0015029,INV010101,BK010417,CU01761,2024-08-09,3575.0,Full,Card (POS),REF00015029,
PAY0015030,INV010102,BK010418,CU00475,2026-05-07,133705.0,Full,EasyPaisa,REF00015030,
PAY0015031,INV010103,BK010419,CU01555,2026-01-16,64335.0,Advance,JazzCash,REF00015031,Advance 20%
PAY0015032,INV010103,BK010419,CU01555,2026-01-23,257341.0,Final,JazzCash,REF00015032,Final settlement
PAY0015033,INV010104,BK010420,CU01538,2025-04-25,3908.0,Advance,Bank Transfer,REF00015033,Advance 50%
PAY0015034,INV010105,BK010421,CU00812,2026-03-04,15396.0,Full,JazzCash,REF00015034,
PAY0015035,INV010106,BK010422,CU00279,2026-06-26,178145.0,Advance,Cash,REF00015035,Advance 20%
PAY0015036,INV010106,BK010422,CU00279,2026-07-03,712580.0,Final,Cash,REF00015036,Final settlement
PAY0015037,INV010107,BK010423,CU00497,2024-07-25,22313.0,Full,EasyPaisa,REF00015037,
PAY0015038,INV010108,BK010424,CU01458,2024-10-22,16808.0,Full,EasyPaisa,REF00015038,
PAY0015039,INV010109,BK010425,CU00224,2025-01-04,4228.0,Advance,Cash,REF00015039,Advance 20%
PAY0015040,INV010109,BK010425,CU00224,2025-01-11,16914.0,Final,Cash,REF00015040,Final settlement
PAY0015041,INV010110,BK010426,CU01587,2022-10-06,7646.0,Full,EasyPaisa,REF00015041,
PAY0015042,INV010111,BK010427,CU01416,2026-06-11,12976.0,Advance,JazzCash,REF00015042,Advance 50%
PAY0015043,INV010111,BK010427,CU01416,2026-06-18,12975.0,Final,JazzCash,REF00015043,Final settlement
PAY0015044,INV010112,BK010428,CU00373,2025-06-01,1743.0,Advance,Cash,REF00015044,Advance 20%
PAY0015045,INV010112,BK010428,CU00373,2025-06-08,6971.0,Final,Cash,REF00015045,Final settlement
PAY0015046,INV010113,BK010429,CU00003,2024-12-06,4629.0,Full,Cash,REF00015046,
PAY0015047,INV010114,BK010430,CU01245,2025-07-10,8271.0,Full,Cash,REF00015047,
PAY0015048,INV010115,BK010431,CU00382,2025-05-06,21790.0,Full,JazzCash,REF00015048,
PAY0015049,INV010116,BK010432,CU00465,2025-11-14,20581.0,Full,Bank Transfer,REF00015049,
PAY0015050,INV010117,BK010433,CU01187,2023-02-08,83662.0,Full,EasyPaisa,REF00015050,
PAY0015051,INV010118,BK010434,CU01659,2023-10-18,14015.0,Full,Card (POS),REF00015051,
PAY0015052,INV010119,BK010435,CU01257,2025-08-11,5814.0,Full,JazzCash,REF00015052,
PAY0015053,INV010120,BK010436,CU01330,2022-08-18,15261.0,Advance,JazzCash,REF00015053,Advance 20%
PAY0015054,INV010120,BK010436,CU01330,2022-08-25,61042.0,Final,JazzCash,REF00015054,Final settlement
PAY0015055,INV010121,BK010437,CU00206,2022-10-21,20487.0,Partial,EasyPaisa,REF00015055,
PAY0015056,INV010122,BK010438,CU01960,2026-02-21,30183.0,Full,JazzCash,REF00015056,
PAY0015057,INV010123,BK010439,CU00172,2025-12-21,4408.0,Advance,Cash,REF00015057,Advance 50%
PAY0015058,INV010123,BK010439,CU00172,2025-12-28,4409.0,Final,Cash,REF00015058,Final settlement
PAY0015059,INV010124,BK010440,CU00630,2022-07-15,24061.0,Full,Bank Transfer,REF00015059,
PAY0015060,INV010125,BK010441,CU01015,2025-06-20,59504.0,Full,JazzCash,REF00015060,
PAY0015061,INV010126,BK010442,CU01576,2025-03-13,121690.0,Full,Cash,REF00015061,
PAY0015062,INV010127,BK010443,CU01010,2026-03-17,6293.0,Full,JazzCash,REF00015062,
PAY0015063,INV010128,BK010444,CU01390,2023-09-16,19596.0,Advance,JazzCash,REF00015063,Advance 20%
PAY0015064,INV010128,BK010444,CU01390,2023-09-23,78385.0,Final,JazzCash,REF00015064,Final settlement
PAY0015065,INV010129,BK010445,CU01651,2026-02-18,109596.0,Full,EasyPaisa,REF00015065,
PAY0015066,INV010130,BK010446,CU00192,2025-12-04,16387.0,Full,EasyPaisa,REF00015066,
PAY0015067,INV010131,BK010447,CU01024,2024-06-09,39352.0,Partial,Bank Transfer,REF00015067,
PAY0015068,INV010132,BK010448,CU00795,2025-07-03,167879.0,Advance,JazzCash,REF00015068,Advance 50%
PAY0015069,INV010132,BK010448,CU00795,2025-07-10,167879.0,Final,JazzCash,REF00015069,Final settlement
PAY0015070,INV010133,BK010449,CU00018,2026-01-18,19416.0,Partial,Bank Transfer,REF00015070,
PAY0015071,INV010134,BK010450,CU01414,2023-04-08,23062.0,Full,JazzCash,REF00015071,
PAY0015072,INV010135,BK010451,CU00323,2023-02-08,13084.0,Full,Cash,REF00015072,
PAY0015073,INV010136,BK010452,CU01299,2025-02-20,72332.0,Full,JazzCash,REF00015073,
PAY0015074,INV010137,BK010453,CU00252,2024-10-05,26570.0,Full,EasyPaisa,REF00015074,
PAY0015075,INV010138,BK010454,CU01930,2025-10-28,4292.0,Advance,JazzCash,REF00015075,Advance 50%
PAY0015076,INV010138,BK010454,CU01930,2025-11-04,4293.0,Final,JazzCash,REF00015076,Final settlement
PAY0015077,INV010139,BK010455,CU00902,2026-06-11,68236.0,Full,Cash,REF00015077,
PAY0015078,INV010140,BK010456,CU01043,2026-02-28,21737.0,Full,Cash,REF00015078,
PAY0015079,INV010141,BK010457,CU01370,2023-01-02,3154.0,Advance,Cash,REF00015079,Advance 20%
PAY0015080,INV010141,BK010457,CU01370,2023-01-09,12616.0,Final,Cash,REF00015080,Final settlement
PAY0015081,INV010142,BK010458,CU00717,2024-10-10,35033.0,Advance,JazzCash,REF00015081,Advance 50%
PAY0015082,INV010142,BK010458,CU00717,2024-10-17,35033.0,Final,JazzCash,REF00015082,Final settlement
PAY0015083,INV010143,BK010459,CU00464,2026-01-18,21768.0,Advance,Cash,REF00015083,Advance 50%
PAY0015084,INV010143,BK010459,CU00464,2026-01-25,8898.0,Final,Cash,REF00015084,Final settlement
PAY0015085,INV010144,BK010460,CU01418,2022-03-20,15070.0,Full,EasyPaisa,REF00015085,
PAY0015086,INV010145,BK010461,CU00419,2023-12-20,33576.0,Advance,EasyPaisa,REF00015086,Advance 50%
PAY0015087,INV010145,BK010461,CU00419,2023-12-27,33575.0,Final,EasyPaisa,REF00015087,Final settlement
PAY0015088,INV010146,BK010462,CU00626,2022-06-28,2426.0,Advance,Cash,REF00015088,Advance 20%
PAY0015089,INV010146,BK010462,CU00626,2022-07-05,2390.0,Final,Cash,REF00015089,Final settlement
PAY0015090,INV010147,BK010463,CU01565,2024-10-02,19091.0,Full,Cash,REF00015090,
PAY0015091,INV010148,BK010464,CU00923,2025-01-13,15985.0,Full,Card (POS),REF00015091,
PAY0015092,INV010149,BK010465,CU01208,2024-07-07,17577.0,Advance,Cash,REF00015092,Advance 50%
PAY0015093,INV010149,BK010465,CU01208,2024-07-14,17577.0,Final,Cash,REF00015093,Final settlement
PAY0015094,INV010150,BK010466,CU00554,2026-06-25,16355.0,Full,JazzCash,REF00015094,
PAY0015095,INV010151,BK010467,CU00849,2026-01-10,18138.0,Partial,EasyPaisa,REF00015095,
PAY0015096,INV010152,BK010468,CU01520,2023-10-26,24201.0,Full,Bank Transfer,REF00015096,
PAY0015097,INV010153,BK010469,CU00356,2022-06-03,2633.0,Advance,Bank Transfer,REF00015097,Advance 20%
PAY0015098,INV010153,BK010469,CU00356,2022-06-10,10533.0,Final,Bank Transfer,REF00015098,Final settlement
PAY0015099,INV010154,BK010470,CU01550,2024-01-10,4332.0,Advance,Bank Transfer,REF00015099,Advance 20%
PAY0015100,INV010154,BK010470,CU01550,2024-01-17,17326.0,Final,Bank Transfer,REF00015100,Final settlement
PAY0015101,INV010155,BK010471,CU00873,2023-07-05,19071.0,Full,Bank Transfer,REF00015101,
PAY0015102,INV010156,BK010472,CU01342,2023-10-05,47703.0,Full,JazzCash,REF00015102,
PAY0015103,INV010157,BK010473,CU00374,2025-03-08,8819.0,Full,Bank Transfer,REF00015103,
PAY0015104,INV010158,BK010474,CU01769,2026-06-23,6579.0,Partial,Cash,REF00015104,
PAY0015105,INV010159,BK010475,CU00571,2024-12-05,1508.0,Advance,Cash,REF00015105,Advance 20%
PAY0015106,INV010159,BK010475,CU00571,2024-12-12,2531.0,Final,Cash,REF00015106,Final settlement
PAY0015107,INV010160,BK010476,CU00999,2026-05-10,47481.0,Full,Cash,REF00015107,
PAY0015108,INV010161,BK010477,CU00778,2025-08-30,49948.0,Advance,Cash,REF00015108,Advance 20%
PAY0015109,INV010161,BK010477,CU00778,2025-09-06,100072.0,Final,Cash,REF00015109,Final settlement
PAY0015110,INV010162,BK010478,CU01370,2025-08-06,5398.0,Advance,EasyPaisa,REF00015110,Advance 50%
PAY0015111,INV010162,BK010478,CU01370,2025-08-13,4110.0,Final,EasyPaisa,REF00015111,Final settlement
PAY0015112,INV010163,BK010479,CU00351,2026-05-04,43803.0,Full,Bank Transfer,REF00015112,
PAY0015113,INV010164,BK010480,CU00875,2023-07-25,21295.0,Full,Bank Transfer,REF00015113,
PAY0015114,INV010165,BK010481,CU00040,2026-06-04,16936.0,Advance,EasyPaisa,REF00015114,Advance 20%
PAY0015115,INV010165,BK010481,CU00040,2026-06-11,67746.0,Final,EasyPaisa,REF00015115,Final settlement
PAY0015116,INV010166,BK010482,CU01759,2025-03-30,645329.0,Full,EasyPaisa,REF00015116,
PAY0015117,INV010167,BK010483,CU00343,2026-05-08,3580.0,Advance,JazzCash,REF00015117,Advance 20%
PAY0015118,INV010167,BK010483,CU00343,2026-05-15,14321.0,Final,JazzCash,REF00015118,Final settlement
PAY0015119,INV010168,BK010484,CU00068,2023-06-12,126188.0,Full,Cash,REF00015119,
PAY0015120,INV010169,BK010485,CU01310,2022-04-25,16040.0,Full,JazzCash,REF00015120,
PAY0015121,INV010170,BK010486,CU01822,2024-05-24,13348.0,Full,EasyPaisa,REF00015121,
PAY0015122,INV010171,BK010487,CU00107,2024-02-16,51990.0,Full,Cash,REF00015122,
PAY0015123,INV010172,BK010488,CU01418,2026-01-22,25371.0,Full,JazzCash,REF00015123,
PAY0015124,INV010173,BK010490,CU01330,2022-03-28,11245.0,Full,JazzCash,REF00015124,
PAY0015125,INV010174,BK010491,CU00394,2022-08-25,14348.0,Partial,Bank Transfer,REF00015125,
PAY0015126,INV010175,BK010492,CU00927,2024-05-18,19904.0,Partial,JazzCash,REF00015126,
PAY0015127,INV010176,BK010493,CU01805,2024-02-17,12692.0,Advance,EasyPaisa,REF00015127,Advance 50%
PAY0015128,INV010176,BK010493,CU01805,2024-02-24,7009.0,Final,EasyPaisa,REF00015128,Final settlement
PAY0015129,INV010177,BK010494,CU01160,2024-06-10,14815.0,Full,Cash,REF00015129,
PAY0015130,INV010178,BK010495,CU01323,2023-04-22,22289.0,Full,EasyPaisa,REF00015130,
PAY0015131,INV010179,BK010496,CU01627,2022-07-12,7052.0,Advance,Cash,REF00015131,Advance 50%
PAY0015132,INV010179,BK010496,CU01627,2022-07-19,7051.0,Final,Cash,REF00015132,Final settlement
PAY0015133,INV010180,BK010498,CU01563,2026-01-04,35215.0,Full,Bank Transfer,REF00015133,
PAY0015134,INV010181,BK010499,CU00495,2026-03-05,60361.0,Full,Cash,REF00015134,
PAY0015135,INV010182,BK010500,CU00405,2025-05-19,46231.0,Full,Bank Transfer,REF00015135,
PAY0015136,INV010183,BK010501,CU01992,2023-12-18,1532.0,Advance,JazzCash,REF00015136,Advance 20%
PAY0015137,INV010183,BK010501,CU01992,2023-12-25,6129.0,Final,JazzCash,REF00015137,Final settlement
PAY0015138,INV010184,BK010502,CU01484,2023-12-01,9985.0,Advance,Card (POS),REF00015138,Advance 20%
PAY0015139,INV010184,BK010502,CU01484,2023-12-08,39938.0,Final,Card (POS),REF00015139,Final settlement
PAY0015140,INV010185,BK010503,CU01235,2024-05-23,83494.0,Full,Cash,REF00015140,
PAY0015141,INV010186,BK010504,CU01067,2023-07-06,19974.0,Full,Cash,REF00015141,
PAY0015142,INV010187,BK010506,CU00985,2024-12-22,2737.0,Advance,Bank Transfer,REF00015142,Advance 50%
PAY0015143,INV010187,BK010506,CU00985,2024-12-29,2737.0,Final,Bank Transfer,REF00015143,Final settlement
PAY0015144,INV010188,BK010507,CU01024,2024-06-23,5136.0,Full,Cash,REF00015144,
PAY0015145,INV010189,BK010508,CU01515,2025-06-30,38678.0,Full,Card (POS),REF00015145,
PAY0015146,INV010190,BK010509,CU01431,2022-05-07,2756.0,Advance,JazzCash,REF00015146,Advance 20%
PAY0015147,INV010190,BK010509,CU01431,2022-05-14,11025.0,Final,JazzCash,REF00015147,Final settlement
PAY0015148,INV010191,BK010510,CU01143,2026-03-30,143002.0,Full,EasyPaisa,REF00015148,
PAY0015149,INV010192,BK010511,CU01297,2022-01-13,1142.0,Advance,Cash,REF00015149,Advance 20%
PAY0015150,INV010192,BK010511,CU01297,2022-01-20,4567.0,Final,Cash,REF00015150,Final settlement
PAY0015151,INV010193,BK010512,CU01405,2023-05-14,25577.0,Full,Cash,REF00015151,
PAY0015152,INV010194,BK010513,CU01376,2025-11-23,22454.0,Full,Cash,REF00015152,
PAY0015153,INV010195,BK010514,CU00415,2025-09-17,2916.0,Advance,EasyPaisa,REF00015153,Advance 20%
PAY0015154,INV010195,BK010514,CU00415,2025-09-24,11666.0,Final,EasyPaisa,REF00015154,Final settlement
PAY0015155,INV010196,BK010515,CU00546,2022-09-21,38589.0,Advance,Card (POS),REF00015155,Advance 50%
PAY0015156,INV010196,BK010515,CU00546,2022-09-28,38589.0,Final,Card (POS),REF00015156,Final settlement
PAY0015157,INV010197,BK010516,CU01080,2024-06-09,8801.0,Advance,JazzCash,REF00015157,Advance 20%
PAY0015158,INV010197,BK010516,CU01080,2024-06-16,35204.0,Final,JazzCash,REF00015158,Final settlement
PAY0015159,INV010198,BK010517,CU00114,2023-07-04,8522.0,Full,Cash,REF00015159,
PAY0015160,INV010199,BK010518,CU01393,2026-05-22,10577.0,Advance,EasyPaisa,REF00015160,Advance 20%
PAY0015161,INV010199,BK010518,CU01393,2026-05-29,42308.0,Final,EasyPaisa,REF00015161,Final settlement
PAY0015162,INV010200,BK010519,CU00693,2026-02-09,43408.0,Full,JazzCash,REF00015162,
PAY0015163,INV010201,BK010520,CU00639,2026-05-28,16468.0,Full,Cash,REF00015163,
PAY0015164,INV010202,BK010521,CU00892,2025-01-29,3656.0,Advance,EasyPaisa,REF00015164,Advance 50%
PAY0015165,INV010202,BK010521,CU00892,2025-02-05,3655.0,Final,EasyPaisa,REF00015165,Final settlement
PAY0015166,INV010203,BK010522,CU00897,2025-06-30,21240.0,Advance,EasyPaisa,REF00015166,Advance 20%
PAY0015167,INV010203,BK010522,CU00897,2025-07-07,84960.0,Final,EasyPaisa,REF00015167,Final settlement
PAY0015168,INV010204,BK010523,CU01134,2025-08-20,2735.0,Advance,Cash,REF00015168,Advance 20%
PAY0015169,INV010204,BK010523,CU01134,2025-08-27,1173.0,Final,Cash,REF00015169,Final settlement
PAY0015170,INV010205,BK010524,CU00419,2022-12-23,1644.0,Advance,JazzCash,REF00015170,Advance 20%
PAY0015171,INV010205,BK010524,CU00419,2022-12-30,6578.0,Final,JazzCash,REF00015171,Final settlement
PAY0015172,INV010206,BK010525,CU01621,2023-04-12,3203.0,Advance,Cash,REF00015172,Advance 20%
PAY0015173,INV010206,BK010525,CU01621,2023-04-19,12814.0,Final,Cash,REF00015173,Final settlement
PAY0015174,INV010207,BK010526,CU01557,2024-10-04,1602.0,Advance,JazzCash,REF00015174,Advance 50%
PAY0015175,INV010207,BK010526,CU01557,2024-10-11,1602.0,Final,JazzCash,REF00015175,Final settlement
PAY0015176,INV010208,BK010527,CU00294,2023-08-29,23033.0,Full,Bank Transfer,REF00015176,
PAY0015177,INV010209,BK010528,CU00440,2023-10-18,37958.0,Advance,Bank Transfer,REF00015177,Advance 50%
PAY0015178,INV010209,BK010528,CU00440,2023-10-25,37957.0,Final,Bank Transfer,REF00015178,Final settlement
PAY0015179,INV010210,BK010529,CU01403,2022-12-08,40298.0,Full,Cash,REF00015179,
PAY0015180,INV010211,BK010530,CU01606,2024-07-01,16484.0,Full,Bank Transfer,REF00015180,
