line_id,invoice_id,charge_type,description,qty,unit_price,amount_pkr
LI0020393,INV010048,Surcharge,Outstation Surcharge,1.0,2000.0,2000.0
LI0020394,INV010049,Base Rental Fare,Airport Transfer – 0.41 day(s),0.41,15368.29268292683,6301.0
LI0020395,INV010049,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020396,INV010049,Surcharge,Outstation Surcharge,1.0,4000.0,4000.0
LI0020397,INV010049,Surcharge,Waiting Charges,1.0,3000.0,3000.0
LI0020398,INV010050,Base Rental Fare,City Ride – 0.81 day(s),0.81,6618.518518518518,5361.0
LI0020399,INV010051,Base Rental Fare,Airport Transfer – 0.24 day(s),0.24,183241.6666666667,43978.0
LI0020400,INV010051,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0020401,INV010052,Base Rental Fare,City Ride – 0.67 day(s),0.67,32341.791044776117,21669.0
LI0020402,INV010052,Discount,Promotional / Loyalty Discount,1.0,-1763.0,-1763.0
LI0020403,INV010053,Base Rental Fare,City Ride – 0.99 day(s),0.99,108384.84848484848,107301.0
LI0020404,INV010054,Base Rental Fare,Corporate – 1.43 day(s),1.43,7111.888111888112,10170.0
LI0020405,INV010054,Surcharge,Waiting Charges,1.0,1500.0,1500.0
LI0020406,INV010054,Surcharge,Peak Season Premium,1.0,3000.0,3000.0
LI0020407,INV010055,Base Rental Fare,Tourism / Northern Areas – 5.7 day(s),5.7,14726.842105263157,83943.0
LI0020408,INV010055,Surcharge,Extra Hours,1.0,1000.0,1000.0
LI0020409,INV010056,Base Rental Fare,Intercity – 2.65 day(s),2.65,29572.830188679247,78368.0
LI0020410,INV010056,Surcharge,Outstation Surcharge,1.0,1500.0,1500.0
LI0020411,INV010057,Base Rental Fare,Wedding – 1.92 day(s),1.92,11702.604166666668,22469.0
LI0020412,INV010058,Base Rental Fare,City Ride – 0.96 day(s),0.96,6377.083333333334,6122.0
LI0020413,INV010058,Surcharge,Night Surcharge,1.0,612.0,612.0
LI0020414,INV010059,Base Rental Fare,Intercity – 2.71 day(s),2.71,9001.107011070111,24393.0
LI0020415,INV010059,Surcharge,Peak Season Premium,1.0,2000.0,2000.0
LI0020416,INV010060,Base Rental Fare,Airport Transfer – 0.23 day(s),0.23,26708.695652173912,6143.0
LI0020417,INV010060,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020418,INV010060,Surcharge,Night Surcharge,1.0,614.0,614.0
LI0020419,INV010060,Discount,Promotional / Loyalty Discount,1.0,-1397.0,-1397.0
LI0020420,INV010061,Base Rental Fare,Intercity – 2.6 day(s),2.6,106723.46153846153,277481.0
LI0020421,INV010061,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020422,INV010062,Base Rental Fare,Intercity – 2.43 day(s),2.43,13727.572016460905,33358.0
LI0020423,INV010063,Base Rental Fare,City Ride – 0.53 day(s),0.53,36943.39622641509,19580.0
LI0020424,INV010063,Surcharge,Night Surcharge,1.0,1958.0,1958.0
LI0020425,INV010063,Surcharge,Outstation Surcharge,1.0,2500.0,2500.0
LI0020426,INV010064,Base Rental Fare,Wedding – 2.04 day(s),2.04,2460.78431372549,5020.0
LI0020427,INV010064,Surcharge,Toll Charges,1.0,2000.0,2000.0
LI0020428,INV010064,Surcharge,Outstation Surcharge,1.0,1000.0,1000.0
LI0020429,INV010065,Base Rental Fare,City Ride – 0.61 day(s),0.61,12401.639344262296,7565.0
LI0020430,INV010065,Surcharge,Toll Charges,1.0,2500.0,2500.0
LI0020431,INV010066,Base Rental Fare,Intercity – 2.02 day(s),2.02,19274.752475247526,38935.0
LI0020432,INV010067,Base Rental Fare,Airport Transfer – 0.46 day(s),0.46,7360.869565217391,3386.0
LI0020433,INV010067,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0020434,INV010068,Base Rental Fare,Airport Transfer – 0.28 day(s),0.28,18071.42857142857,5060.0
LI0020435,INV010068,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020436,INV010069,Base Rental Fare,Event – 1.53 day(s),1.53,39139.86928104575,59884.0
LI0020437,INV010070,Base Rental Fare,City Ride – 0.85 day(s),0.85,35578.82352941176,30242.0
LI0020438,INV010070,Surcharge,Peak Season Premium,1.0,4000.0,4000.0
LI0020439,INV010070,Surcharge,Extra Hours,1.0,2000.0,2000.0
LI0020440,INV010071,Base Rental Fare,Corporate – 4.04 day(s),4.04,3769.059405940594,15227.0
LI0020441,INV010072,Base Rental Fare,Corporate – 4.38 day(s),4.38,40873.74429223745,179027.0
LI0020442,INV010073,Base Rental Fare,Intercity – 2.71 day(s),2.71,46121.77121771218,124990.0
LI0020443,INV010073,Surcharge,Outstation Surcharge,1.0,4000.0,4000.0
LI0020444,INV010074,Base Rental Fare,Airport Transfer – 0.15 day(s),0.15,7500.0,1125.0
LI0020445,INV010074,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020446,INV010075,Base Rental Fare,Corporate – 5.04 day(s),5.04,17918.055555555555,90307.0
LI0020447,INV010075,Surcharge,Night Surcharge,1.0,9031.0,9031.0
LI0020448,INV010075,Surcharge,Fuel Surcharge,1.0,4000.0,4000.0
LI0020449,INV010076,Base Rental Fare,Airport Transfer – 0.37 day(s),0.37,55705.40540540541,20611.0
LI0020450,INV010076,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020451,INV010077,Base Rental Fare,Corporate – 1.79 day(s),1.79,10283.798882681564,18408.0
LI0020452,INV010078,Base Rental Fare,Intercity – 1.87 day(s),1.87,57652.94117647059,107811.0
LI0020453,INV010079,Base Rental Fare,Intercity – 2.57 day(s),2.57,18274.708171206228,46966.0
LI0020454,INV010080,Base Rental Fare,Intercity – 2.89 day(s),2.89,7042.906574394463,20354.0
LI0020455,INV010080,Surcharge,Night Surcharge,1.0,2035.0,2035.0
LI0020456,INV010080,Surcharge,Peak Season Premium,1.0,1000.0,1000.0
LI0020457,INV010080,Discount,Promotional / Loyalty Discount,1.0,-4650.0,-4650.0
LI0020458,INV010081,Base Rental Fare,Monthly Contract – 31.99 day(s),31.99,7334.5733041575495,234633.0
LI0020459,INV010082,Base Rental Fare,Corporate – 4.22 day(s),4.22,7931.279620853081,33470.0
LI0020460,INV010083,Base Rental Fare,Corporate – 2.4 day(s),2.4,13160.833333333334,31586.0
LI0020461,INV010084,Base Rental Fare,Corporate – 3.33 day(s),3.33,239997.5975975976,799192.0
LI0020462,INV010085,Base Rental Fare,Airport Transfer – 0.4 day(s),0.4,30952.5,12381.0
LI0020463,INV010085,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0020464,INV010086,Base Rental Fare,City Ride – 0.71 day(s),0.71,35092.957746478874,24916.0
LI0020465,INV010087,Base Rental Fare,City Ride – 0.96 day(s),0.96,32661.458333333336,31355.0
LI0020466,INV010087,Surcharge,Peak Season Premium,1.0,1000.0,1000.0
LI0020467,INV010088,Base Rental Fare,Corporate – 1.95 day(s),1.95,8043.589743589744,15685.0
LI0020468,INV010088,Discount,Promotional / Loyalty Discount,1.0,-2435.0,-2435.0
LI0020469,INV010089,Base Rental Fare,Wedding – 1.14 day(s),1.14,7151.754385964913,8153.0
LI0020470,INV010089,Surcharge,Night Surcharge,1.0,2000.0,2000.0
LI0020471,INV010089,Surcharge,Extra Hours,1.0,5000.0,5000.0
LI0020472,INV010090,Base Rental Fare,Intercity – 1.39 day(s),1.39,10751.079136690649,14944.0
LI0020473,INV010090,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020474,INV010090,Discount,Promotional / Loyalty Discount,1.0,-896.0,-896.0
LI0020475,INV010091,Base Rental Fare,Monthly Contract – 31.33 day(s),31.33,7489.083945100543,234633.0
LI0020476,INV010091,Surcharge,Peak Season Premium,1.0,3000.0,3000.0
LI0020477,INV010091,Surcharge,Extra Hours,1.0,3000.0,3000.0
LI0020478,INV010092,Base Rental Fare,Airport Transfer – 0.36 day(s),0.36,44419.444444444445,15991.0
LI0020479,INV010092,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020480,INV010093,Base Rental Fare,Airport Transfer – 0.21 day(s),0.21,154495.2380952381,32444.0
LI0020481,INV010093,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020482,INV010094,Base Rental Fare,City Ride – 0.9 day(s),0.9,59186.666666666664,53268.0
LI0020483,INV010094,Surcharge,Toll Charges,1.0,2500.0,2500.0
LI0020484,INV010094,Discount,Promotional / Loyalty Discount,1.0,-12823.0,-12823.0
LI0020485,INV010095,Base Rental Fare,Airport Transfer – 0.34 day(s),0.34,24782.35294117647,8426.0
LI0020486,INV010095,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0020487,INV010096,Base Rental Fare,City Ride – 0.94 day(s),0.94,162300.0,152562.0
LI0020488,INV010096,Surcharge,Night Surcharge,1.0,1500.0,1500.0
LI0020489,INV010097,Base Rental Fare,Tourism / Northern Areas – 7.3 day(s),7.3,25253.287671232876,184349.0
LI0020490,INV010097,Surcharge,Fuel Surcharge,1.0,4000.0,4000.0
LI0020491,INV010097,Surcharge,Night Surcharge,1.0,2500.0,2500.0
LI0020492,INV010098,Base Rental Fare,Tourism / Northern Areas – 8.4 day(s),8.4,8259.761904761905,69382.0
LI0020493,INV010098,Surcharge,Night Surcharge,1.0,6938.0,6938.0
LI0020494,INV010098,Discount,Promotional / Loyalty Discount,1.0,-4142.0,-4142.0
LI0020495,INV010099,Base Rental Fare,Airport Transfer – 0.32 day(s),0.32,14021.875,4487.0
LI0020496,INV010099,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020497,INV010100,Base Rental Fare,City Ride – 0.73 day(s),0.73,153360.27397260274,111953.0
LI0020498,INV010100,Surcharge,Extra KM,1.0,2000.0,2000.0
LI0020499,INV010101,Base Rental Fare,City Ride – 0.85 day(s),0.85,169.41176470588235,144.0
LI0020500,INV010101,Surcharge,Fuel Surcharge,1.0,2500.0,2500.0
LI0020501,INV010102,Base Rental Fare,Corporate – 6.33 day(s),6.33,20535.071090047393,129987.0
LI0020502,INV010102,Surcharge,Waiting Charges,1.0,2500.0,2500.0
LI0020503,INV010103,Base Rental Fare,Monthly Contract – 28.28 day(s),28.28,10289.851485148514,290997.0
LI0020504,INV010103,Surcharge,Night Surcharge,1.0,29100.0,29100.0
LI0020505,INV010104,Base Rental Fare,City Ride – 0.33 day(s),0.33,6354.545454545454,2097.0
LI0020506,INV010104,Surcharge,Security Deposit,1.0,5000.0,5000.0
LI0020507,INV010104,Discount,Promotional / Loyalty Discount,1.0,-264.0,-264.0
LI0020508,INV010105,Base Rental Fare,City Ride – 0.9 day(s),0.9,17106.666666666668,15396.0
LI0020509,INV010106,Base Rental Fare,Corporate – 5.73 day(s),5.73,155025.47993019197,888296.0
LI0020510,INV010107,Base Rental Fare,Intercity – 1.0 day(s),1.0,19681.0,19681.0
LI0020511,INV010107,Surcharge,Extra KM,1.0,1000.0,1000.0
LI0020512,INV010108,Base Rental Fare,City Ride – 0.89 day(s),0.89,18176.404494382023,16177.0
LI0020513,INV010109,Base Rental Fare,Wedding – 2.67 day(s),2.67,7368.539325842697,19674.0
LI0020514,INV010110,Base Rental Fare,City Ride – 0.87 day(s),0.87,7989.6551724137935,6951.0
LI0020515,INV010110,Surcharge,Night Surcharge,1.0,695.0,695.0
LI0020516,INV010111,Base Rental Fare,Airport Transfer – 0.46 day(s),0.46,43665.217391304344,20086.0
LI0020517,INV010111,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0020518,INV010112,Base Rental Fare,City Ride – 0.87 day(s),0.87,8818.3908045977,7672.0
LI0020519,INV010113,Base Rental Fare,Corporate – 6.75 day(s),6.75,349.77777777777777,2361.0
LI0020520,INV010113,Surcharge,Extra KM,1.0,1000.0,1000.0
LI0020521,INV010114,Base Rental Fare,Corporate – 1.57 day(s),1.57,2843.949044585987,4465.0
LI0020522,INV010114,Surcharge,Night Surcharge,1.0,446.0,446.0
LI0020523,INV010114,Surcharge,Airport Pickup/Drop,1.0,500.0,500.0
LI0020524,INV010115,Base Rental Fare,Tourism / Northern Areas – 9.33 day(s),9.33,1899.0353697749197,17718.0
LI0020525,INV010115,Surcharge,Extra KM,1.0,2000.0,2000.0
LI0020526,INV010116,Base Rental Fare,Airport Transfer – 0.28 day(s),0.28,52078.57142857142,14582.0
LI0020527,INV010116,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020528,INV010117,Base Rental Fare,Corporate – 2.2 day(s),2.2,35380.0,77836.0
LI0020529,INV010117,Surcharge,Extra Hours,1.0,3000.0,3000.0
LI0020530,INV010118,Base Rental Fare,City Ride – 0.96 day(s),0.96,12047.916666666668,11566.0
LI0020531,INV010119,Base Rental Fare,City Ride – 0.62 day(s),0.62,3903.225806451613,2420.0
LI0020532,INV010119,Surcharge,Extra Hours,1.0,500.0,500.0
LI0020533,INV010120,Base Rental Fare,Tourism / Northern Areas – 7.25 day(s),7.25,12567.586206896553,91115.0
LI0020534,INV010120,Surcharge,Airport Pickup/Drop,1.0,500.0,500.0
LI0020535,INV010120,Discount,Promotional / Loyalty Discount,1.0,-18086.0,-18086.0
LI0020536,INV010121,Base Rental Fare,Intercity – 2.15 day(s),2.15,13636.744186046511,29319.0
LI0020537,INV010122,Base Rental Fare,Intercity – 1.78 day(s),1.78,11042.134831460675,19655.0
LI0020538,INV010122,Surcharge,Night Surcharge,1.0,1966.0,1966.0
LI0020539,INV010122,Surcharge,Extra Hours,1.0,5000.0,5000.0
LI0020540,INV010122,Surcharge,Fuel Surcharge,1.0,1500.0,1500.0
LI0020541,INV010123,Base Rental Fare,City Ride – 0.91 day(s),0.91,8807.692307692307,8015.0
LI0020542,INV010123,Surcharge,Night Surcharge,1.0,802.0,802.0
LI0020543,INV010124,Base Rental Fare,City Ride – 0.97 day(s),0.97,19289.690721649484,18711.0
LI0020544,INV010124,Surcharge,Night Surcharge,1.0,1871.0,1871.0
LI0020545,INV010124,Surcharge,Extra Hours,1.0,1000.0,1000.0
LI0020546,INV010125,Base Rental Fare,Airport Transfer – 0.19 day(s),0.19,282421.05263157893,53660.0
LI0020547,INV010125,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020548,INV010125,Surcharge,Extra Hours,1.0,500.0,500.0
LI0020549,INV010126,Base Rental Fare,Intercity – 1.76 day(s),1.76,68790.90909090909,121072.0
LI0020550,INV010127,Base Rental Fare,Wedding – 1.23 day(s),1.23,5116.260162601626,6293.0
LI0020551,INV010128,Base Rental Fare,Corporate – 1.06 day(s),1.06,92434.90566037735,97981.0
LI0020552,INV010129,Base Rental Fare,Corporate – 3.77 day(s),3.77,32047.745358090186,120820.0
LI0020553,INV010129,Discount,Promotional / Loyalty Discount,1.0,-13171.0,-13171.0
LI0020554,INV010130,Base Rental Fare,City Ride – 0.43 day(s),0.43,38109.3023255814,16387.0
LI0020555,INV010131,Base Rental Fare,Intercity – 2.66 day(s),2.66,25722.932330827065,68423.0
LI0020556,INV010132,Base Rental Fare,Monthly Contract – 33.12 day(s),33.12,11196.829710144928,370839.0
LI0020557,INV010132,Surcharge,Night Surcharge,1.0,37084.0,37084.0
LI0020558,INV010132,Discount,Promotional / Loyalty Discount,1.0,-72165.0,-72165.0
LI0020559,INV010133,Base Rental Fare,Corporate – 1.95 day(s),1.95,35848.71794871795,69905.0
LI0020560,INV010133,Surcharge,Extra Hours,1.0,1000.0,1000.0
LI0020561,INV010134,Base Rental Fare,Airport Transfer – 0.19 day(s),0.19,78189.47368421052,14856.0
LI0020562,INV010134,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020563,INV010134,Surcharge,Airport Pickup/Drop,1.0,2500.0,2500.0
LI0020564,INV010135,Base Rental Fare,Airport Transfer – 0.2 day(s),0.2,38315.0,7663.0
LI0020565,INV010135,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0020566,INV010136,Base Rental Fare,Intercity – 2.56 day(s),2.56,23746.875,60792.0
LI0020567,INV010136,Surcharge,Extra Hours,1.0,5000.0,5000.0
LI0020568,INV010136,Surcharge,Extra KM,1.0,5000.0,5000.0
LI0020569,INV010137,Base Rental Fare,Corporate – 6.36 day(s),6.36,4474.6855345911945,28459.0
LI0020570,INV010137,Discount,Promotional / Loyalty Discount,1.0,-1889.0,-1889.0
LI0020571,INV010138,Base Rental Fare,Airport Transfer – 0.43 day(s),0.43,2651.1627906976746,1140.0
LI0020572,INV010138,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020573,INV010138,Surcharge,Security Deposit,1.0,2500.0,2500.0
LI0020574,INV010139,Base Rental Fare,Corporate – 3.84 day(s),3.84,17609.895833333336,67622.0
LI0020575,INV010140,Base Rental Fare,Intercity – 1.68 day(s),1.68,10582.142857142857,17778.0
LI0020576,INV010140,Surcharge,Night Surcharge,1.0,1778.0,1778.0
LI0020577,INV010141,Base Rental Fare,City Ride – 0.38 day(s),0.38,34321.05263157895,13042.0
LI0020578,INV010141,Surcharge,Toll Charges,1.0,500.0,500.0
LI0020579,INV010142,Base Rental Fare,City Ride – 0.9 day(s),0.9,77851.11111111111,70066.0
LI0020580,INV010143,Base Rental Fare,Airport Transfer – 0.32 day(s),0.32,121987.5,39036.0
LI0020581,INV010143,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020582,INV010144,Base Rental Fare,City Ride – 0.57 day(s),0.57,17666.666666666668,10070.0
LI0020583,INV010144,Surcharge,Outstation Surcharge,1.0,5000.0,5000.0
LI0020584,INV010145,Base Rental Fare,City Ride – 0.35 day(s),0.35,161500.0,56525.0
LI0020585,INV010145,Surcharge,Peak Season Premium,1.0,5000.0,5000.0
LI0020586,INV010145,Surcharge,Waiting Charges,1.0,5000.0,5000.0
LI0020587,INV010146,Base Rental Fare,City Ride – 0.44 day(s),0.44,21884.090909090908,9629.0
LI0020588,INV010146,Surcharge,Toll Charges,1.0,2500.0,2500.0
LI0020589,INV010147,Base Rental Fare,Airport Transfer – 0.35 day(s),0.35,27845.714285714286,9746.0
LI0020590,INV010147,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0020591,INV010147,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020592,INV010148,Base Rental Fare,City Ride – 0.91 day(s),0.91,15917.582417582416,14485.0
LI0020593,INV010148,Surcharge,Security Deposit,1.0,1500.0,1500.0
LI0020594,INV010149,Base Rental Fare,Intercity – 1.9 day(s),1.9,16620.0,31578.0
LI0020595,INV010149,Surcharge,Outstation Surcharge,1.0,1000.0,1000.0
LI0020596,INV010150,Base Rental Fare,City Ride – 0.65 day(s),0.65,23523.076923076922,15290.0
LI0020597,INV010151,Base Rental Fare,City Ride – 0.5 day(s),0.5,121360.0,60680.0
LI0020598,INV010151,Surcharge,Night Surcharge,1.0,6068.0,6068.0
LI0020599,INV010152,Base Rental Fare,Corporate – 1.47 day(s),1.47,16031.292517006803,23566.0
LI0020600,INV010153,Base Rental Fare,Airport Transfer – 0.35 day(s),0.35,23274.285714285717,8146.0
LI0020601,INV010153,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020602,INV010154,Base Rental Fare,Intercity – 1.45 day(s),1.45,15630.344827586207,22664.0
LI0020603,INV010154,Surcharge,Waiting Charges,1.0,1000.0,1000.0
LI0020604,INV010154,Discount,Promotional / Loyalty Discount,1.0,-3202.0,-3202.0
LI0020605,INV010155,Base Rental Fare,Airport Transfer – 0.39 day(s),0.39,25102.5641025641,9790.0
LI0020606,INV010155,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020607,INV010155,Surcharge,Night Surcharge,1.0,979.0,979.0
LI0020608,INV010155,Surcharge,Airport Pickup/Drop,1.0,1000.0,1000.0
LI0020609,INV010156,Base Rental Fare,Corporate – 3.24 day(s),3.24,16885.8024691358,54710.0
LI0020610,INV010156,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020611,INV010156,Discount,Promotional / Loyalty Discount,1.0,-13536.0,-13536.0
LI0020612,INV010157,Base Rental Fare,City Ride – 0.95 day(s),0.95,8873.684210526317,8430.0
LI0020613,INV010157,Discount,Promotional / Loyalty Discount,1.0,-713.0,-713.0
LI0020614,INV010158,Base Rental Fare,Airport Transfer – 0.11 day(s),0.11,34136.36363636364,3755.0
LI0020615,INV010158,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020616,INV010158,Surcharge,Airport Pickup/Drop,1.0,2000.0,2000.0
LI0020617,INV010158,Discount,Promotional / Loyalty Discount,1.0,-824.0,-824.0
LI0020618,INV010159,Base Rental Fare,Corporate – 3.89 day(s),3.89,1269.1516709511568,4937.0
LI0020619,INV010159,Surcharge,Fuel Surcharge,1.0,1500.0,1500.0
LI0020620,INV010159,Discount,Promotional / Loyalty Discount,1.0,-476.0,-476.0
LI0020621,INV010160,Base Rental Fare,Airport Transfer – 0.49 day(s),0.49,82614.28571428571,40481.0
LI0020622,INV010160,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020623,INV010160,Surcharge,Extra Hours,1.0,3000.0,3000.0
LI0020624,INV010161,Base Rental Fare,Event – 1.8 day(s),1.8,138078.33333333334,248541.0
LI0020625,INV010162,Base Rental Fare,Airport Transfer – 0.22 day(s),0.22,10327.272727272728,2272.0
LI0020626,INV010162,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020627,INV010162,Surcharge,Night Surcharge,1.0,3000.0,3000.0
LI0020628,INV010163,Base Rental Fare,Wedding – 2.12 day(s),2.12,18005.66037735849,38172.0
LI0020629,INV010163,Surcharge,Extra KM,1.0,5000.0,5000.0
LI0020630,INV010164,Base Rental Fare,Tourism / Northern Areas – 7.09 day(s),7.09,2643.3004231311706,18741.0
LI0020631,INV010165,Base Rental Fare,Airport Transfer – 0.27 day(s),0.27,291000.0,78570.0
LI0020632,INV010165,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0020633,INV010166,Base Rental Fare,Monthly Contract – 28.33 day(s),28.33,22680.44475820685,642537.0
LI0020634,INV010167,Base Rental Fare,Wedding – 1.68 day(s),1.68,12508.333333333334,21014.0
LI0020635,INV010167,Surcharge,Night Surcharge,1.0,2101.0,2101.0
LI0020636,INV010167,Discount,Promotional / Loyalty Discount,1.0,-5214.0,-5214.0
LI0020637,INV010168,Base Rental Fare,Monthly Contract – 33.95 day(s),33.95,4675.670103092783,158739.0
LI0020638,INV010168,Discount,Promotional / Loyalty Discount,1.0,-33529.0,-33529.0
LI0020639,INV010169,Base Rental Fare,City Ride – 0.44 day(s),0.44,16854.545454545456,7416.0
LI0020640,INV010169,Surcharge,Fuel Surcharge,1.0,1000.0,1000.0
LI0020641,INV010169,Surcharge,Fuel Surcharge,1.0,5000.0,5000.0
LI0020642,INV010170,Base Rental Fare,Intercity – 1.64 day(s),1.64,7992.073170731708,13107.0
LI0020643,INV010170,Discount,Promotional / Loyalty Discount,1.0,-1608.0,-1608.0
LI0020644,INV010171,Base Rental Fare,Corporate – 1.17 day(s),1.17,42678.632478632484,49934.0
LI0020645,INV010172,Base Rental Fare,Airport Transfer – 0.31 day(s),0.31,67325.80645161291,20871.0
LI0020646,INV010172,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020647,INV010172,Surcharge,Outstation Surcharge,1.0,500.0,500.0
LI0020648,INV010173,Base Rental Fare,Intercity – 2.85 day(s),2.85,1260.0,3591.0
LI0020649,INV010173,Surcharge,Airport Pickup/Drop,1.0,5000.0,5000.0
LI0020650,INV010174,Base Rental Fare,Wedding – 2.44 day(s),2.44,7820.491803278689,19082.0
LI0020651,INV010174,Surcharge,Outstation Surcharge,1.0,3000.0,3000.0
LI0020652,INV010175,Base Rental Fare,Corporate – 4.24 day(s),4.24,7220.047169811321,30613.0
LI0020653,INV010175,Surcharge,Outstation Surcharge,1.0,5000.0,5000.0
LI0020654,INV010175,Discount,Promotional / Loyalty Discount,1.0,-5586.0,-5586.0
LI0020655,INV010176,Base Rental Fare,Event – 1.46 day(s),1.46,13514.383561643835,19731.0
LI0020656,INV010176,Surcharge,Night Surcharge,1.0,5000.0,5000.0
LI0020657,INV010177,Base Rental Fare,Corporate – 1.81 day(s),1.81,6964.088397790055,12605.0
LI0020658,INV010178,Base Rental Fare,Wedding – 1.16 day(s),1.16,13944.827586206897,16176.0
LI0020659,INV010178,Surcharge,Security Deposit,1.0,4000.0,4000.0
LI0020660,INV010179,Base Rental Fare,City Ride – 0.83 day(s),0.83,14632.530120481928,12145.0
LI0020661,INV010180,Base Rental Fare,Corporate – 2.42 day(s),2.42,14293.801652892562,34591.0
LI0020662,INV010181,Base Rental Fare,Intercity – 2.85 day(s),2.85,21179.298245614034,60361.0
LI0020663,INV010182,Base Rental Fare,Tourism / Northern Areas – 5.91 day(s),5.91,7399.492385786802,43731.0
LI0020664,INV010182,Surcharge,Extra Hours,1.0,1000.0,1000.0
LI0020665,INV010182,Surcharge,Security Deposit,1.0,1500.0,1500.0
LI0020666,INV010183,Base Rental Fare,Event – 1.22 day(s),1.22,5709.836065573771,6966.0
LI0020667,INV010184,Base Rental Fare,Corporate – 3.34 day(s),3.34,13749.401197604791,45923.0
LI0020668,INV010184,Surcharge,Peak Season Premium,1.0,4000.0,4000.0
LI0020669,INV010185,Base Rental Fare,Intercity – 1.8 day(s),1.8,43905.0,79029.0
LI0020670,INV010185,Surcharge,Fuel Surcharge,1.0,3000.0,3000.0
LI0020671,INV010185,Surcharge,Night Surcharge,1.0,500.0,500.0
LI0020672,INV010186,Base Rental Fare,City Ride – 0.44 day(s),0.44,42531.818181818184,18714.0
LI0020673,INV010187,Base Rental Fare,City Ride – 0.38 day(s),0.38,5818.421052631579,2211.0
LI0020674,INV010187,Surcharge,Toll Charges,1.0,1500.0,1500.0
LI0020675,INV010188,Base Rental Fare,Corporate – 2.76 day(s),2.76,1860.8695652173915,5136.0
LI0020676,INV010189,Base Rental Fare,Intercity – 1.18 day(s),1.18,28091.525423728814,33148.0
LI0020677,INV010189,Surcharge,Night Surcharge,1.0,3315.0,3315.0
LI0020678,INV010190,Base Rental Fare,Airport Transfer – 0.28 day(s),0.28,18332.142857142855,5133.0
LI0020679,INV010190,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0020680,INV010190,Surcharge,Night Surcharge,1.0,4000.0,4000.0
LI0020681,INV010191,Base Rental Fare,Corporate – 5.82 day(s),5.82,27314.948453608245,158973.0
LI0020682,INV010191,Surcharge,Security Deposit,1.0,500.0,500.0
LI0020683,INV010191,Surcharge,Night Surcharge,1.0,1500.0,1500.0
LI0020684,INV010191,Discount,Promotional / Loyalty Discount,1.0,-19008.0,-19008.0
LI0020685,INV010192,Base Rental Fare,City Ride – 0.57 day(s),0.57,7329.8245614035095,4178.0
LI0020686,INV010192,Surcharge,Night Surcharge,1.0,418.0,418.0
LI0020687,INV010193,Base Rental Fare,Airport Transfer – 0.36 day(s),0.36,49088.88888888889,17672.0
LI0020688,INV010193,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0020689,INV010193,Surcharge,Fuel Surcharge,1.0,1000.0,1000.0
LI0020690,INV010194,Base Rental Fare,Corporate – 1.21 day(s),1.21,16165.289256198348,19560.0
LI0020691,INV010195,Base Rental Fare,Tourism / Northern Areas – 3.43 day(s),3.43,3828.279883381924,13131.0
LI0020692,INV010195,Discount,Promotional / Loyalty Discount,1.0,-1437.0,-1437.0
LI0020693,INV010196,Base Rental Fare,Corporate – 5.53 day(s),5.53,12853.707052441228,71081.0
LI0020694,INV010196,Surcharge,Security Deposit,1.0,5000.0,5000.0
