leg_id,trip_id,leg_sequence,city,lat,lon,km_so_far,stop_type,stop_duration_min
LG0013387,TR010290,3,Waypoint-3,31.445088,74.355274,391.1,Rest Stop,25
LG0013388,TR010292,1,Waypoint-1,26.139523,68.431834,252.4,Rest Stop,24
LG0013389,TR010292,2,Waypoint-2,27.571109,69.900543,504.8,Waypoint,29
LG0013390,TR010292,3,Waypoint-3,28.824985,71.465819,757.3,Toll,44
LG0013391,TR010292,4,Waypoint-4,30.15353,72.905749,1009.7,Rest Stop,44
LG0013392,TR010292,5,Waypoint-5,31.476505,74.313665,1262.1,Fuel Stop,33
LG0013393,TR010294,1,Waypoint-1,31.504277,74.088297,32.1,Waypoint,8
LG0013394,TR010294,2,Waypoint-2,31.489201,73.807191,64.2,Rest Stop,23
LG0013395,TR010294,3,Waypoint-3,31.495663,73.419086,96.3,Fuel Stop,12
LG0013396,TR010294,4,Waypoint-4,31.520357,73.167145,128.4,Toll,12
LG0013397,TR010296,1,Waypoint-1,31.97481,73.130062,80.8,Fuel Stop,23
LG0013398,TR010296,2,Waypoint-2,32.576355,73.131167,161.6,Rest Stop,31
LG0013399,TR010296,3,Waypoint-3,33.079841,73.127126,242.3,Waypoint,30
LG0013400,TR010296,4,Waypoint-4,33.677625,73.019886,323.1,Fuel Stop,19
LG0013401,TR010298,1,Waypoint-1,31.863115,69.921582,450.4,Toll,17
LG0013402,TR010298,2,Waypoint-2,30.295266,66.919623,900.7,Waypoint,29
LG0013403,TR010303,1,Waypoint-1,31.451988,73.898441,45.5,Rest Stop,19
LG0013404,TR010303,2,Waypoint-2,31.413674,73.607697,90.9,Waypoint,7
LG0013405,TR010303,3,Waypoint-3,31.341487,73.151639,136.4,Rest Stop,30
LG0013406,TR010307,1,Waypoint-1,32.939816,72.677862,108.6,Rest Stop,23
LG0013407,TR010307,2,Waypoint-2,32.266331,72.422828,217.2,Fuel Stop,5
LG0013408,TR010307,3,Waypoint-3,31.600091,72.208523,325.8,Fuel Stop,10
LG0013409,TR010307,4,Waypoint-4,30.802474,71.858242,434.4,Rest Stop,17
LG0013410,TR010307,5,Waypoint-5,30.159564,71.610671,543.0,Toll,10
LG0013411,TR010308,1,Waypoint-1,26.565926,68.887576,322.6,Rest Stop,41
LG0013412,TR010308,2,Waypoint-2,28.16463,70.592636,645.1,Fuel Stop,6
LG0013413,TR010308,3,Waypoint-3,29.777295,72.480991,967.7,Toll,22
LG0013414,TR010308,4,Waypoint-4,31.577261,74.488227,1290.2,Fuel Stop,43
LG0013415,TR010311,1,Waypoint-1,32.893559,73.456888,112.6,Waypoint,22
LG0013416,TR010311,2,Waypoint-2,32.24992,73.928804,225.2,Fuel Stop,42
LG0013417,TR010311,3,Waypoint-3,31.418964,74.477358,337.8,Toll,38
LG0013418,TR010313,1,Waypoint-1,32.042917,74.023399,90.6,Rest Stop,16
LG0013419,TR010313,2,Waypoint-2,32.588468,73.702007,181.2,Rest Stop,33
LG0013420,TR010313,3,Waypoint-3,33.19418,73.342284,271.7,Toll,15
LG0013421,TR010313,4,Waypoint-4,33.688284,73.030014,362.3,Rest Stop,31
LG0013422,TR010314,1,Waypoint-1,30.730722,71.02786,452.6,Rest Stop,39
LG0013423,TR010314,2,Waypoint-2,27.77527,68.994276,905.2,Rest Stop,45
LG0013424,TR010314,3,Waypoint-3,24.843849,66.916242,1357.8,Fuel Stop,6
LG0013425,TR010316,1,Waypoint-1,33.0141,73.04458,107.7,Rest Stop,8
LG0013426,TR010316,2,Waypoint-2,32.161529,73.116011,215.4,Waypoint,19
LG0013427,TR010316,3,Waypoint-3,31.38268,73.115852,323.1,Fuel Stop,35
LG0013428,TR010321,1,Waypoint-1,28.131581,70.091125,615.9,Rest Stop,31
LG0013429,TR010321,2,Waypoint-2,31.396449,73.146132,1231.7,Fuel Stop,40
LG0013430,TR010326,1,Waypoint-1,32.100556,73.58716,124.7,Toll,41
LG0013431,TR010326,2,Waypoint-2,32.693921,72.982161,249.3,Toll,25
LG0013432,TR010326,3,Waypoint-3,33.418012,72.195918,374.0,Fuel Stop,27
LG0013433,TR010326,4,Waypoint-4,33.946798,71.525714,498.6,Rest Stop,24
LG0013434,TR010330,1,Waypoint-1,26.577038,68.847639,292.1,Waypoint,21
LG0013435,TR010330,2,Waypoint-2,28.196345,70.626423,584.3,Waypoint,10
LG0013436,TR010330,3,Waypoint-3,29.858198,72.507885,876.4,Toll,28
LG0013437,TR010330,4,Waypoint-4,31.563806,74.328078,1168.6,Fuel Stop,13
LG0013438,TR010331,1,Waypoint-1,32.584955,73.669848,182.0,Rest Stop,8
LG0013439,TR010331,2,Waypoint-2,31.592174,74.31265,364.0,Waypoint,37
LG0013440,TR010332,1,Waypoint-1,32.084112,74.066466,96.1,Fuel Stop,21
LG0013441,TR010332,2,Waypoint-2,32.592128,73.641453,192.2,Waypoint,16
LG0013442,TR010332,3,Waypoint-3,33.14496,73.309504,288.3,Rest Stop,33
LG0013443,TR010332,4,Waypoint-4,33.723081,73.058513,384.4,Toll,12
LG0013444,TR010334,1,Waypoint-1,27.209487,68.556244,383.7,Rest Stop,30
LG0013445,TR010334,2,Waypoint-2,29.312286,70.24649,767.4,Waypoint,28
LG0013446,TR010334,3,Waypoint-3,31.604606,71.865426,1151.0,Toll,21
LG0013447,TR010334,4,Waypoint-4,33.792073,73.308958,1534.7,Fuel Stop,8
LG0013448,TR010336,1,Waypoint-1,32.883594,73.736009,128.6,Rest Stop,12
LG0013449,TR010336,2,Waypoint-2,33.655239,73.092624,257.2,Rest Stop,25
LG0013450,TR010337,1,Waypoint-1,33.267062,73.394101,78.0,Toll,33
LG0013451,TR010337,2,Waypoint-2,32.757155,73.584766,156.0,Toll,27
LG0013452,TR010337,3,Waypoint-3,32.300918,73.847061,233.9,Waypoint,42
LG0013453,TR010337,4,Waypoint-4,31.932854,74.022257,311.9,Fuel Stop,37
LG0013454,TR010337,5,Waypoint-5,31.477628,74.369052,389.9,Rest Stop,24
LG0013455,TR010340,1,Waypoint-1,31.901569,74.087604,84.5,Rest Stop,6
LG0013456,TR010340,2,Waypoint-2,32.565736,73.667765,168.9,Waypoint,42
LG0013457,TR010340,3,Waypoint-3,33.003795,73.336618,253.4,Waypoint,22
LG0013458,TR010340,4,Waypoint-4,33.523958,73.007518,337.8,Waypoint,19
LG0013459,TR010345,1,Waypoint-1,26.580228,68.255586,283.4,Waypoint,5
LG0013460,TR010345,2,Waypoint-2,28.392731,69.353082,566.8,Waypoint,31
LG0013461,TR010345,3,Waypoint-3,30.186775,70.604866,850.2,Rest Stop,26
LG0013462,TR010345,4,Waypoint-4,31.854628,71.922034,1133.6,Rest Stop,16
LG0013463,TR010345,5,Waypoint-5,33.769409,73.089974,1417.0,Toll,42
LG0013464,TR010356,1,Waypoint-1,32.081529,73.913023,93.3,Waypoint,40
LG0013465,TR010356,2,Waypoint-2,32.55317,73.763514,186.6,Toll,13
LG0013466,TR010356,3,Waypoint-3,33.221518,73.357778,279.8,Rest Stop,40
LG0013467,TR010356,4,Waypoint-4,33.694916,72.976467,373.1,Waypoint,44
LG0013468,TR010358,1,Waypoint-1,33.043202,73.490198,122.6,Rest Stop,13
LG0013469,TR010358,2,Waypoint-2,32.195781,73.915528,245.3,Waypoint,14
LG0013470,TR010358,3,Waypoint-3,31.446396,74.353456,367.9,Fuel Stop,11
LG0013471,TR010361,1,Waypoint-1,27.043403,68.471799,359.1,Rest Stop,45
LG0013472,TR010361,2,Waypoint-2,29.315823,70.021411,718.2,Toll,30
LG0013473,TR010361,3,Waypoint-3,31.479889,71.545956,1077.3,Fuel Stop,17
LG0013474,TR010361,4,Waypoint-4,33.655523,72.99956,1436.4,Waypoint,35
LG0013475,TR010362,1,Waypoint-1,27.088798,68.559141,356.9,Waypoint,15
LG0013476,TR010362,2,Waypoint-2,29.282708,70.039735,713.9,Fuel Stop,18
LG0013477,TR010362,3,Waypoint-3,31.380667,71.550236,1070.8,Fuel Stop,43
LG0013478,TR010362,4,Waypoint-4,33.650002,73.019216,1427.7,Waypoint,39
LG0013479,TR010363,1,Waypoint-1,29.395745,69.274573,720.1,Toll,29
LG0013480,TR010363,2,Waypoint-2,34.025779,71.555376,1440.2,Toll,12
LG0013481,TR010367,1,Waypoint-1,27.102431,68.624369,365.9,Toll,22
LG0013482,TR010367,2,Waypoint-2,29.301437,70.050023,731.9,Waypoint,12
LG0013483,TR010367,3,Waypoint-3,31.461712,71.511295,1097.8,Fuel Stop,26
LG0013484,TR010367,4,Waypoint-4,33.74213,72.990687,1463.7,Fuel Stop,44
LG0013485,TR010369,1,Waypoint-1,26.568059,68.968589,322.0,Fuel Stop,29
LG0013486,TR010369,2,Waypoint-2,28.209093,70.610917,644.0,Fuel Stop,10
LG0013487,TR010369,3,Waypoint-3,29.810198,72.531441,966.1,Waypoint,22
LG0013488,TR010369,4,Waypoint-4,31.476524,74.372122,1288.1,Rest Stop,23
LG0013489,TR010371,1,Waypoint-1,31.860692,72.296827,262.8,Waypoint,45
LG0013490,TR010371,2,Waypoint-2,33.651071,73.085224,525.5,Fuel Stop,43
LG0013491,TR010372,1,Waypoint-1,33.341323,73.357198,64.3,Waypoint,35
LG0013492,TR010372,2,Waypoint-2,32.925517,73.597767,128.6,Toll,21
LG0013493,TR010372,3,Waypoint-3,32.598021,74.039745,192.9,Toll,17
LG0013494,TR010372,4,Waypoint-4,32.214496,74.215532,257.2,Rest Stop,38
LG0013495,TR010375,1,Waypoint-1,27.101988,69.070542,410.6,Rest Stop,32
LG0013496,TR010375,2,Waypoint-2,29.24728,71.047444,821.1,Waypoint,10
LG0013497,TR010375,3,Waypoint-3,31.453656,73.15344,1231.7,Rest Stop,18
LG0013498,TR010377,1,Waypoint-1,30.798148,70.665615,468.2,Rest Stop,9
LG0013499,TR010377,2,Waypoint-2,30.211043,66.950265,936.4,Fuel Stop,43
LG0013500,TR010378,1,Waypoint-1,31.518562,73.798477,63.5,Rest Stop,21
LG0013501,TR010378,2,Waypoint-2,31.445782,73.149173,126.9,Fuel Stop,36
LG0013502,TR010382,1,Waypoint-1,26.224858,68.544325,256.4,Toll,42
LG0013503,TR010382,2,Waypoint-2,27.568161,69.907651,512.8,Fuel Stop,42
LG0013504,TR010382,3,Waypoint-3,28.855991,71.468348,769.3,Rest Stop,38
LG0013505,TR010382,4,Waypoint-4,30.200945,72.909086,1025.7,Toll,27
LG0013506,TR010382,5,Waypoint-5,31.500992,74.375398,1282.1,Rest Stop,13
LG0013507,TR010385,1,Waypoint-1,29.277649,70.032111,726.2,Toll,14
LG0013508,TR010385,2,Waypoint-2,24.822767,67.010341,1452.4,Toll,41
LG0013509,TR010388,1,Waypoint-1,31.355466,69.031256,300.2,Fuel Stop,40
LG0013510,TR010388,2,Waypoint-2,32.491925,71.057426,600.5,Toll,39
LG0013511,TR010388,3,Waypoint-3,33.632734,73.070026,900.7,Rest Stop,43
LG0013512,TR010389,1,Waypoint-1,26.229826,68.537081,235.4,Fuel Stop,11
LG0013513,TR010389,2,Waypoint-2,27.499151,69.93125,470.8,Fuel Stop,15
LG0013514,TR010389,3,Waypoint-3,28.929508,71.348643,706.3,Waypoint,11
LG0013515,TR010389,4,Waypoint-4,30.109088,72.969312,941.7,Fuel Stop,31
LG0013516,TR010389,5,Waypoint-5,31.560889,74.334889,1177.1,Rest Stop,34
LG0013517,TR010392,1,Waypoint-1,31.997449,74.115317,77.6,Waypoint,25
LG0013518,TR010392,2,Waypoint-2,32.4097,73.797485,155.1,Toll,12
LG0013519,TR010392,3,Waypoint-3,32.883502,73.550877,232.7,Rest Stop,15
LG0013520,TR010392,4,Waypoint-4,33.267208,73.396255,310.2,Toll,38
LG0013521,TR010392,5,Waypoint-5,33.717442,73.061055,387.8,Toll,15
LG0013522,TR010393,1,Waypoint-1,32.941764,73.65397,128.6,Toll,30
LG0013523,TR010393,2,Waypoint-2,32.233408,74.187335,257.2,Fuel Stop,31
LG0013524,TR010394,1,Waypoint-1,27.046162,69.111811,410.6,Toll,41
LG0013525,TR010394,2,Waypoint-2,29.247801,71.150263,821.1,Fuel Stop,44
LG0013526,TR010394,3,Waypoint-3,31.431434,73.170078,1231.7,Toll,28
LG0013527,TR010400,1,Waypoint-1,29.297319,70.072584,721.0,Waypoint,20
LG0013528,TR010400,2,Waypoint-2,24.890516,66.972136,1442.1,Toll,28
LG0013529,TR010401,1,Waypoint-1,33.804308,72.325723,81.7,Waypoint,41
LG0013530,TR010401,2,Waypoint-2,33.717835,73.034021,163.3,Rest Stop,44
LG0013531,TR010408,1,Waypoint-1,31.929997,74.048147,73.4,Fuel Stop,33
LG0013532,TR010408,2,Waypoint-2,32.434102,73.841769,146.8,Rest Stop,5
LG0013533,TR010408,3,Waypoint-3,32.946784,73.582356,220.3,Rest Stop,17
LG0013534,TR010408,4,Waypoint-4,33.259218,73.254617,293.7,Fuel Stop,40
LG0013535,TR010408,5,Waypoint-5,33.675774,73.079637,367.1,Waypoint,42
LG0013536,TR010409,1,Waypoint-1,33.197565,73.440971,92.9,Fuel Stop,21
LG0013537,TR010409,2,Waypoint-2,32.594588,73.747013,185.8,Toll,12
LG0013538,TR010409,3,Waypoint-3,32.011298,73.952786,278.8,Rest Stop,37
LG0013539,TR010409,4,Waypoint-4,31.557398,74.360386,371.7,Fuel Stop,11
LG0013540,TR010410,1,Waypoint-1,29.411855,69.369693,720.1,Waypoint,38
LG0013541,TR010410,2,Waypoint-2,24.796364,66.992662,1440.2,Waypoint,22
LG0013542,TR010413,1,Waypoint-1,27.298251,69.366869,466.0,Toll,11
LG0013543,TR010413,2,Waypoint-2,29.734041,71.798033,931.9,Toll,23
LG0013544,TR010413,3,Waypoint-3,32.296751,74.224271,1397.9,Fuel Stop,19
LG0013545,TR010416,1,Waypoint-1,30.691228,70.933145,489.6,Fuel Stop,29
LG0013546,TR010416,2,Waypoint-2,27.772198,69.05632,979.1,Fuel Stop,5
LG0013547,TR010416,3,Waypoint-3,24.866356,67.002381,1468.7,Fuel Stop,25
LG0013548,TR010423,1,Waypoint-1,33.292221,73.439346,64.3,Waypoint,42
LG0013549,TR010423,2,Waypoint-2,32.925823,73.655558,128.6,Rest Stop,44
LG0013550,TR010423,3,Waypoint-3,32.526368,73.803136,192.9,Toll,32
LG0013551,TR010423,4,Waypoint-4,32.212112,74.249075,257.2,Toll,5
LG0013552,TR010432,1,Waypoint-1,32.620185,73.76949,197.6,Toll,19
LG0013553,TR010432,2,Waypoint-2,33.692933,73.031698,395.2,Fuel Stop,35
LG0013554,TR010438,1,Waypoint-1,33.317335,73.074584,64.6,Waypoint,44
LG0013555,TR010438,2,Waypoint-2,32.848125,73.145664,129.2,Waypoint,10
LG0013556,TR010438,3,Waypoint-3,32.397661,73.088332,193.9,Waypoint,35
LG0013557,TR010438,4,Waypoint-4,31.889102,73.124271,258.5,Rest Stop,29
LG0013558,TR010438,5,Waypoint-5,31.490081,73.268647,323.1,Fuel Stop,6
LG0013559,TR010441,1,Waypoint-1,27.856636,69.098499,480.9,Rest Stop,11
LG0013560,TR010441,2,Waypoint-2,30.773616,71.025348,961.8,Toll,31
LG0013561,TR010441,3,Waypoint-3,33.745884,72.996479,1442.7,Toll,30
LG0013562,TR010442,1,Waypoint-1,26.159246,68.064712,240.1,Toll,16
LG0013563,TR010442,2,Waypoint-2,27.427377,69.183365,480.1,Waypoint,9
LG0013564,TR010442,3,Waypoint-3,28.889504,70.347121,720.2,Waypoint,28
LG0013565,TR010442,4,Waypoint-4,30.177881,71.507096,960.3,Toll,18
LG0013566,TR010444,1,Waypoint-1,31.209994,72.495473,234.1,Toll,37
LG0013567,TR010444,2,Waypoint-2,30.842746,70.649742,468.2,Toll,14
LG0013568,TR010444,3,Waypoint-3,30.571897,68.846433,702.3,Rest Stop,42
LG0013569,TR010444,4,Waypoint-4,30.101,66.950819,936.4,Waypoint,45
LG0013570,TR010445,1,Waypoint-1,26.954945,68.488157,367.2,Fuel Stop,40
LG0013571,TR010445,2,Waypoint-2,29.140033,70.059462,734.4,Rest Stop,7
LG0013572,TR010445,3,Waypoint-3,31.423451,71.435208,1101.5,Rest Stop,10
LG0013573,TR010445,4,Waypoint-4,33.564955,73.040265,1468.7,Waypoint,27
LG0013574,TR010447,1,Waypoint-1,31.250455,72.488557,234.1,Rest Stop,36
LG0013575,TR010447,2,Waypoint-2,30.855698,70.646465,468.2,Waypoint,24
LG0013576,TR010447,3,Waypoint-3,30.47244,68.841353,702.3,Waypoint,32
LG0013577,TR010447,4,Waypoint-4,30.106913,67.034575,936.4,Fuel Stop,10
LG0013578,TR010450,1,Waypoint-1,31.902781,73.087779,64.6,Waypoint,41
LG0013579,TR010450,2,Waypoint-2,32.313152,73.156263,129.2,Waypoint,20
LG0013580,TR010450,3,Waypoint-3,32.726184,73.120099,193.9,Toll,37
LG0013581,TR010450,4,Waypoint-4,33.20567,73.009336,258.5,Waypoint,26
LG0013582,TR010450,5,Waypoint-5,33.680551,73.076634,323.1,Rest Stop,25
LG0013583,TR010451,1,Waypoint-1,33.854272,72.082505,59.0,Rest Stop,8
LG0013584,TR010451,2,Waypoint-2,33.784873,72.469248,118.0,Waypoint,14
LG0013585,TR010451,3,Waypoint-3,33.681595,73.012604,177.0,Toll,18
LG0013586,TR010452,1,Waypoint-1,31.527292,73.99923,41.5,Fuel Stop,10
LG0013587,TR010452,2,Waypoint-2,31.531688,73.531753,83.0,Waypoint,45
LG0013588,TR010452,3,Waypoint-3,31.481544,73.144093,124.5,Fuel Stop,39
LG0013589,TR010453,1,Waypoint-1,33.734489,72.260681,85.2,Waypoint,44
LG0013590,TR010453,2,Waypoint-2,33.951215,71.504419,170.5,Fuel Stop,15
LG0013591,TR010455,1,Waypoint-1,32.205796,71.534443,278.8,Rest Stop,7
LG0013592,TR010455,2,Waypoint-2,30.150657,71.544275,557.6,Fuel Stop,6
LG0013593,TR010456,1,Waypoint-1,31.183536,73.800154,66.2,Fuel Stop,37
LG0013594,TR010456,2,Waypoint-2,31.000625,73.288244,132.3,Rest Stop,28
LG0013595,TR010456,3,Waypoint-3,30.560085,72.6621,198.5,Rest Stop,17
LG0013596,TR010456,4,Waypoint-4,30.470818,72.035722,264.6,Rest Stop,25
LG0013597,TR010456,5,Waypoint-5,30.220972,71.51199,330.8,Fuel Stop,32
LG0013598,TR010458,1,Waypoint-1,27.98269,69.139823,517.3,Fuel Stop,30
LG0013599,TR010458,2,Waypoint-2,30.985869,71.286638,1034.7,Waypoint,16
LG0013600,TR010458,3,Waypoint-3,33.96116,73.396235,1552.0,Waypoint,15
LG0013601,TR010459,1,Waypoint-1,26.170569,68.470107,250.1,Toll,40
LG0013602,TR010459,2,Waypoint-2,27.49965,69.928822,500.2,Fuel Stop,35
LG0013603,TR010459,3,Waypoint-3,28.943125,71.367034,750.4,Waypoint,29
LG0013604,TR010459,4,Waypoint-4,30.211445,72.813883,1000.5,Waypoint,31
LG0013605,TR010459,5,Waypoint-5,31.507144,74.429004,1250.6,Waypoint,28
LG0013606,TR010465,1,Waypoint-1,26.369522,68.401995,279.6,Fuel Stop,6
LG0013607,TR010465,2,Waypoint-2,27.730266,69.991416,559.2,Fuel Stop,23
LG0013608,TR010465,3,Waypoint-3,29.312463,71.365477,838.7,Toll,31
LG0013609,TR010465,4,Waypoint-4,30.782071,72.818249,1118.3,Toll,14
LG0013610,TR010465,5,Waypoint-5,32.200061,74.204357,1397.9,Rest Stop,22
LG0013611,TR010467,1,Waypoint-1,26.600849,68.18258,293.7,Waypoint,19
LG0013612,TR010467,2,Waypoint-2,28.273104,69.451859,587.5,Waypoint,25
LG0013613,TR010467,3,Waypoint-3,30.063683,70.637453,881.2,Rest Stop,5
LG0013614,TR010467,4,Waypoint-4,31.85103,71.85503,1175.0,Waypoint,18
LG0013615,TR010467,5,Waypoint-5,33.485237,73.034118,1468.7,Toll,18
LG0013616,TR010468,1,Waypoint-1,32.261308,73.936555,131.5,Fuel Stop,7
LG0013617,TR010468,2,Waypoint-2,33.00806,73.473806,263.1,Waypoint,34
LG0013618,TR010468,3,Waypoint-3,33.731828,72.972775,394.6,Waypoint,42
LG0013619,TR010469,1,Waypoint-1,33.703457,73.389324,80.9,Fuel Stop,16
LG0013620,TR010469,2,Waypoint-2,33.05722,73.691497,161.7,Rest Stop,30
LG0013621,TR010469,3,Waypoint-3,32.631324,73.927402,242.6,Waypoint,7
LG0013622,TR010469,4,Waypoint-4,32.074547,74.179334,323.4,Fuel Stop,11
LG0013623,TR010469,5,Waypoint-5,31.508594,74.36184,404.3,Fuel Stop,7
LG0013624,TR010471,1,Waypoint-1,31.2933,72.090009,181.0,Fuel Stop,38
LG0013625,TR010471,2,Waypoint-2,32.506131,72.445272,362.0,Rest Stop,15
LG0013626,TR010471,3,Waypoint-3,33.728998,72.981596,543.0,Waypoint,8
LG0013627,TR010472,1,Waypoint-1,32.20711,74.127263,96.7,Toll,24
LG0013628,TR010472,2,Waypoint-2,32.860182,73.884642,193.3,Toll,43
LG0013629,TR010472,3,Waypoint-3,33.422543,73.616061,290.0,Rest Stop,16
LG0013630,TR010472,4,Waypoint-4,34.039307,73.319134,386.7,Fuel Stop,10
LG0013631,TR010474,1,Waypoint-1,33.963925,72.063589,56.5,Rest Stop,43
LG0013632,TR010474,2,Waypoint-2,33.748134,72.507705,112.9,Rest Stop,9
LG0013633,TR010474,3,Waypoint-3,33.704056,73.110319,169.4,Rest Stop,22
LG0013634,TR010476,1,Waypoint-1,32.631203,73.675006,194.1,Waypoint,29
LG0013635,TR010476,2,Waypoint-2,33.585226,73.143929,388.2,Toll,31
LG0013636,TR010481,1,Waypoint-1,27.083449,68.499574,356.1,Fuel Stop,40
LG0013637,TR010481,2,Waypoint-2,29.328208,70.025242,712.2,Fuel Stop,19
LG0013638,TR010481,3,Waypoint-3,31.406454,71.527106,1068.4,Rest Stop,6
LG0013639,TR010481,4,Waypoint-4,33.596754,73.085586,1424.5,Waypoint,12
LG0013640,TR010483,1,Waypoint-1,32.789453,72.291064,209.6,Rest Stop,19
LG0013641,TR010483,2,Waypoint-2,33.994935,71.530413,419.2,Rest Stop,31
LG0013642,TR010484,1,Waypoint-1,32.676354,73.72901,168.9,Waypoint,41
LG0013643,TR010484,2,Waypoint-2,33.604242,73.016037,337.8,Toll,26
LG0013644,TR010487,1,Waypoint-1,28.286794,70.711739,608.7,Rest Stop,7
LG0013645,TR010487,2,Waypoint-2,24.880665,67.079322,1217.4,Rest Stop,24
LG0013646,TR010488,1,Waypoint-1,32.692731,73.748405,188.1,Toll,29
LG0013647,TR010488,2,Waypoint-2,31.51942,74.319285,376.1,Toll,44
LG0013648,TR010499,1,Waypoint-1,32.251511,73.957646,124.7,Rest Stop,5
LG0013649,TR010499,2,Waypoint-2,32.951529,73.530077,249.4,Toll,9
LG0013650,TR010499,3,Waypoint-3,33.696175,72.986752,374.1,Toll,5
LG0013651,TR010500,1,Waypoint-1,32.616249,73.770318,198.3,Waypoint,22
LG0013652,TR010500,2,Waypoint-2,33.707269,73.083184,396.7,Fuel Stop,37
LG0013653,TR010502,1,Waypoint-1,32.075283,73.91866,112.6,Waypoint,39
LG0013654,TR010502,2,Waypoint-2,32.880849,73.536673,225.2,Waypoint,36
LG0013655,TR010502,3,Waypoint-3,33.565988,73.058712,337.8,Rest Stop,18
LG0013656,TR010503,1,Waypoint-1,32.096967,73.994629,84.5,Toll,21
LG0013657,TR010503,2,Waypoint-2,32.611807,73.702138,168.9,Fuel Stop,30
LG0013658,TR010503,3,Waypoint-3,33.094006,73.383649,253.4,Toll,29
LG0013659,TR010503,4,Waypoint-4,33.587445,73.013085,337.8,Fuel Stop,35
LG0013660,TR010508,1,Waypoint-1,26.734378,68.808753,349.5,Rest Stop,27
LG0013661,TR010508,2,Waypoint-2,28.556012,70.603488,699.0,Waypoint,29
LG0013662,TR010508,3,Waypoint-3,30.404778,72.468039,1048.4,Toll,41
LG0013663,TR010508,4,Waypoint-4,32.244577,74.181555,1397.9,Rest Stop,12
LG0013664,TR010515,1,Waypoint-1,32.906882,73.501943,129.1,Waypoint,45
LG0013665,TR010515,2,Waypoint-2,32.246255,73.888463,258.2,Rest Stop,8
LG0013666,TR010515,3,Waypoint-3,31.45601,74.408619,387.3,Rest Stop,45
LG0013667,TR010516,1,Waypoint-1,32.093547,74.15255,91.2,Waypoint,14
LG0013668,TR010516,2,Waypoint-2,32.708205,73.852036,182.3,Rest Stop,44
LG0013669,TR010516,3,Waypoint-3,33.342965,73.569077,273.5,Rest Stop,41
LG0013670,TR010516,4,Waypoint-4,33.855061,73.382689,364.6,Fuel Stop,40
LG0013671,TR010519,1,Waypoint-1,29.235869,70.075421,734.4,Fuel Stop,35
LG0013672,TR010519,2,Waypoint-2,24.969503,66.982716,1468.7,Toll,7
LG0013673,TR010520,1,Waypoint-1,33.991284,71.879412,43.8,Waypoint,9
LG0013674,TR010520,2,Waypoint-2,33.816508,72.230626,87.6,Rest Stop,33
LG0013675,TR010520,3,Waypoint-3,33.647909,72.700449,131.4,Waypoint,23
LG0013676,TR010520,4,Waypoint-4,33.792283,72.995029,175.2,Fuel Stop,32
LG0013677,TR010522,1,Waypoint-1,27.149869,68.088661,360.1,Toll,6
LG0013678,TR010522,2,Waypoint-2,29.413815,69.291957,720.1,Toll,15
LG0013679,TR010522,3,Waypoint-3,31.735315,70.450327,1080.2,Toll,42
LG0013680,TR010522,4,Waypoint-4,33.969106,71.552129,1440.2,Fuel Stop,22
LG0013681,TR010531,1,Waypoint-1,31.933328,71.785752,292.1,Rest Stop,10
LG0013682,TR010531,2,Waypoint-2,30.148299,70.629703,584.3,Fuel Stop,25
LG0013683,TR010531,3,Waypoint-3,28.399381,69.4721,876.4,Rest Stop,6
LG0013684,TR010531,4,Waypoint-4,26.557557,68.163209,1168.6,Toll,12
LG0013685,TR010531,5,Waypoint-5,24.892367,67.058402,1460.7,Waypoint,22
LG0013686,TR010533,1,Waypoint-1,32.425692,74.05364,128.9,Rest Stop,42
LG0013687,TR010533,2,Waypoint-2,33.157553,73.772097,257.8,Toll,14
LG0013688,TR010533,3,Waypoint-3,34.06138,73.306132,386.7,Toll,9
LG0013689,TR010534,1,Waypoint-1,30.855056,72.902244,165.6,Rest Stop,35
LG0013690,TR010534,2,Waypoint-2,31.549665,74.326561,331.2,Waypoint,29
LG0013691,TR010536,1,Waypoint-1,29.823469,72.488728,293.4,Fuel Stop,7
LG0013692,TR010536,2,Waypoint-2,28.230383,70.601339,586.9,Waypoint,25
LG0013693,TR010536,3,Waypoint-3,26.517346,68.816638,880.3,Toll,41
LG0013694,TR010536,4,Waypoint-4,24.917279,67.02091,1173.7,Rest Stop,36
LG0013695,TR010539,1,Waypoint-1,28.159247,70.707317,588.2,Waypoint,33
LG0013696,TR010539,2,Waypoint-2,31.553414,74.401071,1176.5,Toll,12
LG0013697,TR010540,1,Waypoint-1,32.901351,73.494547,120.9,Waypoint,5
LG0013698,TR010540,2,Waypoint-2,32.291964,73.922761,241.9,Fuel Stop,26
LG0013699,TR010540,3,Waypoint-3,31.575993,74.350214,362.8,Fuel Stop,44
LG0013700,TR010541,1,Waypoint-1,31.554261,73.43726,44.0,Toll,18
LG0013701,TR010541,2,Waypoint-2,31.47394,73.917451,87.9,Waypoint,45
LG0013702,TR010541,3,Waypoint-3,31.617185,74.447817,131.9,Fuel Stop,36
LG0013703,TR010542,1,Waypoint-1,33.409116,72.309192,124.7,Waypoint,30
LG0013704,TR010542,2,Waypoint-2,32.709169,73.001461,249.3,Fuel Stop,10
LG0013705,TR010542,3,Waypoint-3,32.159741,73.605445,374.0,Toll,10
LG0013706,TR010542,4,Waypoint-4,31.532011,74.379734,498.6,Waypoint,9
LG0013707,TR010543,1,Waypoint-1,26.637952,68.120232,296.1,Rest Stop,13
