rate_id,fleet_id,vehicle_type_id,booking_type,daily_rate_pkr,hourly_rate_pkr,km_rate_pkr,outstation_mult,night_surcharge_pct,airport_surcharge_pkr,security_deposit_pkr,min_hours,cancellation_fee_pct,fuel_included,driver_included,effective_from,effective_to
RC000438,FL004,VT001,Tourism / Northern Areas,5307.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000439,FL004,VT001,Monthly Contract,3124.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000440,FL004,VT001,Event,5608.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000441,FL004,VT002,City Ride,5789.0,500,14,1.2,10,4000,15000,4,15,False,False,2022-01-01,2026-12-31
RC000442,FL004,VT002,Airport Transfer,5880.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000443,FL004,VT002,Intercity,6725.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000444,FL004,VT002,Wedding,7392.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000445,FL004,VT002,Corporate,4877.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000446,FL004,VT002,Tourism / Northern Areas,6463.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000447,FL004,VT002,Monthly Contract,4454.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000448,FL004,VT002,Event,7013.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000449,FL004,VT003,City Ride,7158.0,700,18,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31
RC000450,FL004,VT003,Airport Transfer,7762.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000451,FL004,VT003,Intercity,8616.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000452,FL004,VT003,Wedding,6441.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000453,FL004,VT003,Corporate,6678.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000454,FL004,VT003,Tourism / Northern Areas,8071.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000455,FL004,VT003,Monthly Contract,6230.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000456,FL004,VT003,Event,10217.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000457,FL004,VT004,City Ride,7605.0,650,17,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31
RC000458,FL004,VT004,Airport Transfer,7917.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000459,FL004,VT004,Intercity,7795.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000460,FL004,VT004,Wedding,7769.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000461,FL004,VT004,Corporate,7851.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000462,FL004,VT004,Tourism / Northern Areas,9556.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000463,FL004,VT004,Monthly Contract,5545.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000464,FL004,VT004,Event,8526.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000465,FL004,VT005,City Ride,11367.0,1000,22,1.2,10,4000,30000,4,15,False,False,2022-01-01,2026-12-31
RC000466,FL004,VT005,Airport Transfer,10055.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000467,FL004,VT005,Intercity,13178.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000468,FL004,VT005,Wedding,14154.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000469,FL004,VT005,Corporate,10703.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000470,FL004,VT005,Tourism / Northern Areas,11234.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000471,FL004,VT005,Monthly Contract,7988.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000472,FL004,VT005,Event,11431.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000473,FL004,VT006,City Ride,6528.0,800,20,1.2,10,4000,25000,4,15,False,False,2022-01-01,2026-12-31
RC000474,FL004,VT006,Airport Transfer,6918.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000475,FL004,VT006,Intercity,8549.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000476,FL004,VT006,Wedding,9284.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000477,FL004,VT006,Corporate,6452.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000478,FL004,VT006,Tourism / Northern Areas,9848.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000479,FL004,VT006,Monthly Contract,5478.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000480,FL004,VT006,Event,7942.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000481,FL004,VT007,City Ride,12902.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31
RC000482,FL004,VT007,Airport Transfer,15337.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000483,FL004,VT007,Intercity,15961.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000484,FL004,VT007,Wedding,17923.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000485,FL004,VT007,Corporate,14500.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000486,FL004,VT007,Tourism / Northern Areas,15827.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000487,FL004,VT007,Monthly Contract,9078.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000488,FL004,VT007,Event,16344.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000489,FL004,VT008,City Ride,12977.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31
RC000490,FL004,VT008,Airport Transfer,14100.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000491,FL004,VT008,Intercity,14147.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000492,FL004,VT008,Wedding,19429.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000493,FL004,VT008,Corporate,16160.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000494,FL004,VT008,Tourism / Northern Areas,15703.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000495,FL004,VT008,Monthly Contract,11306.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000496,FL004,VT008,Event,16152.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000497,FL004,VT009,City Ride,17087.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31
RC000498,FL004,VT009,Airport Transfer,20407.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000499,FL004,VT009,Intercity,21169.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000500,FL004,VT009,Wedding,20643.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000501,FL004,VT009,Corporate,18391.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000502,FL004,VT009,Tourism / Northern Areas,21156.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000503,FL004,VT009,Monthly Contract,13904.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000504,FL004,VT009,Event,21440.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000505,FL004,VT010,City Ride,19186.0,2000,38,1.2,10,4000,55000,4,15,False,False,2022-01-01,2026-12-31
RC000506,FL004,VT010,Airport Transfer,19975.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000507,FL004,VT010,Intercity,24302.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000508,FL004,VT010,Wedding,24206.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000509,FL004,VT010,Corporate,20054.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000510,FL004,VT010,Tourism / Northern Areas,21789.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000511,FL004,VT010,Monthly Contract,13966.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000512,FL004,VT010,Event,20893.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000513,FL004,VT011,City Ride,27034.0,2500,50,1.2,10,4000,80000,4,15,False,False,2022-01-01,2026-12-31
RC000514,FL004,VT011,Airport Transfer,26188.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000515,FL004,VT011,Intercity,27125.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000516,FL004,VT011,Wedding,28072.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000517,FL004,VT011,Corporate,25139.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000518,FL004,VT011,Tourism / Northern Areas,31224.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000519,FL004,VT011,Monthly Contract,18693.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000520,FL004,VT011,Event,27299.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000521,FL004,VT012,City Ride,32579.0,3500,70,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31
RC000522,FL004,VT012,Airport Transfer,31996.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000523,FL004,VT012,Intercity,45997.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000524,FL004,VT012,Wedding,45423.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000525,FL004,VT012,Corporate,33840.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000526,FL004,VT012,Tourism / Northern Areas,44362.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000527,FL004,VT012,Monthly Contract,25974.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000528,FL004,VT012,Event,43476.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000529,FL004,VT013,City Ride,34783.0,3000,60,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31
RC000530,FL004,VT013,Airport Transfer,38049.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000531,FL004,VT013,Intercity,39504.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000532,FL004,VT013,Wedding,37365.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000533,FL004,VT013,Corporate,30357.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000534,FL004,VT013,Tourism / Northern Areas,41255.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000535,FL004,VT013,Monthly Contract,23419.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000536,FL004,VT013,Event,41330.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000537,FL004,VT014,City Ride,60627.0,5000,80,1.2,10,4000,150000,4,15,False,False,2022-01-01,2026-12-31
RC000538,FL004,VT014,Airport Transfer,72038.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000539,FL004,VT014,Intercity,70993.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000540,FL004,VT014,Wedding,46634.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000541,FL004,VT014,Corporate,75054.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000542,FL004,VT014,Tourism / Northern Areas,71101.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000543,FL004,VT014,Monthly Contract,39360.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000544,FL004,VT014,Event,63234.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000545,FL004,VT015,City Ride,109563.0,12000,200,1.2,10,4000,300000,4,15,False,False,2022-01-01,2026-12-31
RC000546,FL004,VT015,Airport Transfer,173750.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000547,FL004,VT015,Intercity,115241.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000548,FL004,VT015,Wedding,165915.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000549,FL004,VT015,Corporate,160523.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000550,FL004,VT015,Tourism / Northern Areas,124457.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000551,FL004,VT015,Monthly Contract,107516.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000552,FL004,VT015,Event,175624.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000553,FL004,VT016,City Ride,6811.0,600,15,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31
RC000554,FL004,VT016,Airport Transfer,5671.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000555,FL004,VT016,Intercity,5864.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000556,FL004,VT016,Wedding,7667.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000557,FL004,VT016,Corporate,5253.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000558,FL004,VT016,Tourism / Northern Areas,8343.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000559,FL004,VT016,Monthly Contract,4619.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000560,FL004,VT016,Event,7622.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000561,FL004,VT017,City Ride,13364.0,1100,25,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31
RC000562,FL004,VT017,Airport Transfer,15707.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000563,FL004,VT017,Intercity,13991.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000564,FL004,VT017,Wedding,18885.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000565,FL004,VT017,Corporate,15485.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000566,FL004,VT017,Tourism / Northern Areas,19183.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000567,FL004,VT017,Monthly Contract,8735.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000568,FL004,VT017,Event,16968.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000569,FL004,VT018,City Ride,18997.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31
RC000570,FL004,VT018,Airport Transfer,20540.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000571,FL004,VT018,Intercity,19747.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000572,FL004,VT018,Wedding,20126.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000573,FL004,VT018,Corporate,20038.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000574,FL004,VT018,Tourism / Northern Areas,20574.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000575,FL004,VT018,Monthly Contract,13601.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000576,FL004,VT018,Event,19539.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
