expense_id,fleet_id,expense_month,category,amount_pkr,description,approved_by
EX0001109,FL003,2024-04-01,Communication,28266.0,Communication for April 2024,Fleet Manager
EX0001110,FL003,2024-04-01,Parking / Garage,89447.0,Parking / Garage for April 2024,Fleet Manager
EX0001111,FL004,2024-04-01,Staff Salaries,451024.0,Staff Salaries for April 2024,Fleet Manager
EX0001112,FL004,2024-04-01,Driver Salaries,966851.0,Driver Salaries for April 2024,Fleet Manager
EX0001113,FL004,2024-04-01,Office Rent,130411.0,Office Rent for April 2024,Fleet Manager
EX0001114,FL004,2024-04-01,Utilities,25611.0,Utilities for April 2024,Fleet Manager
EX0001115,FL004,2024-04-01,Marketing,63406.0,Marketing for April 2024,Fleet Manager
EX0001116,FL004,2024-04-01,Insurance Premium,75949.0,Insurance Premium for April 2024,Fleet Manager
EX0001117,FL004,2024-04-01,Depreciation,103007.0,Depreciation for April 2024,Fleet Manager
EX0001118,FL004,2024-04-01,Miscellaneous,56081.0,Miscellaneous for April 2024,Fleet Manager
EX0001119,FL004,2024-04-01,Communication,28407.0,Communication for April 2024,Fleet Manager
EX0001120,FL004,2024-04-01,Parking / Garage,91453.0,Parking / Garage for April 2024,Fleet Manager
EX0001121,FL001,2024-05-01,Staff Salaries,589006.0,Staff Salaries for May 2024,Fleet Manager
EX0001122,FL001,2024-05-01,Driver Salaries,542503.0,Driver Salaries for May 2024,Fleet Manager
EX0001123,FL001,2024-05-01,Office Rent,85461.0,Office Rent for May 2024,Fleet Manager
EX0001124,FL001,2024-05-01,Utilities,20895.0,Utilities for May 2024,Fleet Manager
EX0001125,FL001,2024-05-01,Marketing,42362.0,Marketing for May 2024,Fleet Manager
EX0001126,FL001,2024-05-01,Insurance Premium,79310.0,Insurance Premium for May 2024,Fleet Manager
EX0001127,FL001,2024-05-01,Depreciation,104405.0,Depreciation for May 2024,Fleet Manager
EX0001128,FL001,2024-05-01,Miscellaneous,49702.0,Miscellaneous for May 2024,Fleet Manager
EX0001129,FL001,2024-05-01,Communication,18503.0,Communication for May 2024,Fleet Manager
EX0001130,FL001,2024-05-01,Parking / Garage,76284.0,Parking / Garage for May 2024,Fleet Manager
EX0001131,FL002,2024-05-01,Staff Salaries,518092.0,Staff Salaries for May 2024,Fleet Manager
EX0001132,FL002,2024-05-01,Driver Salaries,836023.0,Driver Salaries for May 2024,Fleet Manager
EX0001133,FL002,2024-05-01,Office Rent,109318.0,Office Rent for May 2024,Fleet Manager
EX0001134,FL002,2024-05-01,Utilities,28360.0,Utilities for May 2024,Fleet Manager
EX0001135,FL002,2024-05-01,Marketing,45245.0,Marketing for May 2024,Fleet Manager
EX0001136,FL002,2024-05-01,Insurance Premium,71342.0,Insurance Premium for May 2024,Fleet Manager
EX0001137,FL002,2024-05-01,Depreciation,122774.0,Depreciation for May 2024,Fleet Manager
EX0001138,FL002,2024-05-01,Miscellaneous,43559.0,Miscellaneous for May 2024,Fleet Manager
EX0001139,FL002,2024-05-01,Communication,23791.0,Communication for May 2024,Fleet Manager
EX0001140,FL002,2024-05-01,Parking / Garage,71781.0,Parking / Garage for May 2024,Fleet Manager
EX0001141,FL003,2024-05-01,Staff Salaries,609705.0,Staff Salaries for May 2024,Fleet Manager
EX0001142,FL003,2024-05-01,Driver Salaries,830198.0,Driver Salaries for May 2024,Fleet Manager
EX0001143,FL003,2024-05-01,Office Rent,139302.0,Office Rent for May 2024,Fleet Manager
EX0001144,FL003,2024-05-01,Utilities,30425.0,Utilities for May 2024,Fleet Manager
EX0001145,FL003,2024-05-01,Marketing,48664.0,Marketing for May 2024,Fleet Manager
EX0001146,FL003,2024-05-01,Insurance Premium,86827.0,Insurance Premium for May 2024,Fleet Manager
EX0001147,FL003,2024-05-01,Depreciation,120251.0,Depreciation for May 2024,Fleet Manager
EX0001148,FL003,2024-05-01,Miscellaneous,55872.0,Miscellaneous for May 2024,Fleet Manager
EX0001149,FL003,2024-05-01,Communication,34244.0,Communication for May 2024,Fleet Manager
EX0001150,FL003,2024-05-01,Parking / Garage,94607.0,Parking / Garage for May 2024,Fleet Manager
EX0001151,FL004,2024-05-01,Staff Salaries,456557.0,Staff Salaries for May 2024,Fleet Manager
EX0001152,FL004,2024-05-01,Driver Salaries,999318.0,Driver Salaries for May 2024,Fleet Manager
EX0001153,FL004,2024-05-01,Office Rent,99219.0,Office Rent for May 2024,Fleet Manager
EX0001154,FL004,2024-05-01,Utilities,32431.0,Utilities for May 2024,Fleet Manager
EX0001155,FL004,2024-05-01,Marketing,65148.0,Marketing for May 2024,Fleet Manager
EX0001156,FL004,2024-05-01,Insurance Premium,69492.0,Insurance Premium for May 2024,Fleet Manager
EX0001157,FL004,2024-05-01,Depreciation,99362.0,Depreciation for May 2024,Fleet Manager
EX0001158,FL004,2024-05-01,Miscellaneous,62031.0,Miscellaneous for May 2024,Fleet Manager
EX0001159,FL004,2024-05-01,Communication,24129.0,Communication for May 2024,Fleet Manager
EX0001160,FL004,2024-05-01,Parking / Garage,95536.0,Parking / Garage for May 2024,Fleet Manager
EX0001161,FL001,2024-06-01,Staff Salaries,613685.0,Staff Salaries for June 2024,Fleet Manager
EX0001162,FL001,2024-06-01,Driver Salaries,532062.0,Driver Salaries for June 2024,Fleet Manager
EX0001163,FL001,2024-06-01,Office Rent,79602.0,Office Rent for June 2024,Fleet Manager
EX0001164,FL001,2024-06-01,Utilities,22461.0,Utilities for June 2024,Fleet Manager
EX0001165,FL001,2024-06-01,Marketing,46073.0,Marketing for June 2024,Fleet Manager
EX0001166,FL001,2024-06-01,Insurance Premium,74380.0,Insurance Premium for June 2024,Fleet Manager
EX0001167,FL001,2024-06-01,Depreciation,84271.0,Depreciation for June 2024,Fleet Manager
EX0001168,FL001,2024-06-01,Miscellaneous,54212.0,Miscellaneous for June 2024,Fleet Manager
EX0001169,FL001,2024-06-01,Communication,20169.0,Communication for June 2024,Fleet Manager
EX0001170,FL001,2024-06-01,Parking / Garage,58387.0,Parking / Garage for June 2024,Fleet Manager
EX0001171,FL002,2024-06-01,Staff Salaries,497485.0,Staff Salaries for June 2024,Fleet Manager
EX0001172,FL002,2024-06-01,Driver Salaries,821060.0,Driver Salaries for June 2024,Fleet Manager
EX0001173,FL002,2024-06-01,Office Rent,88696.0,Office Rent for June 2024,Fleet Manager
EX0001174,FL002,2024-06-01,Utilities,27825.0,Utilities for June 2024,Fleet Manager
EX0001175,FL002,2024-06-01,Marketing,61465.0,Marketing for June 2024,Fleet Manager
EX0001176,FL002,2024-06-01,Insurance Premium,73274.0,Insurance Premium for June 2024,Fleet Manager
EX0001177,FL002,2024-06-01,Depreciation,114343.0,Depreciation for June 2024,Fleet Manager
EX0001178,FL002,2024-06-01,Miscellaneous,44698.0,Miscellaneous for June 2024,Fleet Manager
EX0001179,FL002,2024-06-01,Communication,30999.0,Communication for June 2024,Fleet Manager
EX0001180,FL002,2024-06-01,Parking / Garage,64442.0,Parking / Garage for June 2024,Fleet Manager
EX0001181,FL003,2024-06-01,Staff Salaries,647579.0,Staff Salaries for June 2024,Fleet Manager
EX0001182,FL003,2024-06-01,Driver Salaries,881110.0,Driver Salaries for June 2024,Fleet Manager
EX0001183,FL003,2024-06-01,Office Rent,139884.0,Office Rent for June 2024,Fleet Manager
EX0001184,FL003,2024-06-01,Utilities,25673.0,Utilities for June 2024,Fleet Manager
EX0001185,FL003,2024-06-01,Marketing,59857.0,Marketing for June 2024,Fleet Manager
EX0001186,FL003,2024-06-01,Insurance Premium,76666.0,Insurance Premium for June 2024,Fleet Manager
EX0001187,FL003,2024-06-01,Depreciation,105282.0,Depreciation for June 2024,Fleet Manager
EX0001188,FL003,2024-06-01,Miscellaneous,52831.0,Miscellaneous for June 2024,Fleet Manager
EX0001189,FL003,2024-06-01,Communication,31581.0,Communication for June 2024,Fleet Manager
EX0001190,FL003,2024-06-01,Parking / Garage,87494.0,Parking / Garage for June 2024,Fleet Manager
EX0001191,FL004,2024-06-01,Staff Salaries,467685.0,Staff Salaries for June 2024,Fleet Manager
EX0001192,FL004,2024-06-01,Driver Salaries,933030.0,Driver Salaries for June 2024,Fleet Manager
EX0001193,FL004,2024-06-01,Office Rent,117980.0,Office Rent for June 2024,Fleet Manager
EX0001194,FL004,2024-06-01,Utilities,29060.0,Utilities for June 2024,Fleet Manager
EX0001195,FL004,2024-06-01,Marketing,63525.0,Marketing for June 2024,Fleet Manager
EX0001196,FL004,2024-06-01,Insurance Premium,95080.0,Insurance Premium for June 2024,Fleet Manager
EX0001197,FL004,2024-06-01,Depreciation,91782.0,Depreciation for June 2024,Fleet Manager
EX0001198,FL004,2024-06-01,Miscellaneous,58112.0,Miscellaneous for June 2024,Fleet Manager
EX0001199,FL004,2024-06-01,Communication,27139.0,Communication for June 2024,Fleet Manager
EX0001200,FL004,2024-06-01,Parking / Garage,79031.0,Parking / Garage for June 2024,Fleet Manager
EX0001201,FL001,2024-07-01,Staff Salaries,612070.0,Staff Salaries for July 2024,Fleet Manager
EX0001202,FL001,2024-07-01,Driver Salaries,572915.0,Driver Salaries for July 2024,Fleet Manager
EX0001203,FL001,2024-07-01,Office Rent,85125.0,Office Rent for July 2024,Fleet Manager
EX0001204,FL001,2024-07-01,Utilities,19400.0,Utilities for July 2024,Fleet Manager
EX0001205,FL001,2024-07-01,Marketing,46279.0,Marketing for July 2024,Fleet Manager
EX0001206,FL001,2024-07-01,Insurance Premium,76876.0,Insurance Premium for July 2024,Fleet Manager
EX0001207,FL001,2024-07-01,Depreciation,97886.0,Depreciation for July 2024,Fleet Manager
EX0001208,FL001,2024-07-01,Miscellaneous,40738.0,Miscellaneous for July 2024,Fleet Manager
EX0001209,FL001,2024-07-01,Communication,23124.0,Communication for July 2024,Fleet Manager
EX0001210,FL001,2024-07-01,Parking / Garage,66448.0,Parking / Garage for July 2024,Fleet Manager
EX0001211,FL002,2024-07-01,Staff Salaries,507743.0,Staff Salaries for July 2024,Fleet Manager
EX0001212,FL002,2024-07-01,Driver Salaries,856041.0,Driver Salaries for July 2024,Fleet Manager
EX0001213,FL002,2024-07-01,Office Rent,123655.0,Office Rent for July 2024,Fleet Manager
EX0001214,FL002,2024-07-01,Utilities,21383.0,Utilities for July 2024,Fleet Manager
EX0001215,FL002,2024-07-01,Marketing,58522.0,Marketing for July 2024,Fleet Manager
EX0001216,FL002,2024-07-01,Insurance Premium,85365.0,Insurance Premium for July 2024,Fleet Manager
EX0001217,FL002,2024-07-01,Depreciation,92451.0,Depreciation for July 2024,Fleet Manager
EX0001218,FL002,2024-07-01,Miscellaneous,49185.0,Miscellaneous for July 2024,Fleet Manager
EX0001219,FL002,2024-07-01,Communication,29482.0,Communication for July 2024,Fleet Manager
EX0001220,FL002,2024-07-01,Parking / Garage,67213.0,Parking / Garage for July 2024,Fleet Manager
EX0001221,FL003,2024-07-01,Staff Salaries,603929.0,Staff Salaries for July 2024,Fleet Manager
EX0001222,FL003,2024-07-01,Driver Salaries,808766.0,Driver Salaries for July 2024,Fleet Manager
EX0001223,FL003,2024-07-01,Office Rent,96924.0,Office Rent for July 2024,Fleet Manager
EX0001224,FL003,2024-07-01,Utilities,27612.0,Utilities for July 2024,Fleet Manager
EX0001225,FL003,2024-07-01,Marketing,63015.0,Marketing for July 2024,Fleet Manager
EX0001226,FL003,2024-07-01,Insurance Premium,91278.0,Insurance Premium for July 2024,Fleet Manager
EX0001227,FL003,2024-07-01,Depreciation,132359.0,Depreciation for July 2024,Fleet Manager
EX0001228,FL003,2024-07-01,Miscellaneous,66657.0,Miscellaneous for July 2024,Fleet Manager
EX0001229,FL003,2024-07-01,Communication,31093.0,Communication for July 2024,Fleet Manager
EX0001230,FL003,2024-07-01,Parking / Garage,96236.0,Parking / Garage for July 2024,Fleet Manager
EX0001231,FL004,2024-07-01,Staff Salaries,437691.0,Staff Salaries for July 2024,Fleet Manager
EX0001232,FL004,2024-07-01,Driver Salaries,926082.0,Driver Salaries for July 2024,Fleet Manager
EX0001233,FL004,2024-07-01,Office Rent,115991.0,Office Rent for July 2024,Fleet Manager
EX0001234,FL004,2024-07-01,Utilities,25280.0,Utilities for July 2024,Fleet Manager
EX0001235,FL004,2024-07-01,Marketing,47045.0,Marketing for July 2024,Fleet Manager
EX0001236,FL004,2024-07-01,Insurance Premium,87754.0,Insurance Premium for July 2024,Fleet Manager
EX0001237,FL004,2024-07-01,Depreciation,111125.0,Depreciation for July 2024,Fleet Manager
EX0001238,FL004,2024-07-01,Miscellaneous,50760.0,Miscellaneous for July 2024,Fleet Manager
EX0001239,FL004,2024-07-01,Communication,28455.0,Communication for July 2024,Fleet Manager
EX0001240,FL004,2024-07-01,Parking / Garage,74502.0,Parking / Garage for July 2024,Fleet Manager
EX0001241,FL001,2024-08-01,Staff Salaries,583334.0,Staff Salaries for August 2024,Fleet Manager
EX0001242,FL001,2024-08-01,Driver Salaries,571471.0,Driver Salaries for August 2024,Fleet Manager
EX0001243,FL001,2024-08-01,Office Rent,99936.0,Office Rent for August 2024,Fleet Manager
EX0001244,FL001,2024-08-01,Utilities,25281.0,Utilities for August 2024,Fleet Manager
EX0001245,FL001,2024-08-01,Marketing,39391.0,Marketing for August 2024,Fleet Manager
EX0001246,FL001,2024-08-01,Insurance Premium,81689.0,Insurance Premium for August 2024,Fleet Manager
EX0001247,FL001,2024-08-01,Depreciation,79123.0,Depreciation for August 2024,Fleet Manager
EX0001248,FL001,2024-08-01,Miscellaneous,48277.0,Miscellaneous for August 2024,Fleet Manager
EX0001249,FL001,2024-08-01,Communication,22222.0,Communication for August 2024,Fleet Manager
EX0001250,FL001,2024-08-01,Parking / Garage,78706.0,Parking / Garage for August 2024,Fleet Manager
EX0001251,FL002,2024-08-01,Staff Salaries,514565.0,Staff Salaries for August 2024,Fleet Manager
EX0001252,FL002,2024-08-01,Driver Salaries,811148.0,Driver Salaries for August 2024,Fleet Manager
EX0001253,FL002,2024-08-01,Office Rent,102077.0,Office Rent for August 2024,Fleet Manager
EX0001254,FL002,2024-08-01,Utilities,31671.0,Utilities for August 2024,Fleet Manager
EX0001255,FL002,2024-08-01,Marketing,61761.0,Marketing for August 2024,Fleet Manager
EX0001256,FL002,2024-08-01,Insurance Premium,89177.0,Insurance Premium for August 2024,Fleet Manager
EX0001257,FL002,2024-08-01,Depreciation,105502.0,Depreciation for August 2024,Fleet Manager
EX0001258,FL002,2024-08-01,Miscellaneous,59673.0,Miscellaneous for August 2024,Fleet Manager
EX0001259,FL002,2024-08-01,Communication,22645.0,Communication for August 2024,Fleet Manager
EX0001260,FL002,2024-08-01,Parking / Garage,67513.0,Parking / Garage for August 2024,Fleet Manager
EX0001261,FL003,2024-08-01,Staff Salaries,629921.0,Staff Salaries for August 2024,Fleet Manager
EX0001262,FL003,2024-08-01,Driver Salaries,842779.0,Driver Salaries for August 2024,Fleet Manager
EX0001263,FL003,2024-08-01,Office Rent,106980.0,Office Rent for August 2024,Fleet Manager
EX0001264,FL003,2024-08-01,Utilities,29094.0,Utilities for August 2024,Fleet Manager
EX0001265,FL003,2024-08-01,Marketing,64044.0,Marketing for August 2024,Fleet Manager
EX0001266,FL003,2024-08-01,Insurance Premium,81680.0,Insurance Premium for August 2024,Fleet Manager
EX0001267,FL003,2024-08-01,Depreciation,118539.0,Depreciation for August 2024,Fleet Manager
EX0001268,FL003,2024-08-01,Miscellaneous,70706.0,Miscellaneous for August 2024,Fleet Manager
EX0001269,FL003,2024-08-01,Communication,29483.0,Communication for August 2024,Fleet Manager
EX0001270,FL003,2024-08-01,Parking / Garage,83584.0,Parking / Garage for August 2024,Fleet Manager
EX0001271,FL004,2024-08-01,Staff Salaries,456666.0,Staff Salaries for August 2024,Fleet Manager
EX0001272,FL004,2024-08-01,Driver Salaries,945576.0,Driver Salaries for August 2024,Fleet Manager
EX0001273,FL004,2024-08-01,Office Rent,113207.0,Office Rent for August 2024,Fleet Manager
EX0001274,FL004,2024-08-01,Utilities,29988.0,Utilities for August 2024,Fleet Manager
EX0001275,FL004,2024-08-01,Marketing,52274.0,Marketing for August 2024,Fleet Manager
EX0001276,FL004,2024-08-01,Insurance Premium,92315.0,Insurance Premium for August 2024,Fleet Manager
EX0001277,FL004,2024-08-01,Depreciation,92349.0,Depreciation for August 2024,Fleet Manager
EX0001278,FL004,2024-08-01,Miscellaneous,54989.0,Miscellaneous for August 2024,Fleet Manager
EX0001279,FL004,2024-08-01,Communication,23762.0,Communication for August 2024,Fleet Manager
EX0001280,FL004,2024-08-01,Parking / Garage,88762.0,Parking / Garage for August 2024,Fleet Manager
EX0001281,FL001,2024-09-01,Staff Salaries,591250.0,Staff Salaries for September 2024,Fleet Manager
EX0001282,FL001,2024-09-01,Driver Salaries,542549.0,Driver Salaries for September 2024,Fleet Manager
EX0001283,FL001,2024-09-01,Office Rent,85832.0,Office Rent for September 2024,Fleet Manager
EX0001284,FL001,2024-09-01,Utilities,19154.0,Utilities for September 2024,Fleet Manager
EX0001285,FL001,2024-09-01,Marketing,50179.0,Marketing for September 2024,Fleet Manager
EX0001286,FL001,2024-09-01,Insurance Premium,74657.0,Insurance Premium for September 2024,Fleet Manager
EX0001287,FL001,2024-09-01,Depreciation,108660.0,Depreciation for September 2024,Fleet Manager
EX0001288,FL001,2024-09-01,Miscellaneous,41768.0,Miscellaneous for September 2024,Fleet Manager
EX0001289,FL001,2024-09-01,Communication,19296.0,Communication for September 2024,Fleet Manager
EX0001290,FL001,2024-09-01,Parking / Garage,70784.0,Parking / Garage for September 2024,Fleet Manager
EX0001291,FL002,2024-09-01,Staff Salaries,508158.0,Staff Salaries for September 2024,Fleet Manager
EX0001292,FL002,2024-09-01,Driver Salaries,837456.0,Driver Salaries for September 2024,Fleet Manager
EX0001293,FL002,2024-09-01,Office Rent,118481.0,Office Rent for September 2024,Fleet Manager
EX0001294,FL002,2024-09-01,Utilities,30813.0,Utilities for September 2024,Fleet Manager
EX0001295,FL002,2024-09-01,Marketing,44905.0,Marketing for September 2024,Fleet Manager
EX0001296,FL002,2024-09-01,Insurance Premium,81019.0,Insurance Premium for September 2024,Fleet Manager
EX0001297,FL002,2024-09-01,Depreciation,124239.0,Depreciation for September 2024,Fleet Manager
EX0001298,FL002,2024-09-01,Miscellaneous,63536.0,Miscellaneous for September 2024,Fleet Manager
EX0001299,FL002,2024-09-01,Communication,23505.0,Communication for September 2024,Fleet Manager
EX0001300,FL002,2024-09-01,Parking / Garage,83082.0,Parking / Garage for September 2024,Fleet Manager
EX0001301,FL003,2024-09-01,Staff Salaries,648442.0,Staff Salaries for September 2024,Fleet Manager
EX0001302,FL003,2024-09-01,Driver Salaries,858929.0,Driver Salaries for September 2024,Fleet Manager
EX0001303,FL003,2024-09-01,Office Rent,136880.0,Office Rent for September 2024,Fleet Manager
EX0001304,FL003,2024-09-01,Utilities,31420.0,Utilities for September 2024,Fleet Manager
EX0001305,FL003,2024-09-01,Marketing,61391.0,Marketing for September 2024,Fleet Manager
EX0001306,FL003,2024-09-01,Insurance Premium,98004.0,Insurance Premium for September 2024,Fleet Manager
EX0001307,FL003,2024-09-01,Depreciation,105184.0,Depreciation for September 2024,Fleet Manager
EX0001308,FL003,2024-09-01,Miscellaneous,60330.0,Miscellaneous for September 2024,Fleet Manager
EX0001309,FL003,2024-09-01,Communication,32183.0,Communication for September 2024,Fleet Manager
EX0001310,FL003,2024-09-01,Parking / Garage,88153.0,Parking / Garage for September 2024,Fleet Manager
EX0001311,FL004,2024-09-01,Staff Salaries,436309.0,Staff Salaries for September 2024,Fleet Manager
EX0001312,FL004,2024-09-01,Driver Salaries,927581.0,Driver Salaries for September 2024,Fleet Manager
EX0001313,FL004,2024-09-01,Office Rent,97702.0,Office Rent for September 2024,Fleet Manager
EX0001314,FL004,2024-09-01,Utilities,23743.0,Utilities for September 2024,Fleet Manager
EX0001315,FL004,2024-09-01,Marketing,46336.0,Marketing for September 2024,Fleet Manager
EX0001316,FL004,2024-09-01,Insurance Premium,90180.0,Insurance Premium for September 2024,Fleet Manager
EX0001317,FL004,2024-09-01,Depreciation,124871.0,Depreciation for September 2024,Fleet Manager
EX0001318,FL004,2024-09-01,Miscellaneous,51883.0,Miscellaneous for September 2024,Fleet Manager
EX0001319,FL004,2024-09-01,Communication,31485.0,Communication for September 2024,Fleet Manager
EX0001320,FL004,2024-09-01,Parking / Garage,69738.0,Parking / Garage for September 2024,Fleet Manager
EX0001321,FL001,2024-10-01,Staff Salaries,588263.0,Staff Salaries for October 2024,Fleet Manager
EX0001322,FL001,2024-10-01,Driver Salaries,563871.0,Driver Salaries for October 2024,Fleet Manager
EX0001323,FL001,2024-10-01,Office Rent,81722.0,Office Rent for October 2024,Fleet Manager
EX0001324,FL001,2024-10-01,Utilities,25102.0,Utilities for October 2024,Fleet Manager
EX0001325,FL001,2024-10-01,Marketing,46048.0,Marketing for October 2024,Fleet Manager
EX0001326,FL001,2024-10-01,Insurance Premium,58733.0,Insurance Premium for October 2024,Fleet Manager
EX0001327,FL001,2024-10-01,Depreciation,83901.0,Depreciation for October 2024,Fleet Manager
EX0001328,FL001,2024-10-01,Miscellaneous,44033.0,Miscellaneous for October 2024,Fleet Manager
EX0001329,FL001,2024-10-01,Communication,21727.0,Communication for October 2024,Fleet Manager
EX0001330,FL001,2024-10-01,Parking / Garage,78644.0,Parking / Garage for October 2024,Fleet Manager
EX0001331,FL002,2024-10-01,Staff Salaries,507564.0,Staff Salaries for October 2024,Fleet Manager
EX0001332,FL002,2024-10-01,Driver Salaries,862513.0,Driver Salaries for October 2024,Fleet Manager
EX0001333,FL002,2024-10-01,Office Rent,98508.0,Office Rent for October 2024,Fleet Manager
EX0001334,FL002,2024-10-01,Utilities,27142.0,Utilities for October 2024,Fleet Manager
EX0001335,FL002,2024-10-01,Marketing,43052.0,Marketing for October 2024,Fleet Manager
EX0001336,FL002,2024-10-01,Insurance Premium,71773.0,Insurance Premium for October 2024,Fleet Manager
EX0001337,FL002,2024-10-01,Depreciation,97606.0,Depreciation for October 2024,Fleet Manager
EX0001338,FL002,2024-10-01,Miscellaneous,58566.0,Miscellaneous for October 2024,Fleet Manager
EX0001339,FL002,2024-10-01,Communication,26716.0,Communication for October 2024,Fleet Manager
EX0001340,FL002,2024-10-01,Parking / Garage,69823.0,Parking / Garage for October 2024,Fleet Manager
EX0001341,FL003,2024-10-01,Staff Salaries,602743.0,Staff Salaries for October 2024,Fleet Manager
EX0001342,FL003,2024-10-01,Driver Salaries,824044.0,Driver Salaries for October 2024,Fleet Manager
EX0001343,FL003,2024-10-01,Office Rent,137761.0,Office Rent for October 2024,Fleet Manager
EX0001344,FL003,2024-10-01,Utilities,31283.0,Utilities for October 2024,Fleet Manager
EX0001345,FL003,2024-10-01,Marketing,59717.0,Marketing for October 2024,Fleet Manager
EX0001346,FL003,2024-10-01,Insurance Premium,74019.0,Insurance Premium for October 2024,Fleet Manager
EX0001347,FL003,2024-10-01,Depreciation,103215.0,Depreciation for October 2024,Fleet Manager
EX0001348,FL003,2024-10-01,Miscellaneous,67508.0,Miscellaneous for October 2024,Fleet Manager
EX0001349,FL003,2024-10-01,Communication,25059.0,Communication for October 2024,Fleet Manager
EX0001350,FL003,2024-10-01,Parking / Garage,93522.0,Parking / Garage for October 2024,Fleet Manager
EX0001351,FL004,2024-10-01,Staff Salaries,459605.0,Staff Salaries for October 2024,Fleet Manager
EX0001352,FL004,2024-10-01,Driver Salaries,960278.0,Driver Salaries for October 2024,Fleet Manager
EX0001353,FL004,2024-10-01,Office Rent,93052.0,Office Rent for October 2024,Fleet Manager
EX0001354,FL004,2024-10-01,Utilities,25497.0,Utilities for October 2024,Fleet Manager
EX0001355,FL004,2024-10-01,Marketing,62465.0,Marketing for October 2024,Fleet Manager
EX0001356,FL004,2024-10-01,Insurance Premium,78949.0,Insurance Premium for October 2024,Fleet Manager
EX0001357,FL004,2024-10-01,Depreciation,107056.0,Depreciation for October 2024,Fleet Manager
EX0001358,FL004,2024-10-01,Miscellaneous,49921.0,Miscellaneous for October 2024,Fleet Manager
EX0001359,FL004,2024-10-01,Communication,32105.0,Communication for October 2024,Fleet Manager
EX0001360,FL004,2024-10-01,Parking / Garage,78588.0,Parking / Garage for October 2024,Fleet Manager
EX0001361,FL001,2024-11-01,Staff Salaries,620248.0,Staff Salaries for November 2024,Fleet Manager
EX0001362,FL001,2024-11-01,Driver Salaries,537249.0,Driver Salaries for November 2024,Fleet Manager
EX0001363,FL001,2024-11-01,Office Rent,101444.0,Office Rent for November 2024,Fleet Manager
EX0001364,FL001,2024-11-01,Utilities,27297.0,Utilities for November 2024,Fleet Manager
EX0001365,FL001,2024-11-01,Marketing,53715.0,Marketing for November 2024,Fleet Manager
EX0001366,FL001,2024-11-01,Insurance Premium,71561.0,Insurance Premium for November 2024,Fleet Manager
EX0001367,FL001,2024-11-01,Depreciation,96536.0,Depreciation for November 2024,Fleet Manager
EX0001368,FL001,2024-11-01,Miscellaneous,53073.0,Miscellaneous for November 2024,Fleet Manager
EX0001369,FL001,2024-11-01,Communication,21926.0,Communication for November 2024,Fleet Manager
EX0001370,FL001,2024-11-01,Parking / Garage,67375.0,Parking / Garage for November 2024,Fleet Manager
EX0001371,FL002,2024-11-01,Staff Salaries,492075.0,Staff Salaries for November 2024,Fleet Manager
EX0001372,FL002,2024-11-01,Driver Salaries,846237.0,Driver Salaries for November 2024,Fleet Manager
EX0001373,FL002,2024-11-01,Office Rent,95827.0,Office Rent for November 2024,Fleet Manager
EX0001374,FL002,2024-11-01,Utilities,23833.0,Utilities for November 2024,Fleet Manager
EX0001375,FL002,2024-11-01,Marketing,58115.0,Marketing for November 2024,Fleet Manager
EX0001376,FL002,2024-11-01,Insurance Premium,78885.0,Insurance Premium for November 2024,Fleet Manager
EX0001377,FL002,2024-11-01,Depreciation,118338.0,Depreciation for November 2024,Fleet Manager
EX0001378,FL002,2024-11-01,Miscellaneous,47819.0,Miscellaneous for November 2024,Fleet Manager
EX0001379,FL002,2024-11-01,Communication,31388.0,Communication for November 2024,Fleet Manager
EX0001380,FL002,2024-11-01,Parking / Garage,86940.0,Parking / Garage for November 2024,Fleet Manager
EX0001381,FL003,2024-11-01,Staff Salaries,605324.0,Staff Salaries for November 2024,Fleet Manager
EX0001382,FL003,2024-11-01,Driver Salaries,888956.0,Driver Salaries for November 2024,Fleet Manager
EX0001383,FL003,2024-11-01,Office Rent,102001.0,Office Rent for November 2024,Fleet Manager
EX0001384,FL003,2024-11-01,Utilities,28459.0,Utilities for November 2024,Fleet Manager
EX0001385,FL003,2024-11-01,Marketing,64207.0,Marketing for November 2024,Fleet Manager
EX0001386,FL003,2024-11-01,Insurance Premium,90086.0,Insurance Premium for November 2024,Fleet Manager
EX0001387,FL003,2024-11-01,Depreciation,98665.0,Depreciation for November 2024,Fleet Manager
EX0001388,FL003,2024-11-01,Miscellaneous,47642.0,Miscellaneous for November 2024,Fleet Manager
EX0001389,FL003,2024-11-01,Communication,32884.0,Communication for November 2024,Fleet Manager
EX0001390,FL003,2024-11-01,Parking / Garage,98463.0,Parking / Garage for November 2024,Fleet Manager
EX0001391,FL004,2024-11-01,Staff Salaries,443006.0,Staff Salaries for November 2024,Fleet Manager
EX0001392,FL004,2024-11-01,Driver Salaries,922715.0,Driver Salaries for November 2024,Fleet Manager
EX0001393,FL004,2024-11-01,Office Rent,97619.0,Office Rent for November 2024,Fleet Manager
EX0001394,FL004,2024-11-01,Utilities,23393.0,Utilities for November 2024,Fleet Manager
EX0001395,FL004,2024-11-01,Marketing,66708.0,Marketing for November 2024,Fleet Manager
EX0001396,FL004,2024-11-01,Insurance Premium,93886.0,Insurance Premium for November 2024,Fleet Manager
EX0001397,FL004,2024-11-01,Depreciation,126689.0,Depreciation for November 2024,Fleet Manager
