trip_id,fleet_id,vehicle_id,driver_id,customer_id,booking_type,booking_datetime,pickup_datetime,dropoff_datetime,duration_days,pickup_city,dropoff_city,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,distance_km,trip_fare_pkr,driver_allowance_pkr,with_driver,self_drive,status,cancellation_reason
TR010403,FL003,VH00013,DR0023,CU00500,City Ride,2022-12-09 10:45:00,2022-12-09 11:31:00,2022-12-10 10:33:24,0.96,Islamabad,Islamabad,33.68038,73.041009,33.700485,73.02744,37.5,31355.0,2811.0,True,False,Completed,
TR010404,FL004,VH00086,DR0049,CU00066,Corporate,2026-05-28 10:30:00,2026-05-28 11:02:00,2026-05-30 09:50:00,1.95,Abbottabad,Abbottabad,34.137676,73.213392,34.166501,73.22734,56.5,15685.0,785.0,True,False,Completed,
TR010405,FL004,VH00101,DR0056,CU01617,Wedding,2026-01-14 17:46:00,2026-01-14 19:14:00,2026-01-15 22:35:36,1.14,Islamabad,Rawalpindi,33.675845,73.041836,33.567581,73.004933,15.1,8153.0,1579.0,True,False,Completed,
TR010406,FL001,VH00073,,CU01865,Intercity,2025-12-14 12:25:00,2025-12-14 15:02:00,2025-12-16 00:23:36,1.39,Islamabad,Karachi,33.680864,73.056564,24.872273,67.009113,0.0,14944.0,0.0,False,True,Cancelled,No Show
TR010407,FL002,VH00071,DR0012,CU00515,Monthly Contract,2026-01-10 17:29:00,2026-01-10 19:42:00,2026-02-11 03:37:12,31.33,Islamabad,Islamabad,33.700672,73.034597,33.697815,73.059818,27.7,234633.0,2958.0,True,False,Completed,
TR010408,FL001,VH00073,DR0007,CU00511,Airport Transfer,2025-04-11 08:15:00,2025-04-11 12:13:00,2025-04-11 20:51:24,0.36,Lahore,Islamabad,31.50986,74.35566,33.686023,73.045892,367.1,15991.0,901.0,True,False,Completed,
TR010409,FL002,VH00059,DR0025,CU01591,Airport Transfer,2022-01-19 15:07:00,2022-01-19 16:36:00,2022-01-19 21:38:24,0.21,Islamabad,Lahore,33.685453,73.050019,31.508227,74.349348,371.7,32444.0,795.0,True,False,Completed,
TR010410,FL001,VH00049,,CU00517,City Ride,2026-02-07 17:12:00,2026-02-07 19:36:00,2026-02-08 17:12:00,0.9,Peshawar,Karachi,33.994342,71.522725,24.881307,67.02346,1440.2,53268.0,0.0,False,True,Completed,
TR010411,FL003,VH00005,DR0057,CU00510,Airport Transfer,2026-04-09 14:48:00,2026-04-09 16:20:00,2026-04-10 00:29:36,0.34,Murree,Islamabad,33.896113,73.393534,33.693643,73.05395,70.8,8426.0,550.0,True,False,Completed,
TR010412,FL003,VH00054,DR0027,CU01522,City Ride,2026-03-20 16:12:00,2026-03-20 18:46:00,2026-03-21 17:19:36,0.94,Islamabad,Islamabad,33.684925,73.04518,33.689111,73.047851,41.9,152562.0,693.0,True,False,Completed,
TR010413,FL003,VH00063,DR0025,CU00169,Tourism / Northern Areas,2022-06-05 10:18:00,2022-06-05 12:11:00,2022-06-12 19:23:00,7.3,Karachi,Gujranwala,24.860048,66.992032,32.17285,74.205681,1397.9,184349.0,2337.0,True,False,Completed,
TR010414,FL002,VH00094,DR0003,CU00776,Tourism / Northern Areas,2022-11-12 04:02:00,2022-11-12 05:40:00,2022-11-20 15:16:00,8.4,Karachi,Karachi,24.871879,66.993137,24.860458,67.011158,77.8,69382.0,1395.0,True,False,Completed,
TR010415,FL001,VH00032,,CU00602,Airport Transfer,2026-04-17 17:28:00,2026-04-17 18:25:00,2026-04-18 02:05:48,0.32,Islamabad,Lahore,33.690699,73.055427,31.507729,74.365248,0.0,4487.0,0.0,False,True,Cancelled,Customer Request
TR010416,FL001,VH00045,DR0058,CU01067,City Ride,2026-05-27 19:12:00,2026-05-27 20:14:00,2026-05-28 13:45:12,0.73,Rawalpindi,Karachi,33.561452,73.008741,24.843593,67.000114,1468.7,111953.0,2316.0,True,False,Completed,
TR010417,FL003,VH00028,DR0059,CU01761,City Ride,2024-08-09 09:48:00,2024-08-09 10:48:00,2024-08-10 07:12:00,0.85,Lahore,Islamabad,31.532809,74.379862,33.683221,73.055493,0.0,144.0,931.0,True,False,Cancelled,Customer Request
TR010418,FL004,VH00113,DR0028,CU00475,Corporate,2026-05-01 08:09:00,2026-05-01 09:07:00,2026-05-07 17:02:12,6.33,Islamabad,Islamabad,33.689513,73.028143,33.683698,73.055704,22.0,129987.0,1218.0,True,False,Completed,
TR010419,FL002,VH00015,DR0021,CU01555,Monthly Contract,2026-01-16 03:28:00,2026-01-16 05:24:00,2026-02-13 12:07:12,28.28,Rawalpindi,Islamabad,33.557459,73.019499,33.67129,73.058951,15.7,290997.0,1579.0,True,False,In Progress,
TR010420,FL004,VH00095,DR0022,CU01538,City Ride,2025-04-25 10:46:00,2025-04-25 14:23:00,2025-04-25 22:18:12,0.33,Murree,Murree,33.912853,73.384081,33.902274,73.381289,0.0,2097.0,984.0,True,False,Cancelled,
TR010421,FL001,VH00003,,CU00812,City Ride,2026-03-03 11:08:00,2026-03-03 12:32:00,2026-03-04 10:08:00,0.9,Murree,Murree,33.901906,73.394273,33.913905,73.396345,55.8,15396.0,0.0,False,True,Completed,
TR010422,FL003,VH00054,DR0023,CU00279,Corporate,2026-06-26 16:19:00,2026-06-26 17:15:00,2026-06-26 23:15:00,5.73,Islamabad,Islamabad,33.679741,73.045911,33.684136,73.058001,47.0,888296.0,2429.0,True,False,Completed,
TR010423,FL001,VH00041,DR0035,CU00497,Intercity,2024-07-24 19:20:00,2024-07-24 20:12:00,2024-07-25 20:12:00,1.0,Islamabad,Gujranwala,33.692619,73.036712,32.198777,74.195532,257.2,19681.0,1632.0,True,False,Completed,
TR010424,FL002,VH00080,DR0057,CU01458,City Ride,2024-10-21 17:29:00,2024-10-21 18:31:00,2024-10-22 15:52:36,0.89,Karachi,Karachi,24.86551,67.007744,24.851823,66.981414,63.1,16177.0,631.0,True,False,Completed,
TR010425,FL001,VH00016,DR0060,CU00224,Wedding,2025-01-01 08:13:00,2025-01-01 11:03:00,2025-01-04 03:07:48,2.67,Karachi,Karachi,24.847873,67.004128,24.868244,66.998293,71.7,19674.0,1468.0,True,False,Completed,
TR010426,FL003,VH00020,,CU01587,City Ride,2022-10-05 21:29:00,2022-10-05 23:56:00,2022-10-06 20:48:48,0.87,Multan,Multan,30.157013,71.522725,30.166698,71.532799,77.4,6951.0,0.0,False,True,Completed,
TR010427,FL002,VH00002,DR0022,CU01416,Airport Transfer,2026-06-10 18:15:00,2026-06-10 19:26:00,2026-06-11 06:28:24,0.46,Islamabad,Islamabad,33.673826,73.043673,33.69359,73.051724,40.9,20086.0,2365.0,True,False,Completed,
TR010428,FL001,VH00112,DR0041,CU00373,City Ride,2025-06-01 10:06:00,2025-06-01 12:54:00,2025-06-02 09:46:48,0.87,Rawalpindi,Rawalpindi,33.586264,73.013823,33.579021,73.024057,72.7,7672.0,1042.0,True,False,In Progress,
TR010429,FL001,VH00106,DR0054,CU00003,Corporate,2024-12-06 09:50:00,2024-12-06 10:24:00,2024-12-13 04:24:00,6.75,Islamabad,Islamabad,33.693744,73.042932,33.677259,73.033582,0.0,2361.0,1268.0,True,False,Cancelled,
TR010430,FL001,VH00031,DR0031,CU01245,Corporate,2025-07-10 20:29:00,2025-07-10 23:51:00,2025-07-12 13:31:48,1.57,Karachi,Karachi,24.859411,66.999163,24.857776,67.009775,0.0,4465.0,2860.0,True,False,Cancelled,No Show
TR010431,FL001,VH00012,DR0016,CU00382,Tourism / Northern Areas,2025-05-06 08:25:00,2025-05-06 10:58:00,2025-05-15 18:53:12,9.33,Karachi,Karachi,24.864995,67.013464,24.863411,66.994216,0.0,17718.0,2072.0,True,False,Cancelled,Driver Unavailable
TR010432,FL003,VH00083,DR0055,CU00465,Airport Transfer,2025-11-13 19:17:00,2025-11-13 21:21:00,2025-11-14 04:04:12,0.28,Lahore,Islamabad,31.505151,74.356005,33.67822,73.06112,395.2,14582.0,1999.0,True,False,Completed,
TR010433,FL001,VH00031,DR0051,CU01187,Corporate,2023-02-05 17:15:00,2023-02-05 20:17:00,2023-02-08 01:05:00,2.2,Lahore,Lahore,31.529053,74.383347,31.527427,74.366928,39.9,77836.0,2826.0,True,False,Completed,
TR010434,FL001,VH00087,DR0002,CU01659,City Ride,2023-10-17 16:55:00,2023-10-17 19:19:00,2023-10-18 18:21:24,0.96,Islamabad,Islamabad,33.690071,73.06745,33.689831,73.047544,21.1,11566.0,2449.0,True,False,Completed,
TR010435,FL003,VH00114,DR0020,CU01257,City Ride,2025-08-11 19:06:00,2025-08-11 20:59:00,2025-08-12 11:51:48,0.62,Islamabad,Islamabad,33.69221,73.048157,33.673127,73.061655,0.0,2420.0,2894.0,True,False,Cancelled,
TR010436,FL002,VH00027,DR0049,CU01330,Tourism / Northern Areas,2022-08-18 17:38:00,2022-08-18 20:35:00,2022-08-26 02:35:00,7.25,Lahore,Islamabad,31.520723,74.341883,33.696724,73.043213,390.5,91115.0,2774.0,True,False,In Progress,
TR010437,FL001,VH00076,DR0041,CU00206,Intercity,2022-10-19 08:44:00,2022-10-19 11:07:00,2022-10-21 14:43:00,2.15,Islamabad,Murree,33.704198,73.032661,33.91909,73.409741,70.3,29319.0,2882.0,True,False,Completed,
TR010438,FL001,VH00017,DR0025,CU01960,Intercity,2026-02-19 21:19:00,2026-02-20 00:11:00,2026-02-21 18:54:12,1.78,Islamabad,Faisalabad,33.688601,73.058522,31.451448,73.129181,323.1,19655.0,2062.0,True,False,Completed,
TR010439,FL001,VH00012,,CU00172,City Ride,2025-12-21 00:11:00,2025-12-21 01:53:00,2025-12-21 23:43:24,0.91,Peshawar,Peshawar,34.012397,71.518155,34.016382,71.51728,45.8,8015.0,0.0,False,True,Completed,
TR010440,FL001,VH00089,DR0012,CU00630,City Ride,2022-07-13 22:16:00,2022-07-14 01:54:00,2022-07-15 01:10:48,0.97,Karachi,Karachi,24.861807,67.018934,24.861613,67.007357,57.3,18711.0,2479.0,True,False,Completed,
TR010441,FL001,VH00025,DR0057,CU01015,Airport Transfer,2025-06-20 08:18:00,2025-06-20 10:02:00,2025-06-20 14:35:36,0.19,Karachi,Islamabad,24.863509,67.010103,33.67973,73.056721,1442.7,53660.0,844.0,True,False,Completed,
TR010442,FL002,VH00059,DR0004,CU01576,Intercity,2025-03-11 12:44:00,2025-03-11 13:55:00,2025-03-13 08:09:24,1.76,Karachi,Multan,24.881469,67.003441,30.181884,71.513681,960.3,121072.0,618.0,True,False,Completed,
TR010443,FL004,VH00096,,CU01010,Wedding,2026-03-16 15:03:00,2026-03-16 15:38:00,2026-03-17 21:09:12,1.23,Murree,Murree,33.919118,73.38971,33.904965,73.382853,35.2,6293.0,0.0,False,True,Completed,
TR010444,FL002,VH00059,,CU01390,Corporate,2023-09-15 07:41:00,2023-09-15 08:28:00,2023-09-16 09:54:24,1.06,Lahore,Quetta,31.532993,74.360782,30.184891,66.976115,936.4,97981.0,0.0,False,True,Completed,
TR010445,FL001,VH00098,DR0052,CU01651,Corporate,2026-02-14 10:36:00,2026-02-14 13:01:00,2026-02-18 07:29:48,3.77,Karachi,Rawalpindi,24.861722,67.013385,33.563269,73.005034,1468.7,120820.0,1947.0,True,False,Completed,
TR010446,FL002,VH00097,,CU00192,City Ride,2025-12-04 17:39:00,2025-12-04 19:43:00,2025-12-05 06:02:12,0.43,Lahore,Lahore,31.513782,74.33537,31.520515,74.376141,37.3,16387.0,0.0,False,True,In Progress,
TR010447,FL001,VH00073,DR0004,CU01024,Intercity,2024-06-06 17:37:00,2024-06-06 20:55:00,2024-06-09 12:45:24,2.66,Lahore,Quetta,31.537119,74.348499,30.175975,66.975168,936.4,68423.0,774.0,True,False,Completed,
TR010448,FL003,VH00048,,CU00795,Monthly Contract,2025-07-02 23:32:00,2025-07-03 00:31:00,2025-08-05 03:23:48,33.12,Islamabad,Islamabad,33.684234,73.057096,33.675672,73.053007,46.2,370839.0,0.0,False,True,In Progress,
TR010449,FL001,VH00031,DR0012,CU00018,Corporate,2026-01-16 18:54:00,2026-01-16 21:31:00,2026-01-18 20:19:00,1.95,Karachi,Karachi,24.868424,67.003893,24.869568,66.988676,50.6,69905.0,2621.0,True,False,Completed,
TR010450,FL003,VH00021,DR0054,CU01414,Airport Transfer,2023-04-07 19:02:00,2023-04-07 21:40:00,2023-04-08 02:13:36,0.19,Faisalabad,Islamabad,31.463538,73.138925,33.687561,73.053002,323.1,14856.0,1706.0,True,False,Completed,
TR010451,FL001,VH00084,DR0020,CU00323,Airport Transfer,2023-02-07 17:49:00,2023-02-07 20:59:00,2023-02-08 01:47:00,0.2,Peshawar,Islamabad,34.018473,71.522266,33.692485,73.050998,177.0,7663.0,1921.0,True,False,Completed,
TR010452,FL003,VH00060,DR0031,CU01299,Intercity,2025-02-17 19:15:00,2025-02-17 19:46:00,2025-02-20 09:12:24,2.56,Lahore,Faisalabad,31.502488,74.357109,31.467208,73.157605,124.5,60792.0,1540.0,True,False,Completed,
TR010453,FL003,VH00026,,CU00252,Corporate,2024-09-28 15:23:00,2024-09-28 16:39:00,2024-10-05 01:17:24,6.36,Islamabad,Peshawar,33.692411,73.037646,34.012826,71.540546,170.5,28459.0,0.0,False,True,Completed,
TR010454,FL001,VH00019,DR0033,CU01930,Airport Transfer,2025-10-28 14:47:00,2025-10-28 15:55:00,2025-10-29 02:14:12,0.43,Lahore,Islamabad,31.504774,74.373507,33.676598,73.040506,0.0,1140.0,945.0,True,False,Cancelled,Driver Unavailable
TR010455,FL004,VH00029,DR0059,CU00902,Corporate,2026-06-07 14:08:00,2026-06-07 16:47:00,2026-06-11 12:56:36,3.84,Peshawar,Multan,34.011009,71.528623,30.152566,71.511783,557.6,67622.0,614.0,True,False,Completed,
TR010456,FL001,VH00091,DR0038,CU01043,Intercity,2026-02-26 21:46:00,2026-02-26 23:48:00,2026-02-28 16:07:12,1.68,Lahore,Multan,31.521699,74.365002,30.168076,71.523984,330.8,17778.0,2181.0,True,False,Completed,
TR010457,FL002,VH00110,DR0010,CU01370,City Ride,2023-01-02 07:55:00,2023-01-02 08:27:00,2023-01-02 17:34:12,0.38,Karachi,Karachi,24.866249,66.99144,24.874003,67.000205,54.1,13042.0,2228.0,True,False,Completed,
TR010458,FL003,VH00005,,CU00717,City Ride,2024-10-09 16:10:00,2024-10-09 16:50:00,2024-10-10 14:26:00,0.9,Karachi,Nathiagali,24.873488,67.020906,34.050897,73.368652,1552.0,70066.0,0.0,False,True,Completed,
TR010459,FL003,VH00083,,CU00464,Airport Transfer,2026-01-17 16:21:00,2026-01-17 18:53:00,2026-01-18 02:33:48,0.32,Karachi,Lahore,24.861882,67.009037,31.506914,74.351496,1250.6,39036.0,0.0,False,True,Completed,
TR010460,FL001,VH00049,,CU01418,City Ride,2022-03-19 10:09:00,2022-03-19 13:30:00,2022-03-20 03:10:48,0.57,Murree,Rawalpindi,33.895934,73.396769,33.572647,73.010023,66.9,10070.0,0.0,False,True,Completed,
TR010461,FL003,VH00054,DR0060,CU00419,City Ride,2023-12-20 09:48:00,2023-12-20 11:04:00,2023-12-20 19:28:00,0.35,Islamabad,Islamabad,33.684621,73.063056,33.700096,73.05028,14.2,56525.0,626.0,True,False,Completed,
TR010462,FL001,VH00089,,CU00626,City Ride,2022-06-27 14:27:00,2022-06-27 17:26:00,2022-06-28 03:59:36,0.44,Karachi,Karachi,24.861256,66.996763,24.862771,66.981502,58.6,9629.0,0.0,False,True,Completed,
TR010463,FL002,VH00042,DR0053,CU01565,Airport Transfer,2024-10-01 16:45:00,2024-10-01 18:22:00,2024-10-02 02:46:00,0.35,Lahore,Lahore,31.491872,74.364011,31.516319,74.356569,24.1,9746.0,1845.0,True,False,Completed,
TR010464,FL001,VH00108,,CU00923,City Ride,2025-01-13 19:48:00,2025-01-13 21:09:00,2025-01-14 18:59:24,0.91,Islamabad,Islamabad,33.684314,73.038785,33.690117,73.051708,0.0,14485.0,0.0,False,True,Cancelled,
TR010465,FL002,VH00085,DR0002,CU01208,Intercity,2024-07-05 08:41:00,2024-07-05 11:37:00,2024-07-07 09:13:00,1.9,Karachi,Gujranwala,24.859827,67.010095,32.183666,74.189188,1397.9,31578.0,2576.0,True,False,Completed,
TR010466,FL001,VH00052,DR0020,CU00554,City Ride,2026-06-24 17:31:00,2026-06-24 19:33:00,2026-06-25 11:09:00,0.65,Rawalpindi,Rawalpindi,33.550712,73.026234,33.573963,73.013597,59.0,15290.0,1065.0,True,False,Completed,
TR010467,FL003,VH00063,DR0044,CU00849,City Ride,2026-01-09 21:12:00,2026-01-09 22:16:00,2026-01-10 10:16:00,0.5,Karachi,Rawalpindi,24.859207,67.012595,33.557697,73.014582,1468.7,60680.0,2425.0,True,False,Completed,
TR010468,FL002,VH00068,DR0019,CU01520,Corporate,2023-10-24 16:24:00,2023-10-24 17:28:00,2023-10-26 04:44:48,1.47,Lahore,Islamabad,31.522493,74.364558,33.671939,73.046951,394.6,23566.0,635.0,True,False,Completed,
TR010469,FL002,VH00022,DR0054,CU00356,Airport Transfer,2022-06-02 17:59:00,2022-06-02 21:39:00,2022-06-03 06:03:00,0.35,Abbottabad,Lahore,34.148831,73.198341,31.517928,74.358623,404.3,8146.0,1020.0,True,False,Completed,
TR010470,FL003,VH00072,DR0046,CU01550,Intercity,2024-01-10 10:51:00,2024-01-10 11:42:00,2024-01-11 22:30:00,1.45,Islamabad,Nathiagali,33.697324,73.047434,34.065154,73.360675,77.5,22664.0,1196.0,True,False,In Progress,
TR010471,FL001,VH00011,DR0023,CU00873,Airport Transfer,2023-07-04 21:29:00,2023-07-04 23:08:00,2023-07-05 08:29:36,0.39,Multan,Islamabad,30.166738,71.516977,33.693333,73.040745,543.0,9790.0,2802.0,True,False,Completed,
TR010472,FL004,VH00029,DR0024,CU01342,Corporate,2023-10-01 19:22:00,2023-10-01 20:06:00,2023-10-05 01:51:36,3.24,Lahore,Nathiagali,31.512093,74.365594,34.053602,73.365817,386.7,54710.0,2529.0,True,False,Completed,
TR010473,FL002,VH00094,DR0008,CU00374,City Ride,2025-03-07 10:02:00,2025-03-07 11:29:00,2025-03-08 10:17:00,0.95,Lahore,Lahore,31.514792,74.354466,31.531416,74.362686,41.2,8430.0,1102.0,True,False,Completed,
TR010474,FL001,VH00012,DR0010,CU01769,Airport Transfer,2026-06-23 07:38:00,2026-06-23 11:11:00,2026-06-23 13:49:24,0.11,Peshawar,Islamabad,34.022898,71.528374,33.686622,73.03784,169.4,3755.0,1002.0,True,False,Completed,
TR010475,FL001,VH00106,DR0053,CU00571,Corporate,2024-12-05 15:49:00,2024-12-05 17:23:00,2024-12-09 14:44:36,3.89,Gujranwala,Rawalpindi,32.190386,74.196246,33.55564,73.002421,0.0,4937.0,1579.0,True,False,Cancelled,No Show
TR010476,FL003,VH00109,,CU00999,Airport Transfer,2026-05-09 17:56:00,2026-05-09 18:42:00,2026-05-10 06:27:36,0.49,Lahore,Islamabad,31.522555,74.351816,33.669549,73.045915,388.2,40481.0,0.0,False,True,Completed,
TR010477,FL004,VH00008,DR0040,CU00778,Event,2025-08-28 11:28:00,2025-08-28 14:21:00,2025-08-30 09:33:00,1.8,Rawalpindi,Rawalpindi,33.556955,73.007089,33.571827,73.002682,14.9,248541.0,1200.0,True,False,Completed,
TR010478,FL002,VH00085,DR0052,CU01370,Airport Transfer,2025-08-06 12:25:00,2025-08-06 13:01:00,2025-08-06 18:17:48,0.22,Islamabad,Islamabad,33.693711,73.02849,33.680588,73.046709,69.6,2272.0,1024.0,True,False,Completed,
TR010479,FL004,VH00029,DR0054,CU00351,Wedding,2026-05-04 17:09:00,2026-05-04 20:22:00,2026-05-06 23:14:48,2.12,Lahore,Rawalpindi,31.523264,74.356588,33.568744,73.010962,337.8,38172.0,631.0,True,False,In Progress,
TR010480,FL001,VH00115,DR0010,CU00875,Tourism / Northern Areas,2023-07-25 17:23:00,2023-07-25 19:27:00,2023-08-01 21:36:36,7.09,Lahore,Lahore,31.526098,74.35744,31.496126,74.370257,0.0,18741.0,2554.0,True,False,Cancelled,Weather
TR010481,FL002,VH00110,DR0022,CU00040,Airport Transfer,2026-06-04 13:55:00,2026-06-04 15:16:00,2026-06-04 21:44:48,0.27,Karachi,Islamabad,24.865728,66.987562,33.676007,73.036988,1424.5,78570.0,2612.0,True,False,Completed,
TR010482,FL002,VH00059,DR0026,CU01759,Monthly Contract,2025-03-02 12:10:00,2025-03-02 14:39:00,2025-03-30 22:34:12,28.33,Lahore,Lahore,31.519176,74.363061,31.539814,74.364405,65.7,642537.0,2792.0,True,False,Completed,
TR010483,FL003,VH00105,,CU00343,Wedding,2026-05-06 22:19:00,2026-05-06 23:44:00,2026-05-08 16:03:12,1.68,Faisalabad,Peshawar,31.437717,73.136948,34.022665,71.513444,419.2,21014.0,0.0,False,True,Completed,
TR010484,FL003,VH00055,DR0027,CU00068,Monthly Contract,2023-05-09 07:53:00,2023-05-09 11:06:00,2023-06-12 09:54:00,33.95,Lahore,Rawalpindi,31.503531,74.36734,33.54819,73.010104,337.8,158739.0,978.0,True,False,Completed,
TR010485,FL003,VH00083,DR0055,CU01310,City Ride,2022-04-24 20:58:00,2022-04-24 21:43:00,2022-04-25 08:16:36,0.44,Peshawar,Peshawar,34.01666,71.515865,34.021713,71.533544,67.5,7416.0,2624.0,True,False,Completed,
TR010486,FL004,VH00061,DR0013,CU01822,Intercity,2024-05-22 09:39:00,2024-05-22 12:50:00,2024-05-24 04:11:36,1.64,Islamabad,Rawalpindi,33.682813,73.041003,33.562826,73.024004,14.6,13107.0,1849.0,True,False,Completed,
TR010487,FL004,VH00029,DR0057,CU00107,Corporate,2024-02-15 09:49:00,2024-02-15 10:43:00,2024-02-16 14:47:48,1.17,Lahore,Karachi,31.512695,74.368127,24.882854,67.004052,1217.4,49934.0,2056.0,True,False,Completed,
TR010488,FL001,VH00046,,CU01418,Airport Transfer,2026-01-22 06:32:00,2026-01-22 10:15:00,2026-01-22 17:41:24,0.31,Islamabad,Lahore,33.676149,73.050356,31.533049,74.348977,376.1,20871.0,0.0,False,True,Completed,
TR010489,FL001,VH00031,,CU00492,Intercity,2024-12-08 10:54:00,2024-12-08 14:45:00,2024-12-11 08:45:00,2.75,Islamabad,Nathiagali,33.701256,73.053806,34.057826,73.36457,73.7,98725.0,0.0,False,True,No Show,
TR010490,FL002,VH00079,DR0044,CU01330,Intercity,2022-03-28 18:32:00,2022-03-28 21:00:00,2022-03-31 17:24:00,2.85,Islamabad,Peshawar,33.697854,73.044857,34.01405,71.544235,0.0,3591.0,2654.0,True,False,Cancelled,Vehicle Issue
TR010491,FL003,VH00105,DR0039,CU00394,Wedding,2022-08-22 17:11:00,2022-08-22 20:34:00,2022-08-25 07:07:36,2.44,Islamabad,Islamabad,33.68145,73.053723,33.671924,73.045694,36.9,19082.0,1281.0,True,False,Completed,
TR010492,FL001,VH00112,DR0046,CU00927,Corporate,2024-05-13 17:40:00,2024-05-13 21:00:00,2024-05-18 02:45:36,4.24,Islamabad,Islamabad,33.673088,73.060123,33.698701,73.04219,15.5,30613.0,1573.0,True,False,Completed,
TR010493,FL002,VH00035,DR0016,CU01805,Event,2024-02-16 08:24:00,2024-02-16 10:06:00,2024-02-17 21:08:24,1.46,Peshawar,Peshawar,34.003539,71.55074,33.997177,71.534786,39.4,19731.0,652.0,True,False,Completed,
TR010494,FL003,VH00088,DR0049,CU01160,Corporate,2024-06-08 08:52:00,2024-06-08 12:42:00,2024-06-10 08:08:24,1.81,Karachi,Karachi,24.870949,66.993724,24.868263,66.983976,67.7,12605.0,2210.0,True,False,Completed,
TR010495,FL004,VH00029,DR0019,CU01323,Wedding,2023-04-21 07:32:00,2023-04-21 09:31:00,2023-04-22 13:21:24,1.16,Karachi,Karachi,24.867114,66.996982,24.846782,67.005376,16.6,16176.0,2113.0,True,False,Completed,
TR010496,FL002,VH00009,DR0035,CU01627,City Ride,2022-07-11 10:30:00,2022-07-11 11:46:00,2022-07-12 07:41:12,0.83,Murree,Murree,33.900686,73.396318,33.899518,73.378835,73.4,12145.0,1958.0,True,False,Completed,
TR010497,FL001,VH00065,DR0005,CU00445,Airport Transfer,2026-03-10 16:59:00,2026-03-10 18:06:00,2026-03-11 02:01:12,0.33,Peshawar,Islamabad,34.00911,71.541445,33.670107,73.068357,161.9,16148.0,2589.0,True,False,No Show,
TR010498,FL003,VH00072,DR0056,CU01563,Corporate,2026-01-02 09:13:00,2026-01-02 12:25:00,2026-01-04 22:29:48,2.42,Lahore,Lahore,31.515335,74.348649,31.524798,74.370548,13.8,34591.0,624.0,True,False,Completed,
TR010499,FL001,VH00062,,CU00495,Intercity,2026-03-02 16:19:00,2026-03-02 17:46:00,2026-03-05 14:10:00,2.85,Lahore,Islamabad,31.522393,74.364295,33.68604,73.054408,374.1,60361.0,0.0,False,True,Completed,
TR010500,FL003,VH00058,,CU00405,Tourism / Northern Areas,2025-05-13 18:12:00,2025-05-13 20:35:00,2025-05-19 18:25:24,5.91,Lahore,Islamabad,31.514171,74.363715,33.680284,73.046171,396.7,43731.0,0.0,False,True,Completed,
TR010501,FL001,VH00007,DR0035,CU01992,Event,2023-12-17 07:55:00,2023-12-17 11:02:00,2023-12-18 16:18:48,1.22,Lahore,Lahore,31.530282,74.369645,31.50759,74.369213,26.8,6966.0,695.0,True,False,Completed,
TR010502,FL002,VH00027,,CU01484,Corporate,2023-11-27 16:17:00,2023-11-27 19:15:00,2023-12-01 03:24:36,3.34,Lahore,Rawalpindi,31.518978,74.366267,33.574866,73.036606,337.8,45923.0,0.0,False,True,Completed,
TR010503,FL001,VH00045,DR0025,CU01235,Intercity,2024-05-21 17:54:00,2024-05-21 21:51:00,2024-05-23 17:03:00,1.8,Lahore,Rawalpindi,31.532555,74.340638,33.548115,73.034579,337.8,79029.0,965.0,True,False,Completed,
TR010504,FL002,VH00039,DR0054,CU01067,City Ride,2023-07-05 14:07:00,2023-07-05 17:53:00,2023-07-06 04:26:36,0.44,Lahore,Lahore,31.522712,74.369083,31.531951,74.347799,38.3,18714.0,1260.0,True,False,Completed,
TR010505,FL001,VH00106,DR0051,CU01793,City Ride,2025-10-08 12:20:00,2025-10-08 14:33:00,2025-10-09 12:23:24,0.91,Rawalpindi,Rawalpindi,33.559851,73.01243,33.565566,73.007287,31.4,5582.0,864.0,True,False,No Show,
TR010506,FL001,VH00007,DR0038,CU00985,City Ride,2024-12-22 10:47:00,2024-12-22 14:16:00,2024-12-22 23:23:12,0.38,Faisalabad,Faisalabad,31.459029,73.140081,31.450515,73.118067,11.1,2211.0,1763.0,True,False,Completed,
TR010507,FL001,VH00043,,CU01024,Corporate,2024-06-23 09:39:00,2024-06-23 11:43:00,2024-06-26 05:57:24,2.76,Islamabad,Islamabad,33.682546,73.042382,33.672535,73.046919,0.0,5136.0,0.0,False,True,Cancelled,Weather
TR010508,FL001,VH00012,DR0027,CU01515,Intercity,2025-06-28 20:22:00,2025-06-29 00:04:00,2025-06-30 04:23:12,1.18,Karachi,Gujranwala,24.853888,66.999977,32.199009,74.206089,1397.9,33148.0,2215.0,True,False,Completed,
TR010509,FL003,VH00111,DR0024,CU01431,Airport Transfer,2022-05-06 17:45:00,2022-05-06 18:37:00,2022-05-07 01:20:12,0.28,Lahore,Lahore,31.52081,74.372759,31.526269,74.356785,53.9,5133.0,648.0,True,False,Completed,
TR010510,FL001,VH00081,DR0005,CU01143,Corporate,2026-03-24 15:40:00,2026-03-24 17:19:00,2026-03-30 12:59:48,5.82,Multan,Multan,30.163508,71.533634,30.173613,71.532754,69.5,158973.0,1037.0,True,False,Completed,
TR010511,FL002,VH00010,DR0034,CU01297,City Ride,2022-01-12 20:07:00,2022-01-12 22:10:00,2022-01-13 11:50:48,0.57,Islamabad,Islamabad,33.682221,73.052546,33.692029,73.039183,34.0,4178.0,1113.0,True,False,Completed,
